row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
520,정상운영,체력단련장,중구,순화동,서울특별시,겟투잇 피트니스,서울특별시 중구 서소문로 89-31 (순화동),서울특별시 중구 순화동 2-6 알라딘빌딩
521,정상운영,체력단련장,용산구,한남동,서울특별시,시크모어 웰니스 스튜디오,서울특별시 용산구 장문로 147 (한남동),서울특별시 용산구 한남동 568-241
522,정상운영,체력단련장,구리시,인창동,경기도,퀼드짐,"경기도 구리시 동구릉로129번길 23 (인창동, 인창2차이-편한세상)",경기도 구리시 인창동 705 인창2차이-편한세상
523,정상운영,체력단련장,부천시,,경기도,포워드짐,경기도 부천시 범안로 231-15(옥길동),경기도 부천시 옥길동 777-2 옥길중앙타워
524,정상운영,체력단련장,수원시,,경기도,바디스케치 매탄점,경기도 수원시 영통구 매탄로100번길 9(매탄동),경기도 수원시 영통구 매탄동 1263-2 용문빌딩
525,정상운영,체력단련장,오산시,세교동,경기도,VIP GYM 오산세마역점,경기도 오산시 수목원로 618 (세교동),경기도 오산시 세교동 597-4
526,정상운영,체력단련장,중랑구,상봉동,서울특별시,바디톡,"서울특별시 중랑구 망우로 328, 시네마시티 3층 (상봉동)",서울특별시 중랑구 상봉동 92-2 시네마시티 
527,정상운영,체력단련장,강남구,,서울특별시,멸치탈출연구소,서울특별시 강남구 도곡로 175(역삼동),서울특별시 강남구 역삼동 799-21 창림빌딩
528,정상운영,체력단련장,강서구,마곡동,서울특별시,메이크바디,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A-309~313호 (마곡동)",서울특별시 강서구 마곡동 757 두산더랜드파크 A-309~313호 
529,정상운영,체력단련장,양천구,,서울특별시,비엠더프라이빗 등촌역점,서울특별시 양천구 공항대로 540(목동),서울특별시 양천구 목동 604-1
530,정상운영,체력단련장,양천구,신정동,서울특별시,목동PT 임펄스핏,서울특별시 양천구 오목로 194 (신정동),서울특별시 양천구 신정동 953-8 정우빌딩
531,정상운영,체력단련장,관악구,봉천동,서울특별시,짐 인 더 하우스(Gym in the house),"서울특별시 관악구 남부순환로 1788, 1,2,3층 (봉천동)",서울특별시 관악구 봉천동 883-17 
532,정상운영,체력단련장,시흥시,목감동,경기도,피트온,경기도 시흥시 솔고개길 3-4(목감동),경기도 시흥시 목감동 402-2
533,폐업,체력단련장,부산진구,전포동,부산광역시,커스텀 피티짐,부산광역시 부산진구 서전로38번길 66 (전포동),부산광역시 부산진구 전포동 685-10
534,정상운영,체력단련장,연제구,연산동,부산광역시,하트 GYM,부산광역시 연제구 과정로 190 (연산동),부산광역시 연제구 연산동 419-4 한양빌딩 4층 
535,정상운영,체력단련장,시흥시,정왕동,경기도,머슬원핏 시화점,경기도 시흥시 중심상가로 158(정왕동),경기도 시흥시 정왕동 1731-12 시화하나프라자
536,정상운영,체력단련장,서대문구,연희동,서울특별시,리커버리PT스튜디오,서울특별시 서대문구 연희맛로 10(연희동),서울특별시 서대문구 연희동 188-16
537,정상운영,체력단련장,서대문구,북가좌동,서울특별시,STILL WE GO(스틸위고),서울특별시 서대문구 응암로 115(북가좌동),서울특별시 서대문구 북가좌동 333-2
538,정상운영,체력단련장,광주시,회덕동,경기도,주식회사 코너크로스핏,경기도 광주시 행정타운로 131 (회덕동),경기도 광주시 회덕동 298-1
539,정상운영,체력단련장,강동구,둔촌동,서울특별시,피트니스온 둔촌점,서울특별시 강동구 천호대로 1186(둔촌동),서울특별시 강동구 둔촌동 53 원경빌딩
540,정상운영,체력단련장,광명시,하안동,경기도,피트니스온,경기도 광명시 범안로 1056(하안동),경기도 광명시 하안동 53-1 골든힐쇼핑센타
541,정상운영,체력단련장,광명시,하안동,경기도,업투광명하안점,경기도 광명시 하안로 289 (하안동),경기도 광명시 하안동 51 태홍빌딩
542,정상운영,체력단련장,포항시,우현동,경상북도,엘리트짐,경상북도 포항시 북구 우창동로 107 (우현동),경상북도 포항시 북구 우현동 0
543,정상운영,체력단련장,부천시,원종동,경기도,우먼아이엔지짐,경기도 부천시 소사로 754 (원종동),
544,정상운영,체력단련장,평택시,비전동,경기도,코코핏,경기도 평택시 비전5로 7 (비전동),경기도 평택시 비전동 1091-5 중앙프라자
545,정상운영,체력단련장,남양주시,별내동,경기도,완벽해짐,경기도 남양주시 송산로339번길 4-8 (별내동),경기도 남양주시 별내동 882-2
546,정상운영,체력단련장,해운대구,좌동,부산광역시,체육시간,부산광역시 해운대구 좌동로 96(좌동),부산광역시 해운대구 좌동 1461-3 블루스퀘어
547,정상운영,체력단련장,수영구,민락동,부산광역시,어나더짐,부산광역시 수영구 광안해변로 311 (민락동),
548,정상운영,체력단련장,철원군,와수리,강원도,89 MUSCLE FACTORY,강원도 철원군 서면 와수1로 44-6,강원도 철원군 서면 와수리 1216-97 양평 해장국 
549,정상운영,체력단련장,부평구,삼산동,인천광역시,피지오플레이스 피플운동센터,"인천광역시 부평구 충선로203번길 50, 로얄프라자 403호, 404호 (삼산동)",인천광역시 부평구 삼산동 463-7 로얄프라자 
550,정상운영,체력단련장,서구,원당동,인천광역시,이음바디샵,인천광역시 서구 이음대로 384(원당동),인천광역시 서구 원당동 1041-1 서영아너시티플러스
551,정상운영,체력단련장,동구,지산동,광주광역시,육체미,광주광역시 동구 필문대로273번길 29(지산동),광주광역시 동구 지산동 476
552,정상운영,체력단련장,울주군,구영리,울산광역시,크로스핏 뉴블랙,울산광역시 울주군 범서읍 대리로 106,울산광역시 울주군 범서읍 구영리 411-7
553,정상운영,체력단련장,천안시,차암동,충청남도,뀨핏 PT studio,충청남도 천안시 서북구 3공단6로 50 (차암동),충청남도 천안시 서북구 차암동 435-1 힐링J타워
554,정상운영,체력단련장,수원시,매탄동,경기도,바디앤빌드 하우스짐,경기도 수원시 영통구 삼성로168번길 27(매탄동),경기도 수원시 영통구 매탄동 436-39
555,정상운영,체력단련장,성남시,성남동,경기도,크로스핏 임,경기도 성남시 중원구 광명로 21(성남동),경기도 성남시 중원구 성남동 3182
556,정상운영,체력단련장,서귀포시,법환동,제주특별자치도,크로스핏시그넷,제주특별자치도 서귀포시 신서로48번길 51-4 (법환동),제주특별자치도 서귀포시 법환동 735-7
557,정상운영,체력단련장,오산시,원동,경기도,어나더핏 여성전용휘트니스,"경기도 오산시 대원로 14, 명동빌딩 2층 202호 (원동)",경기도 오산시 원동 762-16 명동빌딩 202호
