row_num,faci_stat_nm,ftype_nm,cp_nm,cpb_nm,addr_emd_nm,faci_nm,faci_road_addr,faci_addr,faci_lat,faci_lot
1,정상운영,테니스장,경상남도,밀양시,교동,밀양스포츠센터 테니스장,경상남도 밀양시 시청로 28 (교동),경상남도 밀양시 교동 1121-3 미리벌관,35.5056777,128.744836
2,정상운영,테니스장,서울특별시,송파구,방이동,올림픽공원 테니스경기장,서울특별시 송파구 올림픽로 424 (방이동),,37.5136516,127.1282217
3,정상운영,테니스장,경기도,화성시,진안동,진안공공공지 테니스장,경기도 화성시 병점중앙로 214-58 (진안동),경기도 화성시 진안동 121-2,37.21772965,127.0319073
4,정상운영,테니스장,경기도,화성시,반송동,센트럴파크 테니스장,경기도 화성시 동탄공원로1길 26-23(반송동),경기도 화성시 반송동 59,37.20401352,127.0636027
5,정상운영,테니스장,경기도,화성시,석우동,테니스장(예당 임시체육시설),경기도 화성시 노작로 226-9 (석우동),경기도 화성시 석우동 60 동탄보건지소,37.2067964,127.0782246
6,정상운영,테니스장,경기도,화성시,영천동,치동천체육공원 테니스장,경기도 화성시 동탄순환대로29길 38(영천동),경기도 화성시 영천동 670-2,37.2054715,127.106524
7,정상운영,테니스장,강원도,정선군,애산리,정선종합경기장 테니스장,강원도 정선군 정선읍 애산로 60,강원도 정선군 정선읍 애산리 768 정선종합경기장 정선체육관,37.37705836,128.6747444
8,정상운영,테니스장,경기도,시흥시,대야동,대야동 테니스장,경기도 시흥시 은행로 246 (대야동),,37.44477124,126.7960777
9,정상운영,테니스장,경기도,시흥시,매화동,매화1 체육공원 테니스장,경기도 시흥시 수인로2910번길 38(매화동),경기도 시흥시 매화동 151 매화체육공원,37.41596016,126.8227775
10,정상운영,테니스장,경기도,시흥시,거모동,거모동 체육시설(테니스),경기도 시흥시 군자로534번길 19 (거모동),,37.34138527,126.7863093
11,정상운영,테니스장,경상남도,창녕군,남지리,남지테니스장,경상남도 창녕군 남지읍 낙동로 429,경상남도 창녕군 남지읍 남지리 723 남지초등학교,35.38982126,128.471959
12,정상운영,테니스장,전라북도,익산시,,금마다목적체육관테니스장,,,0,0
13,정상운영,테니스장,충청북도,음성군,오향리,감곡생활체육공원 테니스장,충청북도 음성군 감곡면 감문1길 20,충청북도 음성군 감곡면 오향리 1188,37.10632999,127.6486066
14,정상운영,테니스장,경상남도,양산시,범어리,(테니스장-08) 양산시립2테니스장,경남 양산시 물금읍 범어리 2822,경남 양산시 물금읍 범어리 2822,35.32300485,129.0191764
15,정상운영,테니스장,경기도,시흥시,대야동,대야배수지(테니스장),경기도 시흥시 소래산길 37 (대야동),경기도 시흥시 대야동 332-80,37.44971058,126.7829186
16,정상운영,테니스장,경기도,시흥시,포동,포동 생활체육공원(테니스장),경기도 시흥시 시흥대로789번길 14-3 (포동),,37.40557351,126.7839428
17,정상운영,테니스장,경기도,시흥시,은행동,비둘기공원테니스장,경기도 시흥시 대은로 16-29 (은행동),,37.44112691,126.7936378
18,정상운영,테니스장,경기도,시흥시,능곡동,능곡동 테니스장,경기도 시흥시 목실길 24 (능곡동),,37.37029224,126.8153406
19,정상운영,테니스장,경기도,시흥시,정왕동,배곧테니스장,경기도 시흥시 배곧4로 81-29 (정왕동 배곧센텀베이2차),경기도 시흥시 정왕동 1772-21 배곧센텀베이2차,37.37621288,126.738448
20,정상운영,테니스장,경기도,시흥시,정왕동,정왕동 체육공원(테니스장),경기도 시흥시 역전로 50 (정왕동),,37.33959888,126.7570731
21,정상운영,테니스장,경기도,시흥시,정왕동,소망공원테니스장,경기 시흥시 정왕동 1368,경기 시흥시 정왕동 1368,37.33339952,126.72562
22,정상운영,테니스장,경기도,시흥시,정왕동,희망공원테니스장,경기도 시흥시 군자천로131번길 64 (정왕동),,37.33593345,126.7150487
23,정상운영,테니스장,경상북도,봉화군,해저리,복합스포츠단지 테니스장,경상북도 봉화군 봉화읍 봉화로 1111-103,경상북도 봉화군 봉화읍 해저리 산4-18,36.89558377,128.7289368
24,정상운영,테니스장,경상남도,하동군,병천리,옥종다목적생활공원 실내테니스장,경상남도 하동군 옥종면 옥종중앙길 120,경상남도 하동군 옥종면 병천리 484-1,35.1862935,127.8789541
25,정상운영,테니스장,경상남도,하동군,,수변공원(섬진강)테니스장,하동읍 광평리 63-2,,35.05923503,127.7504185
26,정상운영,테니스장,경기도,의정부시,신곡동,송산배수지테니스장,경기도 의정부시 부용로214번길 51(신곡동),경기도 의정부시 신곡동 53-464,37.74751876,127.0766386
27,정상운영,테니스장,서울특별시,송파구,방이동,올림픽공원 실내테니스장,서울특별시 송파구 올림픽로 424 (방이동),,37.51369666,127.1282105
28,정상운영,테니스장,인천광역시,중구,운남동,송산배수지 상부 테니스장,,인천 중구 운남동 1640-8,37.48211007,126.5517455
29,정상운영,테니스장,경상남도,양산시,평산동,(테니스장-03) 웅상체육공원,경상남도 양산시 배움터길 60-19(평산동),경상남도 양산시 평산동 283 웅상체육공원,35.37762612,129.1434299
30,정상운영,테니스장,경상북도,봉화군,석포리,석포테니스장,경상북도 봉화군 석포면 석포로 170-1 (영풍아파트),경상북도 봉화군 석포면 석포리 460 영풍아파트,37.04571617,129.0672486
31,정상운영,테니스장,경상남도,양산시,초산리,(테니스장-06) 삼수권역체육공원,경상남도 양산시 하북면 충렬로 1699,경상남도 양산시 하북면 초산리 163,35.48427989,129.0831166
32,정상운영,테니스장,경상남도,양산시,북부동,(테니스장-01) 양산종합운동장,경상남도 양산시 양산대로 849 (북부동),경상남도 양산시 북부동 533 양산종합운동장,35.34856074,129.0354974
33,정상운영,테니스장,경상북도,봉화군,현동리,소천테니스장,,경북 봉화군 소천면 현동리 1136,36.94353531,129.0050427
34,정상운영,테니스장,경상남도,양산시,삼호동,(테니스장-04) 서창운동장,경상남도 양산시 대운9길 16-85(삼호동),경상남도 양산시 삼호동 157,35.41161583,129.1822946
35,정상운영,테니스장,경상남도,양산시,내송리,(테니스장-10) 삽량체육공원,경상남도 양산시 동면 내송로 21[*미고시],경상남도 양산시 동면 내송리 산70-8,36.49787653,127.265434
36,정상운영,테니스장,경상남도,양산시,금산리,(테니스장-02) 수질정화공원,경상남도 양산시 동면 강변로 54,경상남도 양산시 동면 금산리 1216-27,35.30485099,129.0198469
37,정상운영,테니스장,경상남도,양산시,지산리,(테니스장-07) 하북지산,경상남도 양산시 하북면 지내마을길 18,경상남도 양산시 하북면 지산리 46-1 지내마을회관,35.49982749,129.0801489
38,정상운영,테니스장,경기도,화성시,,화성시청 테니스장,경기도 화성시 동탄대로47번길 18(장지동),경기도 화성시 장지동 164-5,37.1995372,126.8314774
39,정상운영,테니스장,경기도,수원시,송산동,화산체육공원,경기도 화성시 태안로 263 (송산동),,37.21451892,127.0211309
40,정상운영,테니스장,경기도,오산시,세교동,세교2 실외테니스장,경기도 오산시 수목원로 541(세교동),경기도 오산시 세교동 627,37.17940588,127.0421266
41,정상운영,테니스장,경기도,화성시,,테니스장(동학산공원(14호)),화성시 석우동 4,화성시 석우동 4,37.22421308,127.0763902
42,정상운영,테니스장,경기도,화성시,,테니스장(서신생활체육시설),화성시 서신면 매화리 276-3,화성시 서신면 매화리 276-3,37.16661735,126.7092544
43,정상운영,테니스장,인천광역시,강화군,,강화클럽 테니스장,인천 강화군 강화읍 용정리 921-2,인천 강화군 강화읍 용정리 921-2,37.74553264,126.520247
44,정상운영,테니스장,경기도,화성시,,테니스장(진안공공공지),화성시 진안동 933 ,화성시 진안동 933 ,37.21800543,127.0316595
45,정상운영,테니스장,경기도,화성시,배양동,야생초공원(테니스장),경기도 화성시 융건로 105 (배양동),경기도 화성시 배양동 69-272,37.22039156,126.9893999
46,정상운영,테니스장,경기도,화성시,기안동,해피트리공원(테니스장),경기도 화성시 효행로291번길 24 (기안동),경기도 화성시 기안동 910 신일해피트리아파트,37.2233994,126.9774649
47,정상운영,테니스장,경기도,화성시,,테니스장(한화 바이오밸리),화성시 마도면 청원리 1249,화성시 마도면 청원리 1249,37.17028087,126.7670878
48,정상운영,테니스장,인천광역시,강화군,용정리,고인돌클럽 테니스장,인천광역시 강화군 강화읍 해안북로 155,인천광역시 강화군 강화읍 용정리 6-8 고인돌테니스장,37.74752607,126.5221449
49,정상운영,테니스장,인천광역시,강화군,온수리,강남 테니스장,인천광역시 강화군 길상면 길상로 244,인천광역시 강화군 길상면 온수리 605-26,37.63524173,126.4973784
50,정상운영,테니스장,인천광역시,강화군,,교동테니스장,,인천 강화군 교동면 상용리 876-11,37.77621206,126.304834
51,정상운영,테니스장,경기도,화성시,,테니스장(장안남산체육공원),화성시 장안면 사랑리 2-4,화성시 장안면 사랑리 2-4,37.07795567,126.8342659
52,정상운영,테니스장,경기도,화성시,,테니스장(조암 공공하수처리장),화성시 우정읍 화산리 194,화성시 우정읍 화산리 194,37.07635993,126.7914637
53,정상운영,테니스장,인천광역시,강화군,,매음리 테니스장,,인천 강화군 삼산면 매음리 265-7,37.66468028,126.3489164
54,정상운영,테니스장,경기도,화성시,,테니스장(동탄1호체육공원),화성시 영천동 670-2,화성시 영천동 670-2,37.20547321,127.1065251
55,정상운영,테니스장,경기도,화성시,,테니스장(도원체육공원),화성시 향남읍 행정리 478 ,화성시 향남읍 행정리 478 ,37.13345498,126.9290266
56,정상운영,테니스장,경기도,평택시,숙성리,오성 체육시설 테니스장,경기도 평택시 오성면 숙성시장길 54-7,,37.006933,126.982922
57,정상운영,테니스장,경기도,평택시,현화리,안중 학현근린공원 테니스장,경기도 평택시 안중읍 서동대로 1489,,36.98937483,126.9172583
58,정상운영,테니스장,경기도,평택시,만호리,포승 만도체육시설 테니스장,경기도 평택시 포승읍 연암길 46 (만도아파트),,36.96324113,126.8504961
59,정상운영,테니스장,경기도,화성시,,테니스장(동탄센트럴파크),화성시 반송동 59  ,화성시 반송동 59  ,37.20401189,127.0636047
60,정상운영,테니스장,경기도,화성시,,테니스장(사강리 동네 체육시설),화성시 송산면 사강리 365-25 357-4,화성시 송산면 사강리 365-25 357-4,37.21604011,126.7236211
61,정상운영,테니스장,인천광역시,서구,심곡동,청사2부지 테니스장,인천광역시 서구 서곶로 307 (심곡동),,37.54503589,126.6755957
62,정상운영,테니스장,울산광역시,북구,상안동,상안테니스장,울산광역시 북구 농서로 9-1 (상안동),울산광역시 북구 상안동  26-2,35.62452935,129.3448701
63,정상운영,테니스장,충청남도,서천군,성주리,장항테니스장,충청남도 서천군 장항읍 성주길16번길 10-6,,36.02088225,126.7022161
64,정상운영,테니스장,강원도,강릉시,홍제동,시청테니스장,강원도 강릉시 강릉대로 33 (홍제동),강원도 강릉시 홍제동  1001 강릉시청,37.75300445,128.8751686
65,정상운영,테니스장,인천광역시,,가좌동,가좌테니스장,인천광역시 서구 가좌로11번길 7 (가좌동),,37.47555874,126.6772121
66,정상운영,테니스장,경기도,광주시,중대동,중대 테니스장,경기도 광주시 순암로 175 (중대동),경기도 광주시 중대동  5-4,37.39649213,127.2308413
67,정상운영,테니스장,경기도,광주시,유정리,도척그린공원테니스장,경기도 광주시 도척면 도척로 690,경기도 광주시 도척면 유정리 211-5,37.2935667,127.3268807
68,정상운영,테니스장,전라남도,순천시,연향동,생활체육테니스장,전라남도 순천시 팔마로 333 (연향동),,34.93876123,127.5210244
69,정상운영,테니스장,충청남도,홍성군,,광천생활체육공원테니스장,,,0,0
70,정상운영,테니스장,울산광역시,북구,신현동,무룡테니스장,울산광역시 북구 구남1길 53-1 (신현동),울산광역시 북구 신현동  산210-4,35.59085496,129.4192518
71,정상운영,테니스장,강원도,원주시,반계리,문막공단테니스장,강원도 원주시 문막읍 문막공단길 42,강원도 원주시 문막읍 반계리 5-2,37.29754926,127.8026897
72,정상운영,테니스장,인천광역시,,십정동,열우물테니스스쿼시경기장,인천광역시 부평구 열우물로 164 (십정동),,37.48010578,126.6915918
73,정상운영,테니스장,강원도,영월군,영흥리,금강테니스장,강원도 영월군 영월읍 금강공원길 143,강원도 영월군 영월읍 영흥리 80-2,37.18580622,128.4781053
74,정상운영,테니스장,서울특별시,노원구,,공릉배수지테니스장,,,0,0
75,정상운영,테니스장,제주특별자치도,제주시,,한림테니스장,,,0,0
76,정상운영,테니스장,경상남도,김해시,,한림테니스장,,,0,0
77,정상운영,테니스장,경기도,하남시,망월동,종합운동장테니스장,경기도 하남시 아리수로 600 (망월동),경기도 하남시 망월동  200,37.56633904,127.1960221
78,정상운영,테니스장,경상북도,울진군,,울진종합운동장테니스장,,,0,0
79,정상운영,테니스장,강원도,고성군,상리,간성테니스장,강원도 고성군 간성읍 수성로 111,강원도 고성군 간성읍 상리 439-1 종합운동장,38.37566258,128.4635968
80,정상운영,테니스장,경기도,부천시,,소사1배수지테니스장,경기 부천시 소사본동 297-5,경기 부천시 소사본동 297-5,37.4695302,126.8041089
81,정상운영,테니스장,부산광역시,기장군,방곡리,정관체육시설테니스장,부산광역시 기장군 정관읍 정관중앙로 138-11,부산광역시 기장군 정관읍 방곡리 442,35.32853726,129.1838921
82,정상운영,테니스장,강원도,춘천시,석사동,호반테니스장,강원도 춘천시 우석로 102-1 (석사동),강원도 춘천시 석사동 77 호반테니스장,37.8645663,127.7558574
83,정상운영,테니스장,서울특별시,송파구,,오륜테니스장,방이동 439-8,서울 송파구 방이동 439-8,37.51300122,127.1407531
84,정상운영,테니스장,경기도,고양시,,고양시립테니스장,,성사동 산 552,0,0
85,정상운영,테니스장,대구광역시,서구,중리동,상리테니스장,대구광역시 서구 평리로17길 45 (중리동),,35.86279245,128.5331595
86,정상운영,테니스장,경상남도,사천시,봉계리,곤명테니스장,경상남도 사천시 곤명면 원전새길 64,,35.11227216,127.9417592
87,정상운영,테니스장,강원도,홍천군,창촌리,내면테니스장,강원도 홍천군 내면 대한동길 10-9,,37.77618338,128.3945188
88,정상운영,테니스장,경기도,포천시,,영북테니스장,일동면 수입리 69-9,경기 포천시 일동면 수입리 69-9,37.9713221,127.3266491
89,정상운영,테니스장,전라북도,순창군,,공설운동장다목적구장,,,0,0
90,정상운영,테니스장,부산광역시,동래구,,사직종합운동장테니스장,,사직2동 930,35.19393887,129.0641526
91,정상운영,테니스장,전라남도,영암군,난전리,마골테니스장,전라남도 영암군 삼호읍 대불로 533-6,,34.77190532,126.4066594
92,정상운영,테니스장,전라남도,무안군,,무안테니스장,무안읍 성동리 712,전남 무안군 무안읍 성동리 712,34.99100603,126.4813282
93,정상운영,테니스장,경상북도,문경시,모전동,문경시민정구장,경상북도 문경시 점고길 20 (모전동),경상북도 문경시 모전동  500 실내정구장,36.59548211,128.1862564
94,정상운영,테니스장,인천광역시,옹진군,소청리,소청리테니스장,인천광역시 옹진군 대청면 소청동로 69-13,,37.77377603,124.7508604
95,정상운영,테니스장,전라북도,장수군,신창리,산서체육공원 테니스장,전라북도 장수군 산서면 신덕길 10-15,,35.58344674,127.3935315
96,정상운영,테니스장,전라남도,장성군,주산리,삼계테니스장,전라남도 장성군 삼계면 주산2길 12,,35.25434372,126.6714377
97,정상운영,테니스장,충청남도,당진시,,합덕읍테니스장,,,0,0
98,정상운영,테니스장,인천광역시,부평구,삼산동,삼산테니스장,인천광역시 부평구 두레로 34-7 (삼산동),,37.51894831,126.7521763
99,정상운영,테니스장,경기도,용인시,,수지레스피아테니스장,죽전동 1003-235,경기 용인시 수지구 죽전동 1003-235,37.32610977,127.1048222
100,정상운영,테니스장,인천광역시,남동구,,남동종합문화체육4호광장테니스장,,,0,0
101,정상운영,테니스장,충청남도,천안시,,병천체육시설,,,0,0
102,정상운영,테니스장,강원도,양구군,,해안면테니스장,,,0,0
103,정상운영,테니스장,전라남도,고흥군,호형리,고흥생활체육공원 테니스장,전라남도 고흥군 고흥읍 고흥로 1892-67,전라남도 고흥군 고흥읍 호형리 914,34.61552354,127.3003186
104,정상운영,테니스장,전라북도,전주시,,덕진체련공원테니스장,,,0,0
105,정상운영,테니스장,강원도,삼척시,도계리,도원테니스장,강원도 삼척시 도계읍 도계우회로 74,강원도 삼척시 도계읍 도계리 315-2,37.23846226,129.0464236
106,정상운영,테니스장,경기도,파주시,,탄현체육공원 테니스장,문산읍 내포리 산140-1,,37.84033955,126.746397
107,정상운영,테니스장,경기도,가평군,대곡리,가평테니스장,경기도 가평군 가평읍 문화로 131,,37.825878,127.5039072
108,정상운영,테니스장,강원도,정선군,조동리,신동테니스장,강원도 정선군 신동읍 새골2길 3-1,강원도 정선군 신동읍 조동리 223-1,37.22013055,128.6715453
109,정상운영,테니스장,대구광역시,,월암동,성서산업단지체육시설내테니스장,대구광역시 달서구 성서공단로22길 25 (월암동),대구광역시 달서구 월암동  1-18,35.83243606,128.495556
110,정상운영,테니스장,전라남도,목포시,,부주산테니스장,,,0,0
111,정상운영,테니스장,전라남도,여수시,오림동,진남테니스장,전라남도 여수시 진남체육관길 74 (오림동),전라남도 여수시 오림동  104 진남경기장,34.76099406,127.7228875
112,정상운영,테니스장,전라남도,함평군,내교리,구룡테니스장,전라남도 함평군 함평읍 내대화길 77,전라남도 함평군 함평읍 내교리 272 함평초등학교,35.06191915,126.5128247
113,정상운영,테니스장,경상북도,영주시,,영주시민테니스장,가흥1동 산21-1,가흥1동 산21-1,0,0
114,정상운영,테니스장,충청북도,옥천군,문정리,옥천공설정구장,충청북도 옥천군 옥천읍 관성로 53,,36.30307261,127.5758051
115,정상운영,테니스장,서울특별시,노원구,,초안산근린공원테니스장,월계동 산 1,서울 노원구 월계동 산 1,37.64441745,127.0508165
116,정상운영,테니스장,경기도,김포시,,고촌파르코스공원테니스장,고촌면 신곡리 산58-12,경기 김포시 고촌읍 신곡리 산 58-12,37.60837839,126.7668112
117,정상운영,테니스장,전라북도,정읍시,상동,상동테니스장,전라북도 정읍시 상동중앙로 2 (상동),,35.5574011,126.8659458
118,정상운영,테니스장,충청북도,영동군,매천리,실내테니스장,충청북도 영동군 영동읍 영동황간로 123,,36.16497619,127.7832989
119,정상운영,테니스장,경상북도,군위군,동부리,군위종합테니스장,경상북도 군위군 군위읍 군청로 158,,36.23709577,128.5738995
120,정상운영,테니스장,경상남도,창원시,,대방체육공원테니스장,,,0,0
121,정상운영,테니스장,전라북도,장수군,봉덕리,천천 전천후체육관 테니스장,전라북도 장수군 천천면 고금길 3,,35.7329761,127.5313889
122,정상운영,테니스장,전라북도,김제시,,시민운동장테니스장,,,0,0
123,정상운영,테니스장,경기도,평택시,,안정근린공원팽성테니스장,팽성읍 송화리 27-4,,36.96192498,127.0528836
124,정상운영,테니스장,대전광역시,,송강동,송강실내테니스장,대전광역시 유성구 대덕대로 1173 (송강동),,36.43151173,127.3867508
125,정상운영,테니스장,경상남도,거제시,서정리,거제스포츠파크테니스장,경상남도 거제시 거제면 거제남서로 3485-17,,34.85185549,128.5815351
126,정상운영,테니스장,경기도,의정부시,금오동,행정타운실내배드민턴장,경기도 의정부시 금오로23번길 28 (금오동),경기도 의정부시 금오동  225-2,37.75551717,127.0678504
127,정상운영,테니스장,전라북도,군산시,,월명공원테니스장,금동 9-1,금동 9-1,35.40018793,127.3738107
128,정상운영,테니스장,경기도,부천시,원미동,원미운동장 테니스장,경기도 부천시 소사로 457 (원미동),경기도 부천시 원미동 14-1 원미공원테니스장,37.4985909,126.79642
129,정상운영,테니스장,전라남도,영암군,용앙리,삼호테니스장,전라남도 영암군 삼호읍 대불주거9로 27,,34.75684737,126.4510446
130,정상운영,테니스장,경상남도,창원시,,중앙체육공원테니스장,,,0,0
131,정상운영,테니스장,대구광역시,,서변동,신천하수처리장테니스장,대구광역시 북구 조야로2길 209 (서변동),,35.91163096,128.598055
132,정상운영,테니스장,경기도,용인시,신갈동,신갈고가하부테니스장,,경기 용인시 기흥구 신갈동 536-27,37.28851677,127.0985495
133,정상운영,테니스장,강원도,강릉시,교동,강릉테니스장,강원도 강릉시 종합운동장길 69 (교동),강원도 강릉시 교동  2-10 강릉종합운동장,37.774696,128.8965989
134,정상운영,테니스장,충청남도,아산시,,강변테니스장,,,0,0
135,정상운영,테니스장,전라북도,군산시,산월리,군산국민체육센터테니스장,전라북도 군산시 대야면 석화로 63-15,전라북도 군산시 대야면 산월리 795-1 군산국민체육센터,35.95082525,126.8156544
136,정상운영,테니스장,경기도,여주시,,가남체육공원테니스장,가남읍 태평리 533-2,경기 여주시 가남읍 태평리 533-2,37.20172014,127.5337279
137,정상운영,테니스장,충청남도,보령시,옥동리,보령테니스장,충청남도 보령시 남포면 보령남로 347,충청남도 보령시 남포면 옥동리 331-11,36.31375939,126.6039303
138,정상운영,테니스장,전라남도,여수시,학동,여천시립테니스장,전라남도 여수시 시청로 1 (학동),전라남도 여수시 학동 100 여수시청 본청사,0,0
139,정상운영,테니스장,서울특별시,용산구,한남동,응봉근린공원한남구민테니스장,서울특별시 용산구 한남대로 204 (한남동),서울특별시 용산구 한남동 726-370,37.54607252,127.0028969
140,정상운영,테니스장,경상남도,거제시,능포동,능포테니스장,경상남도 거제시 능포로8길 21 (능포동),,34.88233118,128.7379767
141,정상운영,테니스장,전라북도,완주군,,완주산업단지제2테니스장,,,0,0
142,정상운영,테니스장,경기도,양평군,,서종생활체육공원테니스장,,,0,0
143,정상운영,테니스장,경상남도,창원시,,창원종합테니스장,토월동 709,경남 창원시 성산구 토월동 709,35.23106648,128.6956941
144,정상운영,테니스장,경기도,용인시,,용인실내종합테니스장,남동 산38-2,경기 용인시 처인구 남동 산 38-2,37.22443761,127.188319
145,정상운영,테니스장,전라남도,장흥군,,장흥공공테니스장,,전남 장흥군 장흥읍 남외리 2-9,34.67553592,126.897437
146,정상운영,테니스장,충청북도,청주시,,청주솔밭정구장,송정동 산10-1번지,송정동 산10-1번지,35.99972448,128.6215597
147,정상운영,테니스장,전라북도,완주군,,완주산업단지테니스장,,,0,0
148,정상운영,테니스장,경상남도,김해시,,금병공원테니스장,,,0,0
149,정상운영,테니스장,인천광역시,남동구,,남동공단근린공원테니스장,,,0,0
150,정상운영,테니스장,서울특별시,동작구,,노량진근린공원 테니스장,대방동 23-189,서울 동작구 대방동 23-189,37.50843874,126.9272661
151,정상운영,테니스장,충청북도,진천군,회죽리,진천선수촌 테니스/정구장,충청북도 진천군 광혜원면 선수촌로 105,,36.98186767,127.4222253
152,정상운영,테니스장,부산광역시,해운대구,,좌동테니스장,,,0,0
153,정상운영,테니스장,충청북도,충주시,,충주시클린에너지파크테니스장,,,0,0
154,정상운영,테니스장,강원도,양구군,임당리,동면테니스장,강원도 양구군 동면 금강산로 1717,강원도 양구군 동면 임당리 544,38.20430107,128.0440261
155,정상운영,테니스장,광주광역시,북구,,중외공원테니스장,,,0,0
156,정상운영,테니스장,경상남도,창원시,도만동,장복테니스장,경상남도 창원시 진해구 충무로 43 (도만동),경상남도 창원시 진해구 도만동 1 진해공설운동장,35.14836103,128.6554537
157,정상운영,테니스장,경기도,양주시,,장흥테니스장, 장흥면 일영리 155-2,경기 양주시 장흥면 일영리 155-2,37.71564122,126.9406378
158,정상운영,테니스장,전라남도,목포시,,유달시립정구장,,용당동 1069,35.43200355,129.1721212
159,정상운영,테니스장,서울특별시,성북구,,정릉북악간이체육시설,,,0,0
160,정상운영,테니스장,강원도,정선군,무릉리,증산테니스장,강원도 정선군 남면 무릉1로 12,강원도 정선군 남면 무릉리 425,37.25163194,128.776681
161,정상운영,테니스장,인천광역시,남동구,,남동종합문화체육3호광장테니스장,,,0,0
162,정상운영,테니스장,경기도,여주시,,능서레포츠공원테니스장,능서면 신지리 254-2,경기 여주시 능서면 신지리 254-2,37.29575911,127.5841283
163,정상운영,테니스장,전라남도,완도군,가용리,완도군립테니스장2,전라남도 완도군 완도읍 청해진동로 63,전라남도 완도군 완도읍 가용리 56,34.31714792,126.7355676
164,정상운영,테니스장,충청남도,청양군,적누리,청양군테니스장,충청남도 청양군 청양읍 누레기길 5-2,충청남도 청양군 청양읍 적누리 343-1 청양군 적누리 테니스장,36.42935814,126.7968567
165,정상운영,테니스장,대구광역시,수성구,범어동,구민테니스장,대구광역시 수성구 달구벌대로488길 79 (범어동),,35.85188782,128.6303938
166,정상운영,테니스장,전라남도,곡성군,교촌리,곡성정구장,전라남도 곡성군 곡성읍 학교로 56,,35.28112432,127.28749
167,정상운영,테니스장,전라북도,익산시,,중앙체육공원테니스장,,,0,0
168,정상운영,테니스장,충청북도,진천군,,진천공설테니스장,진천읍 장관리 697-1,,36.87002669,127.4114031
169,정상운영,테니스장,충청남도,예산군,향천리,예산군테니스장,충청남도 예산군 예산읍 예산로 354,,36.67641649,126.8610185
170,정상운영,테니스장,경상북도,울릉군,사동리,울릉사동테니스장,경상북도 울릉군 울릉읍 사동리 90-1,경상북도 울릉군 울릉읍 사동리 12-2,37.48253772,130.8928225
171,정상운영,테니스장,경기도,양평군,,갈산생활체육공원테니스장,양평읍 양근리 645-2,경기 양평군 양평읍 양근리 645-2,37.49517873,127.4869265
172,정상운영,테니스장,경상남도,진주시,충무공동,진주종합경기장테니스장,경상남도 진주시 동진로 415 (충무공동),,35.18295444,128.1358517
173,정상운영,테니스장,강원도,삼척시,,교동테니스장,남양동 142-2,남양동 142-2,34.98648185,128.0461384
174,정상운영,테니스장,경기도,양평군,,강하생활체육공원테니스장,강하면 운심리,경기 양평군 강하면 운심리,37.49375649,127.398046
175,정상운영,테니스장,경기도,파주시,,연풍리체육공원테니스장,파주읍 연풍리 10-13,경기 파주시 파주읍 연풍리 10-13,37.82925432,126.8493566
176,정상운영,테니스장,제주특별자치도,제주시,,제주시생활체육공원테니스장,,,0,0
177,정상운영,테니스장,충청남도,부여군,나복리,종합운동장테니스장,충청남도 부여군 규암면 호수로 82,충청남도 부여군 규암면 나복리 456,36.27763432,126.8645078
178,정상운영,테니스장,경기도,양평군,,양동레포츠공원테니스장,,,0,0
179,정상운영,테니스장,대구광역시,,방천리,환경자원사업소테니스장,대구광역시 달성군 다사읍 다사로 820,,35.88253373,128.509347
180,정상운영,테니스장,경상남도,창원시,마산리,북면공설운동장테니스장,경상남도 창원시 의창구 북면 정렬대로 1115,,35.34675095,128.6185392
181,정상운영,테니스장,경상북도,봉화군,,봉화체육공원테니스장,,,36.88852433,128.7308714
182,정상운영,테니스장,전라남도,고흥군,남계리,고흥군민회관테니스장,전라남도 고흥군 고흥읍 고흥로 1852-23,전라남도 고흥군 고흥읍 남계리 247 테니스장,34.61444842,127.2916531
183,정상운영,테니스장,충청남도,금산군,,종합운동장테니스장,,,0,0
184,정상운영,테니스장,전라남도,광양시,석사리,광양시립테니스장,전라남도 광양시 봉강면 매천로 685,,34.98203257,127.5730717
185,정상운영,테니스장,경기도,의왕시,내손동,내손약수체육시설테니스장,경기도 의왕시 정우2길 6-1 (내손동),경기도 의왕시 내손동  529 내손테니스장,37.38240808,126.9836502
186,정상운영,테니스장,서울특별시,,자양동,한강시민공원뚝섬지구테니스장,서울특별시 광진구 강변북로 139 (자양동),,37.5273097,127.077834
187,정상운영,테니스장,경기도,고양시,,성라공원테니스장,,성사동 269,0,0
188,정상운영,테니스장,대구광역시,북구,태전동,태전테니스장,대구광역시 북구 칠곡중앙대로 397-20 (태전동),대구광역시 북구 태전동  938,35.9316464,128.5461577
189,정상운영,테니스장,경기도,여주시,,하동테니스장,여주시 하동 19-5,경기 여주시 하동 19-5,37.30321494,127.619075
190,정상운영,테니스장,서울특별시,영등포구,대림동,대림운동장 테니스장,서울특별시 영등포구 가마산로31길 16 (대림동)[*미고시],,36.49787653,127.265434
191,정상운영,테니스장,경기도,성남시,,양지테니스장,양지동 986번지,경기 성남시 수정구 양지동 986,37.46234746,127.1625458
192,정상운영,테니스장,경상북도,포항시,초곡리,흥해옥성테니스장,경상북도 포항시 북구 흥해읍 동해대로1459번길 83,경상북도 포항시 북구 흥해읍 초곡리 103-1,36.09931949,129.3370443
