row_num,faci_stat_nm,ftype_nm,cp_nm,cpb_nm,addr_emd_nm,faci_nm,faci_road_addr,faci_addr,faci_lat,faci_lot
979,정상운영,유도,광주광역시,북구,,신용유도관,광주광역시 북구 첨단연신로107번길 15 (신용동),광주광역시 북구 신용동 719,0,0
980,정상운영,유도,경기도,안산시,고잔동,최강고잔유도멀티짐 고잔점,경기도 안산시 단원구 고잔2길 16 (고잔동),,37.31763336,126.8328837
981,정상운영,유도,부산광역시,강서구,신호동,해성유도스포츠클럽,부산광역시 강서구 신호산단2로 21 (신호동),부산광역시 강서구 신호동 215,35.08706709,128.8777905
982,정상운영,유도,경기도,안산시,선부동, 신안유도체육관 ,경기도 안산시 단원구 선부광장로 17 (선부동),경기도 안산시 단원구 선부동 1070-2 다이아몬드빌딩,37.33599996,126.8090467
983,정상운영,유도,경기도,용인시,보정동,파이널 유도 멀티짐,경기도 용인시 기흥구 죽전로 53 (보정동),경기도 용인시 기흥구 보정동 1208-3 야후빌딩,37.32073833,127.1146668
984,정상운영,유도,전라남도,나주시,빛가람동,나주유도관,전라남도 나주시 상야4길 22 (빛가람동),전라남도 나주시 빛가람동 203-2,35.02274441,126.7917335
985,정상운영,유도,경상남도,창원시,해운동,성룡유도관,경상남도 창원시 마산회원구 3·15대로 587 3층 (석전동),경상남도 창원시 마산회원구 석전동 265-30 설송전산회계학원 ,0,0
986,정상운영,유도,경기도,수원시,,파이널유도멀티짐,경기도 수원시 영통구 효원로 400 탑프라자 6층 6층 (매탄동),경기도 수원시 영통구 매탄동 1276번지 레몬스포렉스 ,37.25806229,127.0453851
987,정상운영,유도,경기도,수원시,,명근유도체육관,경기도 수원시  팔달구 화서동 743번지 ,경기도 수원시  팔달구 화서동 743번지 ,37.28841002,127.0005639
988,정상운영,유도,전라남도,여수시,,탑클래스 유도짐,전라남도 여수시 예울마루로 37-53 (웅천동),전라남도 여수시 웅천동 1696-3,34.74626202,127.6708734
989,정상운영,유도,경기도,여주시,,세종유도관,경기도 여주시 도예로 83-18 (오학동),경기도 여주시 오학동 280-10,0,0
990,정상운영,유도,대구광역시,수성구,범물동,JS유도클럽(지산유도관),대구광역시 수성구 지범로 190 (범물동),대구광역시 수성구 범물동 1334-1,35.82063091,128.6397897
991,정상운영,유도,강원도,원주시,,원주유도스쿨,강원도 원주시 단관길 106(단구동),강원도 원주시 단구동 1667-1,0,0
992,정상운영,유도,서울특별시,서초구,잠원동,코리아 유도 체육관,서울특별시 서초구 신반포로 333 (잠원동),서울특별시 서초구 잠원동 38-26,37.51093465,127.0201511
993,정상운영,유도,서울특별시,강남구,역삼동,트리플핏,서울특별시 강남구 논현로63길 11 (역삼동),서울특별시 강남구 역삼동 798-21,37.49296802,127.0395415
994,정상운영,유도,경기도,용인시,상현동,챔피언유도클럽,경기도 용인시 수지구 상현로88번길 2(상현동),경기도 용인시 수지구 상현동 244-2 반석빌딩,37.30507675,127.0827798
995,정상운영,유도,경상남도,창원시,합성동,용인대성무유도관,경상남도 창원시 마산회원구 합성동7길 48(합성동),경상남도 창원시 마산회원구 합성동 316-37 교연학원,35.24223809,128.5902453
996,정상운영,유도,광주광역시,서구,금호동,광주국제유도관(금호),광주광역시 서구 운천로 4(금호동),광주광역시 서구 금호동 766-13,35.13301573,126.8596645
997,정상운영,유도,경상북도,경산시,금락리,청춘유도관(경산하양점),경상북도 경산시 하양읍 하양로 111,경상북도 경산시 하양읍 금락리 20-1,35.91416805,128.8192847
998,정상운영,유도,인천광역시,남구,학익동,경희대태권도장,인천광역시 남구 매소홀로386번길 14 (학익동),인천광역시 남구 학익동 688-2,37.43944011,126.6646302
999,정상운영,유도,인천광역시,남구,도화동,엠에이스 태권도체육관,인천광역시 남구 석정로 226 (도화동),인천광역시 남구 도화동 90-9,37.46792521,126.6604245
1000,정상운영,유도,인천광역시,남구,도화동,전승태권도,인천광역시 남구 석바위로 7 (도화동),인천광역시 남구 도화동 387-9 은하빌딩,37.46124901,126.6739551
1001,정상운영,유도,경기도,동두천시,생연동,J&k 유도클럽,경기도 동두천시 중앙로 320 (생연동),경기도 동두천시 생연동 555-4,37.9099654,127.0553834
1002,정상운영,유도,인천광역시,남구,주안동,탑 복싱 체육관,인천광역시 남구 경원대로 845 (주안동),인천광역시 남구 주안동 1005-5 남동농협,37.45831295,126.6891224
1003,정상운영,유도,광주광역시,남구,진월동,용인대 김대욱 유도관(진월점),광주광역시 남구 서문대로654번길 8 (진월동),광주광역시 남구 진월동 438,35.11714353,126.8995062
1004,정상운영,유도,경기도,화성시,,지명유도관,경기도 화성시 경기도 화성시 동탄솔빛로 54 (반송동 엔타워 201호),경기도 화성시 경기도 화성시 동탄솔빛로 54 (반송동 엔타워 201호),37.19355376,127.0738363
1005,정상운영,유도,전라남도,화순군,향청리,화경유도관,전라남도 화순군 화순읍 중앙로 36-2,전라남도 화순군 화순읍 향청리 67-7,35.06010408,126.9849586
1006,정상운영,유도,광주광역시,동구,계림동,바른유도관,광주광역시 동구 필문대로 94 (계림동),,35.1617566,126.9290075
1007,정상운영,유도,경기도,화성시,,선인유도관,경기도 화성시 경기도 화성시 봉담읍 와우안길 65 4층,경기도 화성시 경기도 화성시 봉담읍 와우안길 65 4층,37.21709876,126.9749431
1008,정상운영,유도,경기도,화성시,,용인대 정진 유도관,경기도 화성시 경기도 화성시 동탄중심상가1길 5 (반송동),경기도 화성시 경기도 화성시 동탄중심상가1길 5 (반송동),37.20050395,127.071757
1009,정상운영,유도,경기도,화성시,,화성 유사사 유도관,경기도 화성시 경기도 화성시 향남읍 발안로 35 4층,경기도 화성시 경기도 화성시 향남읍 발안로 35 4층,37.13359156,126.9122938
1010,정상운영,유도,경기도,화성시,,천지유도체육관,경기도 화성시 경기도 화성시 병점로 37-6  (진안동메트로프라자 507호),경기도 화성시 경기도 화성시 병점로 37-6  (진안동메트로프라자 507호),37.21094283,127.0383574
1011,정상운영,유도,서울특별시,송파구,방이동,한국유도원,서울특별시 송파구 위례성대로12길 13 (방이동),,37.51245214,127.1224919
1012,정상운영,유도,부산광역시,금정구,구서동,구서유도관,부산광역시 금정구 금강로 442-1 (구서동),,35.24712141,129.0891355
1013,정상운영,유도,전라북도,전주시,,대한유도관,전라북도 전주시 전라북도 전주시 덕진구 솔내3길 22 (송천동1가),전라북도 전주시 전라북도 전주시 덕진구 솔내3길 22 (송천동1가),35.85351269,127.1216736
1014,정상운영,유도,전라북도,전주시,,아시아 유도 용무도 체육관,전라북도 전주시 전라북도 전주시 덕진구 가재미로 79 (인후동1가),전라북도 전주시 전라북도 전주시 덕진구 가재미로 79 (인후동1가),35.83194813,127.1609348
1015,정상운영,유도,전라북도,전주시,,아토스코리아 송천지부 주짓수&유도,전라북도 전주시 전라북도 전주시 덕진구 솔내로 133 (송천동1가),전라북도 전주시 전라북도 전주시 덕진구 솔내로 133 (송천동1가),35.86198663,127.1265803
1016,정상운영,유도,충청남도,당진시,기지시리,용인대 청룡유도관,충청남도 당진시 송악읍 기지시1길 45 송악농협 2층,충청남도 당진시 송악읍 기지시리 333-2번지 송악농협 ,36.90512714,126.691576
1017,정상운영,유도,경기도,고양시,토당동,명문유도체육관,경기도 고양시 덕양구 지도로 69 (토당동),경기도 고양시 덕양구 토당동  373-72 태환빌딩,37.62330829,126.8243405
1018,정상운영,유도,경상북도,김천시,부곡동,대한유도관,경상북도 김천시 구농고6길 43-7 (부곡동),경상북도 김천시 부곡동  392-1,36.12881021,128.1035948
1019,정상운영,유도,전라북도,전주시,,아토스코리아 송천지부 주짓수&유도,전라북도 전주시 전라북도 전주시 덕진구 솔내로 75,전라북도 전주시 전라북도 전주시 덕진구 솔내로 75,0,0
1020,정상운영,유도,경기도,안양시,호계동,미스터샤크 유도멀티짐,경기도 안양시 동안구 경수대로 604 (호계동),경기도 안양시 동안구 호계동 976-10,37.37658173,126.9564067
1021,정상운영,유도,경기도,안양시,평촌동,파이널 유도 멀티짐,경기도 안양시 동안구 흥안대로 440 (평촌동),,37.39341714,126.9753453
1022,정상운영,유도,경기도,용인시,,K&D스포츠 유도,경기도 용인시 기흥구 동백죽전대로175번길 4-1 (중동),,37.25849459,127.1606593
1023,정상운영,유도,경기도,용인시,,유도융합발달센터,경기도 용인시 기흥구 어정로 134-24 B107호 (중동 라온705),,37.27496935,127.1466815
1024,정상운영,유도,전라북도,정읍시,수성동,정읍유도교실,전라북도 정읍시 샘골로 82 (수성동),,35.57715974,126.855366
1025,정상운영,유도,부산광역시,사하구,괴정동,한국유도관,부산광역시 사하구 낙동대로 162 (괴정동),부산광역시 사하구 괴정동 285-12,35.10268316,128.998366
1026,정상운영,유도,경기도,안양시,안양동,안양용인대오성유도체육관,경기도 안양시 만안구 관악대로 9 (안양동),,37.39491035,126.9261202
1027,정상운영,유도,대구광역시,남구,봉덕동,용인대 정진유도교실,대구광역시 남구 효성로 56 (봉덕동),대구광역시 남구 봉덕동  1292-5,35.83817671,128.598964
1028,정상운영,유도,경상북도,경주시,,한국체대유도관,경상북도 경주시  봉황로 98 (북부동),경상북도 경주시  봉황로 98 (북부동),35.84821929,129.210224
1029,정상운영,유도,경상남도,창원시,,경남유도관,경상남도 창원시 마산회원구 내서읍 삼풍로 86 지하층 1호 (현대상가),경상남도 창원시 마산회원구 내서읍 삼풍로 86 지하층 1호 (현대상가),35.23322415,128.5018119
1030,정상운영,유도,경기도,파주시,당하동,용인대 드림유도체육관,경기도 파주시 당하길 27 (당하동),경기도 파주시 당하동 201-15 티엠프라자,37.74624477,126.7504219
1031,정상운영,유도,경기도,파주시,금촌동,엠핏유도관,경기도 파주시 금빛로 4-1 (금촌동),경기도 파주시 금촌동 989-7 동원프라자,37.75142767,126.7683419
1032,정상운영,유도,전라북도,전주시,,용인대완산유도관,전라북도 전주시 전라북도 전주시 완산구 평화로 115 4층 (평화동2가),전라북도 전주시 전라북도 전주시 완산구 평화로 115 4층 (평화동2가),35.78710513,127.1343769
1033,정상운영,유도,인천광역시,남동구,,ASIA SPOJYM,인천광역시 남동구 인천광역시 남동구 만수서로 101 3층 (만수동 신한프라자),인천광역시 남동구 인천광역시 남동구 만수서로 101 3층 (만수동 신한프라자),37.46148257,126.7373374
1034,정상운영,유도,인천광역시,부평구,삼산동,송원삼산유도관,인천광역시 부평구 평천로391번길 4 호석빌딩 4층 (삼산동),인천광역시 부평구 삼산동 254-4 호석빌딩 ,0,0
1035,정상운영,유도,인천광역시,남동구,,만수유도회관,인천광역시 남동구 인천광역시 남동구 만수로27번길 4-14  (만수동),인천광역시 남동구 인천광역시 남동구 만수로27번길 4-14  (만수동),37.45984948,126.7323111
1036,정상운영,유도,대전광역시,중구,석교동,한성유도관,대전광역시 중구 대종로 205 (석교동),대전광역시 중구 석교동  65-19 한라빌딩,36.3081975,127.4442221
1037,정상운영,유도,서울특별시,마포구,동교동,용인대 수호체육관,서울특별시 마포구 양화로 193 (동교동),,37.55883986,126.9258771
1038,정상운영,유도,인천광역시,부평구,삼산동,정부경유도관,인천광역시 부평구 체육관로 38,인천 부평구 삼산동 459-4,37.50825578,126.7358028
1039,정상운영,유도,인천광역시,남구,주안동,우리 유도관,인천광역시 미추홀구 미추홀대로 576 4층 (주안동),인천광역시 미추홀구 주안동 1464 ,37.44876911,126.6800124
1040,정상운영,유도,인천광역시,남구,,이레유도스쿨,인천광역시 남구 학익2동664-5,인천광역시 남구 학익2동664-5,37.43900378,126.676176
1041,정상운영,유도,광주광역시,서구,,지음유도관,광주광역시 서구 상무대로935번길 5 (쌍촌동),광주광역시 서구 상무대로935번길 5 (쌍촌동),35.15194496,126.8641866
1042,정상운영,유도,경기도,수원시,,성일유도장,경기도 수원시  영통구 매탄동 109-9번지 ,경기도 수원시  영통구 매탄동 109-9번지 ,37.27264281,127.0482519
1043,정상운영,유도,경기도,수원시,,탑유도관,경기도 수원시  팔달구 인계동 1135-7번지,경기도 수원시  팔달구 인계동 1135-7번지,37.25840135,127.0308467
1044,정상운영,유도,경상남도,거제시,,용인대 투혼 유도클럽(아주점),경상남도 거제시 아주1로 74,경상남도 거제시 아주1로 74,34.86774418,128.6842672
1045,정상운영,유도,대구광역시,수성구,욱수동,청춘유도관 수성점,대구광역시 수성구 달구벌대로652길 69-5 (욱수동),,35.83192503,128.7103045
1046,정상운영,유도,서울특별시,마포구,노고산동,짐피닉스,서울특별시 마포구 신촌로16길 24 (노고산동),,37.55462822,126.9343692
1047,정상운영,유도,대구광역시,달서구,용산동,제이오비 유도.주짓수 용산,대구광역시 달서구 평리로 50 202호 (용산동),대구광역시 달서구 용산동 930-2 ,35.85850313,128.5298667
1048,정상운영,유도,경상북도,안동시,,안동유도관,경상북도 안동시 제비원로 113  ,경상북도 안동시 제비원로 113  ,36.56231448,128.7204613
1049,정상운영,유도,대구광역시,달서구,도원동,용인대정진유도교실,대구광역시 달서구 도원로 14 (도원동),대구광역시 달서구 도원동  1431-1,35.80853723,128.5355763
1050,정상운영,유도,충청북도,청주시,율량동,신사유도합기도주짓수,충청북도 청주시 청원구 공항로150번길 136 (율량동),충청북도 청주시 청원구 율량동  846,36.66980685,127.4913541
1051,정상운영,유도,경상북도,김천시,평화동,제일유도관,경상북도 김천시 평화장미3길 25 (평화동),경상북도 김천시 평화동  72-10,36.12752941,128.115005
1052,정상운영,유도,부산광역시,부산진구,,대림체육도장,부산광역시 부산진구 가야대로454번길 11(개금동),부산 부산진구 가야대로454번길 11,35.15249167,129.0219058
1053,정상운영,유도,부산광역시,부산진구,부암동,당감명문유도관,부산광역시 부산진구 백양순환로 123-1 (부암동),부산광역시 부산진구 부암동 413-18,35.16960543,129.0406748
1054,정상운영,유도,부산광역시,부산진구,,한국유도관,부산광역시 부산진구 백양대로 314 지하층 (개금동),부산 부산진구 백양대로 314,35.15432264,129.0171627
1055,정상운영,유도,부산광역시,부산진구,,성심유도관,부산광역시 부산진구 성지로 66 2층 (초읍동),부산광역시 부산진구 초읍동 219-14 ,35.17650491,129.0546996
1056,정상운영,유도,부산광역시,동래구,명륜동,금정유도관,부산광역시 동래구 명륜로 181 (명륜동),부산광역시 동래구 명륜동 673-6,35.2099467,129.0822664
1057,정상운영,유도,부산광역시,서구,,극동유도관,부산광역시 서구 구덕로 164(토성동3가),부산 서구 구덕로 164,35.09937244,129.0199876
1058,정상운영,유도,서울특별시,영등포구,,월드유도체육관,서울특별시 영등포구 신길로 49 (대림동),서울 영등포구 신길로 49,37.49714834,126.9080209
1059,정상운영,유도,서울특별시,영등포구,,여의도유도관,서울특별시 영등포구 여의대방로 394 4층 406호 (여의도동 우정빌딩),서울 영등포구 여의대방로 394,37.519391,126.9327667
1060,정상운영,유도,부산광역시,남구,대연동,금호 유도관,부산광역시 남구 수영로 174 (대연동),부산광역시 남구 대연동 1258-13,35.13457019,129.0856321
1061,정상운영,유도,부산광역시,동래구,,사직 명문유도관,부산광역시 동래구 쇠미로 115 2층 (사직동),,35.2018896,129.0591366
1062,정상운영,유도,경상북도,청도군,,청일유도체육관,경상북도 청도군 청도읍 청화로 132,경북 청도군 청도읍 청화로 132,35.64494567,128.7406793
1063,정상운영,유도,경상남도,진주시,,용인대정통유도관,진주시 모덕로282번길 3 (하대동),경남 진주시 모덕로282번길 3,35.1886733,128.1249261
1064,정상운영,유도,울산광역시,남구,,울산유도관,울산광역시 남구 신복로 24 (무거동),울산 남구 신복로 24,35.54858689,129.2597857
1065,정상운영,유도,세종특별자치시,세종시,신안리,세종멀티짐(유도),세종특별자치시 조치원읍 섭골길 35-1 지하1층,세종특별자치시 조치원읍 서창리 203-7 ,0,0
1066,정상운영,유도,경기도,성남시,,수진 유도 체육관, 경기도 성남시 중원구 광명로 48 2층 (성남동) ,경기 성남시 중원구 광명로 48,37.43369094,127.1344126
1067,정상운영,유도,울산광역시,남구,,제일유도관,울산광역시 남구 중앙로204번길 28 지하층 (신정동),울산광역시 남구 신정동 588-3 ,0,0
1068,정상운영,유도,전라남도,목포시,,백곰유도관, 목포시 부흥로 87 6층 (옥암동),전남 목포시 부흥로 87,34.80395345,126.430393
1069,정상운영,유도,전라남도,목포시,산정동,목포유도관,전라남도 목포시 청호로136번길 3 (산정동),전라남도 목포시 산정동 1780-4,34.80408229,126.3765033
1070,정상운영,유도,대전광역시,유성구,,용인대 대전유도관,대전광역시 유성구 계룡로 83 5층 (봉명동),대전 유성구 계룡로 83,36.35450618,127.3401747
1071,정상운영,유도,전라남도,여수시,,여천유도관,전라남도 여수시 망마로 58 (신기동),전남 여수시 망마로 58,34.75853607,127.6690924
1072,정상운영,유도,전라남도,영광군,,금호유도관,영광읍 옥당로 146-2,전남 영광군 영광읍 옥당로 146-2,35.27520481,126.5017204
1073,정상운영,유도,전라남도,완도군,,국무관 합기도,전라남도 완도군 완도읍 가용리 1063-9,전남 완도군 완도읍 가용리 1063-9,34.32045,126.7418851
1074,정상운영,유도,경상북도,구미시,,용인대 영무유도관,경상북도 구미시 송원서로 23 지하 1층 (송정동),경북 구미시 송원서로 23,36.11978534,128.3424774
1075,정상운영,유도,경기도,성남시,서현동,분당화랑 유도&주짓수,경기도 성남시 분당구 돌마로486번길 12 (서현동 효자촌),경기도 성남시 분당구 서현동 297 효자촌,37.37649796,127.1342653
1076,정상운영,유도,전라북도,진안군,,승리무예관,전라북도 진안군 진안읍 중앙로 58-1 2층,전라북도 진안군 진안읍 군하리 131-8번지 ,35.79053906,127.4245734
1077,정상운영,유도,제주특별자치도,제주시,,탐라유도스쿨,제주시 동문로 80 지하(일도이동),제주특별자치도 제주시 동문로 80,33.51352732,126.5350995
1078,정상운영,유도,경상남도,진주시,,진주유도관,진주시 신안로 137 (신안동),경남 진주시 신안로 137,35.18756964,128.0659945
1079,정상운영,유도,경상남도,통영시,,통영유도관,통영시 광도면 신죽1길 90,경남 통영시 광도면 신죽1길 90,34.87462641,128.4181227
1080,정상운영,유도,경상남도,김해시,외동,김해유도관,경상남도 김해시 분성로48번길 1 (외동),,35.23190287,128.8525577
1081,정상운영,유도,경상남도,밀양시,,미리벌 유도교실,밀양시 석정로 7-1(내일동),경남 밀양시 석정로 7-1,35.49154132,128.7529575
1082,정상운영,유도,경상남도,양산시,남부동,양산유도체육관,경상남도 양산시 옥곡6길 16(남부동),경상남도 양산시 남부동 467-22 양산유도관,35.33680439,129.037457
1083,정상운영,유도,경상남도,양산시,,신화유도입시 Academy,양산시 서창로 139 (삼호동),경남 양산시 서창로 139,35.41286529,129.1686441
1084,정상운영,유도,제주특별자치도,제주시,,한국유도관,제주특별자치도 제주시 삼무로3길 32-1 (연동 지하1층),제주특별자치도 제주시 삼무로3길 32-1,33.49052447,126.4924567
1085,정상운영,유도,제주특별자치도,제주시,,형제유도관,용담로 98-10 (용담2동),제주특별자치도 제주시 용담로 98-10,33.5113512,126.5122034
1086,정상운영,유도,서울특별시,영등포구,,올림픽 체육관,서울특별시 영등포구 가마산로 501 (신길동),서울 영등포구 가마산로 501,37.50565341,126.9122042
1087,정상운영,유도,충청북도,제천시,의림동,제천유도관,충청북도 제천시 명륜로13길 12 (의림동),충청북도 제천시 의림동 8-16,37.1419999,128.212214
1088,정상운영,유도,전라북도,익산시,,서해유도관,,서동로 164 3동 204호 (마동 우림그린맨션@상가),35.21456607,129.1044554
1089,정상운영,유도,전라북도,익산시,,용인대유도교실,동서로 359 (영등동),전북 익산시 동서로 359,35.9502825,126.9732743
1090,정상운영,유도,전라북도,익산시,,서해유도관,익산시 서동로 153-1(마동),전북 익산시 서동로 153-1,35.93658227,126.9677733
1091,정상운영,유도,전라북도,남원시,,남원유도체육관,남원시 광한북로82,전북 남원시 광한북로 82,35.41003016,127.3807833
1092,정상운영,유도,경기도,구리시,,구리 유도 체육관,경기도 구리시 이문안로139번길 16-8 (수택동),경기 구리시 이문안로139번길 16-8,37.59175453,127.1475319
1093,정상운영,유도,경기도,군포시,,군포시 유도회관,군포로 502 2층 (당동),경기 군포시 군포로 502,37.35097951,126.9451744
1094,정상운영,유도,경기도,이천시,,용인대학교강력유도관,경기도 이천시 영창로314번길 18 (갈산동),경기 이천시 영창로314번길 18,37.28059556,127.4583251
1095,정상운영,유도,경기도,김포시,, 김포유도관 ,경기도 김포시 돌문로15번길 20 (사우동),경기도 김포시 사우동 290 김포시체육협의회,37.61641617,126.7192645
1096,정상운영,유도,강원도,춘천시,,춘천유도관,강원도 춘천시 안마산로 222 (퇴계동),강원 춘천시 안마산로 222,37.84923509,127.738399
1097,정상운영,유도,강원도,강릉시,,강릉유도도장(유도),강원도 강릉시 금성로22번길 4 (금학동),강원 강릉시 금성로22번길 4,37.75428395,128.8979905
1098,정상운영,유도,경기도,의정부시,,의정부시유도.용무도회관,경기도 의정부시 입석로 68 2층 (가능동),경기도 의정부시 가능동 420-6 ,0,0
1099,정상운영,유도,부산광역시,해운대구,재송동,남광유도관,부산광역시 해운대구 재반로 39 5층 (재송동 향기빌딩),부산광역시 해운대구 재송동 509-20 향기빌딩 5층 ,0,0
1100,정상운영,유도,부산광역시,해운대구,,센텀유심유도관,부산광역시 해운대구 재송1로60번길 42 2층 (재송동),부산 해운대구 재송1로60번길 42,35.18572062,129.1239433
1101,정상운영,유도,부산광역시,사상구,,모라 이글스 유도관,부산광역시 사상구 백양대로 935 (모라동),,35.18982805,128.9912903
1102,정상운영,유도,부산광역시,사상구,엄궁동,학장유도관,부산광역시 사상구 대동로 43 (엄궁동),부산광역시 사상구 엄궁동  11-6,35.13493502,128.9743747
1103,정상운영,유도,부산광역시,사상구,,사상유도관,부산광역시 사상구 사상로 274 (덕포동),부산 사상구 사상로 274,35.16920821,128.982565
1104,정상운영,유도,부산광역시,기장군,,송강유도관,부산광역시 기장군 기장읍 차성남로89번길 18,부산 기장군 기장읍 차성남로89번길 18,35.24267923,129.2175943
1105,정상운영,유도,부산광역시,기장군,모전리,용인대 정관 유도관,부산광역시 기장군 정관읍 정관2로 39,부산광역시 기장군 정관읍 모전리 741-8,35.3342816,129.166401
1106,정상운영,유도,대구광역시,서구,,팀한클럽,대구광역시 서구 달구벌대로 1717 KTF 지하1층 1호 (내당동),대구광역시 서구 내당동 465-3번지 KTF ,35.8565534,128.553027
1107,정상운영,유도,경기도,의정부시,,경의유도관,경기도 의정부시 동일로 506-0 2층 (신곡동),경기 의정부시 동일로 506,37.73348794,127.0588002
1108,정상운영,유도,경기도,의정부시,신곡동,의정부유도관,경기도 의정부시 추동로124번길 22 (신곡동),경기도 의정부시 신곡동 73-28번지 ,37.74673325,127.0680546
1109,정상운영,유도,경기도,의정부시,,금오유도체육관,경기도 의정부시 오목로225번길 162 (민락동),경기 의정부시 오목로225번길 162,37.74458523,127.0958153
1110,정상운영,유도,경기도,안산시,,용인대안산유도체육관, 경기도 안산시 상록구 석호로 101 3층 (사동) ,경기 안산시 상록구 석호로 101,37.30232459,126.8474137
1111,정상운영,유도,대전광역시,서구,갈마동,한국체육관(유도),대전광역시 서구 계룡로 367 (갈마동),대전광역시 서구 갈마동 268-20,36.35290438,127.3697397
1112,정상운영,유도,대전광역시,서구,복수동,올림픽유도관,대전광역시 서구 유등로43번길 2 (복수동),대전광역시 서구 복수동 721,36.29826738,127.3790515
1113,정상운영,유도,전라북도,익산시,,원광유도관,전라북도 익산시 무왕로 884-1 (신동),전라북도 익산시 신동 762-10,35.964441,126.9551905
1114,정상운영,유도,전라북도,익산시,,정무체육관,동서로 255 (남중동),동서로 255 (남중동),35.95268045,126.9622823
1115,정상운영,유도,전라북도,익산시,,라복균유도관,고현로 89 (모현동1가),고현로 89 (모현동1가),34.88664914,128.6222514
1116,정상운영,유도,제주특별자치도,제주시,,커스텀짐(customGYM),제주특별자치도 제주시 우정로 81 (외도일동),제주특별자치도 제주시 우정로 81,33.4853929,126.4310748
1117,정상운영,유도,제주특별자치도,제주시,,J&Y 유도아카데미,월랑로4길 25 지하층 (노형동),제주특별자치도 제주시 월랑로4길 25,33.48907538,126.4795745
1118,정상운영,유도,대전광역시,중구,,유도클럽 상무관 제1관,대전 중구 선화동 156-1,대전 중구 선화동 156-1,36.3351813,127.4144091
1119,정상운영,유도,대구광역시,수성구,,남부유도관,대구광역시 수성구 명덕로 399 (수성동2가),대구 수성구 명덕로 399,35.8546882,128.6138716
1120,정상운영,유도,대구광역시,수성구,,용인대 시지 유도교실,대구광역시 수성구 달구벌대로647길 19 (신매동),대구 수성구 달구벌대로647길 19,35.84067316,128.7110679
1121,정상운영,유도,대구광역시,달성군,명곡리,용인대정진유도교실 화원관,대구광역시 달성군 화원읍 명천로 255,대구광역시 달성군 화원읍 명곡리 253,35.79785632,128.4912263
1122,정상운영,유도,광주광역시,남구,,KSA 체대입시학원,광주광역시 남구 서문대로 828 3층(주월동),광주 남구 서문대로 828,35.13225526,126.9010413
1123,정상운영,유도,광주광역시,북구,,용인대유도관,광주광역시 북구 면앙로 1 (용봉동(지하층)),광주 북구 면앙로 1,35.18056982,126.9125849
1124,정상운영,유도,대전광역시,서구,,용인대유도체육관,대전광역시 서구 남선로59번길 18 (탄방동),대전 서구 남선로59번길 18,36.34859896,127.3971418
1125,정상운영,유도,제주특별자치도,제주시,,바디챌린저,제주특별자치도 제주시 우정로11길 29 (외도일동),,33.48800307,126.4340447
1126,정상운영,유도,제주특별자치도,서귀포시,,서귀포 유도관,서귀포시 중동로48번길 5 1층,제주특별자치도 서귀포시 중동로48번길 5,33.25006974,126.5670779
1127,정상운영,유도,제주특별자치도,서귀포시,오조리,국성유도체육관,제주특별자치도 서귀포시 성산읍 산성효자로114번길 155,,33.45432764,126.9106004
1128,정상운영,유도,서울특별시,강남구,,무궁화유도,서울특별시 강남구 도곡로78길 7 (대치동),서울특별시 강남구 도곡로78길 7 (대치동),37.49761615,127.0593249
1129,정상운영,유도,서울특별시,강남구,,개포유도관,서울특별시 강남구 선릉로16길 6 지하1층 (개포동 석천빌딩),서울특별시 강남구 선릉로16길 6 지하1층 (개포동 석천빌딩),37.48380512,127.0600919
1130,정상운영,유도,서울특별시,강남구,,코리아유도체육관,서울특별시 강남구 압구정로 134 (신사동),서울특별시 강남구 신사동 549-1 타워빌딩,37.52434889,127.0235122
1131,정상운영,유도,서울특별시,강남구,,삼성코리아용인대유도관,서울특별시 강남구 선릉로126길 16 (삼성동),서울특별시 강남구 삼성동 10-20,0,0
1132,정상운영,유도,서울특별시,서초구,,방배유도관,서울특별시 서초구 남부순환로287길 42-3  (방배동지하1층),서울특별시 서초구 남부순환로287길 42-3  (방배동지하1층),37.47746225,126.9878126
1133,정상운영,유도,서울특별시,강남구,일원동,대한유도관(246),서울특별시 강남구 일원로9길 64 (일원동),서울특별시 강남구 일원동 645-7 승민빌딩,37.49074433,127.0867562
1134,정상운영,유도,서울특별시,서초구,,쌍용유도종합체육관,서울특별시 서초구 사평대로55길 123 (반포동),서울특별시 서초구 사평대로55길 123 (반포동),37.50920541,127.0203451
1135,정상운영,유도,서울특별시,서대문구,현저동,경희스포츠(유도),서울특별시 서대문구 독립문공원길 17 (현저동 독립문극동아파트),서울특별시 서대문구 현저동 200 독립문극동아파트,37.57238038,126.9552004
1136,정상운영,유도,서울특별시,서초구,,윤용발유도체육관,서울특별시 서초구 법원로1길 1 지하1층 (서초동),서울특별시 서초구 법원로1길 1 지하1층 (서초동),37.49319404,127.0103128
1137,정상운영,유도,서울특별시,서초구,방배동,서초코리아유도관,서울특별시 서초구 방배로19길 18 (방배동),서울특별시 서초구 방배동 935-45,37.48518617,126.9939215
1138,정상운영,유도,서울특별시,성동구,,강호유도관,서울특별시 성동구 마장동 796-3번지 ,서울특별시 성동구 마장동 796-3번지 ,37.56395893,127.0419151
1139,정상운영,유도,서울특별시,송파구,잠실동,잠실유도회관,서울특별시 송파구 올림픽로12길 54 (잠실동 대영빌딩),,37.50682803,127.0832189
