row_num,faci_stat_nm,faci_lat,ftype_nm,cpb_nm,addr_emd_nm,faci_lot,cp_nm,faci_nm,faci_road_addr,faci_addr
795,정상운영,35.14822181,유도,부산진구,가야동,129.0341087,부산광역시,해동유도관,부산광역시 부산진구 가야대로552번길 129 (가야동),부산광역시 부산진구 가야동 457-7
796,정상운영,,유도,기장군,길천리,,부산광역시,장안유도관,"부산광역시 기장군 장안읍 길천길 65, 1층 102호 (진주델링타운)",부산광역시 기장군 장안읍 길천리 188-46 진주델링타운 1층 102호
797,정상운영,37.60372081,유도,김포시,신곡리,126.770577,경기도,김포한강 유도체육관 고촌점,경기도 김포시 고촌읍 장차로 19,경기도 김포시 고촌읍 신곡리 538-1
798,정상운영,37.6974782,유도,김포시,서암리,126.6021852,경기도,마송 용인대 유도 멀티짐,경기도 김포시 통진읍 서암로 144,경기도 김포시 통진읍 서암리 432-1 우리마트
799,정상운영,37.63656466,유도,김포시,마산동,126.6430368,경기도,김포한강 유도관 마산점,경기도 김포시 김포한강8로 157(마산동),경기도 김포시 마산동 649-2
800,폐업,0,유도,순천시,,0,전라남도,전남유도관,전라남도 순천시 장자보1길 30 (연향동),전라남도 순천시 연향동 1391-13
801,정상운영,0,유도,순천시,,0,전라남도,서일호유도관,전라남도 순천시 서문로 22 (저전동),전라남도 순천시 저전동 95-3 순천이용원
802,폐업,0,유도,순천시,,0,전라남도,용인대유도관,전라남도 순천시 이수로 213 (생목동),"전라남도 순천시 생목동 57 용인대유도관, 푸르넷공부방"
803,정상운영,35.08295138,유도,영도구,동삼동,129.0701648,부산광역시,크로스멀티짐(CROSS MULTI GYM),"부산광역시 영도구 동삼서로 52(동삼동, 장원빌라)",부산광역시 영도구 동삼동 219-61 장원빌라
804,정상운영,34.98839625,유도,무안군,교촌리,126.4726979,전라남도,라이온 토탈짐,전라남도 무안군 무안읍 창포로 19-10,전라남도 무안군 무안읍 교촌리 1042-2
805,정상운영,36.44204516,유도,대덕구,덕암동,127.4250161,대전광역시,KOREA 유도관,대전광역시 대덕구 덕암로 246(덕암동),대전광역시 대덕구 덕암동 45-1
806,정상운영,37.52336065,유도,양천구,신정동,126.851639,서울특별시,용인대 챔피언 유도관,서울특별시 양천구 중앙로 304 (신정동),서울특별시 양천구 신정동 943-21
807,정상운영,37.28952898,유도,수원시,,127.0134014,경기도,장안유도관,경기도 수원시 장안구 정조로 917(영화동),경기도 수원시 장안구 영화동 326-12 반도사진방
808,정상운영,37.2139352,유도,화성시,진안동,127.0410914,경기도,더썬유도관,경기도 화성시 효행로 1041(진안동),경기도 화성시 진안동 875-1
809,정상운영,37.65211852,유도,도봉구,쌍문동,127.036449,서울특별시,이흥덕 유도 체육관,서울특별시 도봉구 도봉로 523(쌍문동),서울특별시 도봉구 쌍문동 80-60 하이준빌딩
810,정상운영,0,유도,남구,,0,울산광역시,한국유도관,울산광역시 남구 수암로 79(신정동),울산광역시 남구 신정동 1833-7 신정동근생
811,정상운영,37.55827033,유도,강서구,등촌동,126.8443038,서울특별시,파이널유도 멀티짐(등촌점),서울특별시 강서구 공항대로 329 (등촌동),서울특별시 강서구 등촌동 668-9 청호프라자
812,정상운영,0,유도,남동구,,0,인천광역시,TH 용인대 유도클럽,인천광역시 남동구 서창남로 50(서창동),인천광역시 남동구 서창동 664-2
813,정상운영,35.21429806,유도,광산구,월계동,126.8433285,광주광역시,빛고을유도관,광주광역시 광산구 첨단중앙로 102(월계동),광주광역시 광산구 월계동 889-7
