row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
134,정상운영,수영장,장흥군,충열리,전라남도,장흥국민체육센터수영장,전라남도 장흥군 장흥읍 흥성로 43,전라남도 장흥군 장흥읍 건산리 318-2 장흥국민체육센터
135,정상운영,수영장,해남군,해리,전라남도,우슬국민체육센터수영장,전라남도 해남군 해남읍 해남로 72,전라남도 해남군 해남읍 해리 2
136,정상운영,수영장,장성군,기산리,전라남도,장성실내수영장,전라남도 장성군 장성읍 문화로 81,전라남도 장성군 장성읍 기산리 135-1
137,정상운영,수영장,수성구,만촌동,대구광역시,Starfish swim school,대구광역시 수성구 달구벌대로 2579 (만촌동),대구광역시 수성구 만촌동 1037-5
138,정상운영,수영장,창원시,,경상남도,(주)풀런키즈스윔,경상남도 창원시 성산구 원이대로589번길 14 (용호동),경상남도 창원시 성산구 용호동 73-54 동남빌딩
139,정상운영,수영장,남동구,서창동,인천광역시,키즈 앤 쿠아(KIDS & QUA),인천광역시 남동구 서창남로 69 (서창동),
140,정상운영,수영장,고양시,마두동,경기도,몬스터 키즈 풀,경기도 고양시 일산동구 강촌로 195 (마두동),경기도 고양시 일산동구 마두동 734 백마마을4단지
141,정상운영,수영장,강릉시,사천진리,강원도,컨피네스 오션스위트 인피니티 풀,강원도 강릉시 사천면 진리항구2길 5,강원도 강릉시 사천면 사천진리 86-81
142,정상운영,수영장,청주시,산남동,충청북도,아쿠아B&K빌리지,충청북도 청주시 서원구 원흥로 11-11 (산남동),충청북도 청주시 서원구 산남동  51-1
143,정상운영,수영장,청주시,율량동,충청북도,(주)아쿠아비앤케이,충청북도 청주시 청원구 율중로29번길 50 (율량동),충청북도 청주시 청원구 율량동 2330
144,정상운영,수영장,이천시,,경기도,(주)바이오피드백,이천시 중리천로115번길 45 (안흥동),
145,정상운영,수영장,양평군,,경기도,경기도평생교육진흥원 양평지점,경기도 양평군 용문면 연수로 209,경기도 양평군 용문면 다문리 산25
146,,수영장,양주시,,경기도,양주시청소년수련관수영장,양주시 평화로1475번길 623 (덕계동),경기 양주시 평화로1475번길 623
147,정상운영,수영장,남양주시,,경기도,(주)케이앤디스포츠 남양주점,경기도 남양주시 와부읍 수레로 88-17,경기도 남양주시 와부읍 덕소리 251-4 동부프라자
148,정상운영,수영장,파주시,,경기도,스팀 수영장,파주시 시청로 231,경기 파주시 시청로 231
149,정상운영,수영장,청주시,방서동,충청북도,충북체육회관,충청북도 청주시 상당구 단재로317번길 59-9 (방서동),충청북도 청주시 상당구 방서동  38-7 충청북도체육회관
150,정상운영,수영장,화성시,능동,경기도,(주)키즈피아,경기도 화성시 여울로 178-4 (능동),경기도 화성시 능동 1089
151,정상운영,수영장,오산시,원동,경기도,원동초스포츠센터 수영장,경기도 오산시 오산로 92 (원동),경기도 오산시 원동 805 원동초등학교
152,정상운영,수영장,북구,양산동,광주광역시,주식회사 어반어린이스위밍랩,광주광역시 북구 연양로67번길 21 (양산동),광주광역시 북구 양산동 938
153,정상운영,수영장,천안시,매주리,충청남도,북부스포츠센터,충청남도 천안시 서북구 성환읍 성환1로 45,충청남도 천안시 서북구 성환읍 매주리 393-10 북부스포츠센터
154,정상운영,수영장,전주시,풍남동3가,전라북도,주식회사 라한호텔 전주,전라북도 전주시 완산구 기린대로 85(풍남동3가),전라북도 전주시 완산구 풍남동3가 26-5 라한호텔 전주
155,정상운영,수영장,광산구,운남동,광주광역시,스위밍키즈 운남점,광주광역시 광산구 목련로153번길 56(운남동),광주광역시 광산구 운남동 794-3 운남주공7단지아파트
156,정상운영,수영장,영광군,,전라남도,한빛스포츠센터,전라남도 영광군 홍농읍 홍농로 546,전라남도 영광군 홍농읍 상하리 1373-7
157,정상운영,수영장,음성군,동성리,충청북도,맹동혁신 국민체육센터(수영장),충청북도 음성군 맹동면 학예로 14,충청북도 음성군 맹동면 동성리 486
158,정상운영,수영장,시흥시,은행동,경기도,은계어울림센터1 수영장,경기도 시흥시 은계로 240(은행동),경기도 시흥시 은행동 611-5 은계1어울림센터
159,정상운영,수영장,남구,,인천광역시,에이스스포츠센터,인천광역시 남구 경인로 434 (주안동),인천광역시 남구 주안동 300-3 제일빌딩
160,정상운영,수영장,화성시,,경기도,수영장(화성국민체육센터),화성시 봉담읍 동화리 406-1,화성시 봉담읍 동화리 406-1
161,정상운영,수영장,성남시,성남동,경기도,성남종합스포츠센터 수영장,경기도 성남시 중원구 제일로 60 (성남동),
162,폐업,수영장,서구,평리동,대구광역시,코오롱글로벌(주)스포렉스 대구점,대구광역시 서구 국채보상로55길 21 (평리동),
163,정상운영,수영장,남구,봉선동,광주광역시,아쿠아 스플래쉬 봉선점,"광주광역시 남구 봉선로 127 (봉선동, 솔뫼 REX-K1)",
164,정상운영,수영장,안양시,비산동,경기도,마린크루,경기도 안양시 동안구 경수대로 915 (비산동),
165,정상운영,수영장,강남구,자곡동,서울특별시,플레이오션(26),서울특별시 강남구 자곡로 106 (자곡동),서울특별시 강남구 자곡동  633 S-플라자
166,폐업,수영장,파주시,마장리,경기도,파주힐링캠프,경기도 파주시 광탄면 보광로 877,경기도 파주시 광탄면 마장리 78-2 유일레져타운
167,정상운영,수영장,파주시,장곡리,경기도,하니랜드수영장(실외),경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-6 하니랜드놀이동산
168,정상운영,수영장,파주시,와동동,경기도,코오롱글로벌(주) 스포렉스 운정행복,경기도 파주시 와석순환로 415 (와동동),경기도 파주시 와동동 1358 운정행복센터
169,폐업,수영장,횡성군,두원리,강원도,웰리힐리수영장,강원도 횡성군 둔내면 고원로 451,
170,정상운영,수영장,송파구,오금동,서울특별시,킨더스윔,서울특별시 송파구 양재대로72길 17 (오금동),
171,폐업,수영장,전주시,,전라북도,웰니스업,"전라북도 전주시 전라북도 전주시 완산구 원효자길 20, 1층 (효자동2가)","전라북도 전주시 전라북도 전주시 완산구 원효자길 20, 1층 (효자동2가)"
