row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
578,정상운영,테니스장,김해시,,경상남도,어방테니스장,,
579,정상운영,테니스장,북구,,광주광역시,첨단체육공원테니스장,,
580,정상운영,테니스장,진안군,,전라북도,상전테니스장,,
581,정상운영,테니스장,장수군,노단리,전라북도,번암체육공원,전라북도 장수군 번암면 동강길 31,
582,정상운영,테니스장,포항시,장성동,경상북도,장량테니스장,"경상북도 포항시 북구 삼흥로88번길 11 (장성동, 산호그린7차아파트)",경상북도 포항시 북구 장성동  1364-1 산호그린7차아파트
583,정상운영,테니스장,원주시,,강원도,문막섬강테니스장,,
584,정상운영,테니스장,양주시,,경기도,남면하수처리장테니스장,,
585,정상운영,테니스장,구리시,,경기도,구리시립테니스장,토평동 51-6번지 일원,경기 구리시 토평동 51-6
586,정상운영,테니스장,남원시,향교동,전라북도,육면테니스장,전라북도 남원시 만인로 41-51 (향교동),전라북도 남원시 향교동  640 남원중학교
587,정상운영,테니스장,원주시,,강원도,치악테니스장,,명륜동 313번지
588,정상운영,테니스장,통영시,,경상남도,욕지테니스장,경남 통영시 욕지면 동항리 806-4,경남 통영시 욕지면 동항리 806-4
589,정상운영,테니스장,서귀포시,,제주특별자치도,서귀포시테니스장,동홍동 1447,제주특별자치도 서귀포시 동홍동 1447
590,정상운영,테니스장,양주시,,경기도,양주시청테니스장,,양주시 남방리 1-1
591,정상운영,테니스장,성동구,,서울특별시,마장테니스장,마장동 832,서울 성동구 마장동 832
592,정상운영,테니스장,연천군,전곡리,경기도,"전곡온골,위너스테니스장",경기도 연천군 전곡읍 선사로424번길 5,
593,정상운영,테니스장,정선군,고한리,강원도,고한테니스장,강원도 정선군 고한읍 고토일길 194-3,강원도 정선군 고한읍 고한리 273
594,정상운영,테니스장,안성시,양복리,경기도,안성시국제정구장,경기도 안성시 보개면 종합운동장로 162,
595,정상운영,테니스장,고성군,,경상남도,고성군공설테니스장,고성읍 교사리 377,경남 고성군 고성읍 교사리 377
596,정상운영,테니스장,,,서울특별시,뚝섬서울숲테니스장,성수1가 1동685-20,서울 성동구 성수1가1동 685-20
597,정상운영,테니스장,부천시,상동,경기도,석천공원테니스장,경기도 부천시 석천로 85-1 (상동),경기도 부천시 상동 416 석천근린공원
598,정상운영,테니스장,익산시,제남리,전라북도,여산테니스장,전라북도 익산시 여산면 서촌1길 24-7,전라북도 익산시 여산면 제남리 938-5 게이트볼장
599,정상운영,테니스장,옥천군,문정리,충청북도,옥천읍테니스장,충청북도 옥천군 옥천읍 동부로 15,
600,정상운영,테니스장,파주시,,경기도,교하체육공원테니스장,하지석동 326-3,경기 파주시 하지석동 326-3
601,정상운영,테니스장,창녕군,,경상남도,남지테니스장,,
602,정상운영,테니스장,순천시,연향동,전라남도,팔마테니스장,전라남도 순천시 팔마로 333 (연향동),
603,정상운영,테니스장,하동군,,경상남도,하동생활테니스장,하동읍 광평리 63-2,
604,정상운영,테니스장,정선군,애산리,강원도,정선종합경기장테니스장,강원도 정선군 정선읍 애산로 60,
605,정상운영,테니스장,동구,,대전광역시,세천테니스장,,
606,정상운영,테니스장,옹진군,연평리,인천광역시,연평면체육시설테니스장,인천광역시 옹진군 연평면 연평로 184,
607,정상운영,테니스장,남원시,광치동,전라북도,농공단지테니스장,전라북도 남원시 광치산업1길 9 (광치동),"전라북도 남원시 광치동  195-15 구내식당,편의점"
608,정상운영,테니스장,칠곡군,아곡리,경상북도,칠곡종합운동장테니스장,경상북도 칠곡군 왜관읍 호국로 203,경상북도 칠곡군 왜관읍 아곡리 670-5
609,정상운영,테니스장,동대문구,,서울특별시,장평근린공원테니스장,장안동 356,장안동 356
610,정상운영,테니스장,서구,,광주광역시,풍암생활체육공원정구장2,,
611,정상운영,테니스장,사천시,방지리,경상남도,사남공설테니스장,경상남도 사천시 사남면 외국기업로 107,
612,정상운영,테니스장,창원시,도만동,경상남도,백구테니스장,경상남도 창원시 진해구 충무로 43 (도만동),경상남도 창원시 진해구 도만동 1 진해공설운동장
613,정상운영,테니스장,의왕시,포일동,경기도,청계체육시설테니스장,경기도 의왕시 백운로 571 (포일동),경기도 의왕시 포일동  127-8
614,폐업,테니스장,부평구,갈산동,인천광역시,갈산근린공원테니스장,인천광역시 부평구 부평대로296번길 75-17 (갈산동),
615,정상운영,테니스장,대덕구,,대전광역시,송촌체육공원테니스장,,
616,정상운영,테니스장,,삼락동,부산광역시,삼락생태공원테니스장12면,,부산 사상구 삼락동 29-57
617,정상운영,테니스장,합천군,합천리,경상남도,군민생활체육공원테니스장,경상남도 합천군 합천읍 장수로 1-3,경상남도 합천군 합천읍 합천리 1082
618,정상운영,테니스장,강남구,,서울특별시,봉은테니스장,,삼성동 75번지
619,정상운영,테니스장,고양시,,경기도,화정제8호근린공원테니스장,,화정동 943
620,정상운영,테니스장,산청군,,경상남도,장승배기테니스장,,
621,정상운영,테니스장,용인시,,경기도,모현레스피아테니스장,,모현면 일산리 41-13
622,정상운영,테니스장,산청군,어서리,경상남도,생초체육공원 테니스장,경상남도 산청군 생초면 생초로 10,경상남도 산청군 생초면 어서리 213 생초체육공원
623,정상운영,테니스장,속초시,,강원도,속초테니스장,영랑동 570-2,강원 속초시 영랑동 570-2
624,정상운영,테니스장,남양주시,진관리,경기도,진건하수처리장테니스장,경기도 남양주시 진건읍 금강로380번길 67,경기도 남양주시 진건읍 진관리 875
625,정상운영,테니스장,당진시,,충청남도,종합운동장테니스장,,
