row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
239,정상운영,권투,용인시,,경기도,신순철 용인대 복싱클럽,경기도 용인시 기흥구 금화로11번길 8 (상갈동),
240,정상운영,권투,용인시,,경기도,동백복싱클럽,경기도 용인시 기흥구 동백중앙로 352,
241,정상운영,권투,용인시,동백동,경기도,태웅회관,경기도 용인시 기흥구 동백7로 73 (동백동),경기도 용인시 기흥구 동백동 598-8 경안빌딩
242,정상운영,권투,완주군,둔산리,전라북도,완주 JY 다이어트 복싱클럽,전라북도 완주군 봉동읍 원둔산1길 38,
243,정상운영,권투,계룡시,엄사리,충청남도,원투복싱클럽,충청남도 계룡시 엄사면 번영로 26,
244,정상운영,권투,안양시,호계동,경기도,평촌 권투체육관,경기도 안양시 동안구 평촌대로217번길 25 (호계동),
245,폐업,권투,안양시,비산동,경기도,안양홍수환복싱다이어트짐,경기도 안양시 동안구 관악대로 97 (비산동),
246,정상운영,권투,안양시,호계동,경기도,안양윈복싱클럽,경기도 안양시 동안구 경수대로 548 (호계동),
247,정상운영,권투,안양시,관양동,경기도,경희대 복싱 아카데미,"경기도 안양시 동안구 흥안대로 520, 4층 (관양동)",경기도 안양시 동안구 관양동 1505-28 4층호
248,정상운영,권투,강북구,미아동,서울특별시,위빙복싱클럽,서울특별시 강북구 솔샘로 223 (미아동),
249,정상운영,권투,청주시,율량동,충청북도,CGS복싱다이어트,충청북도 청주시 청원구 공항로 102 (율량동),충청북도 청주시 청원구 율량동  925 대흥교회
250,정상운영,권투,고양시,화정동,경기도,이레복싱클럽,경기도 고양시 덕양구 화정로 53 (화정동),경기도 고양시 덕양구 화정동  969-1 새롬프라자
251,정상운영,권투,파주시,문산리,경기도,팀에이스복싱,경기도 파주시 문산읍 문향로 15,경기도 파주시 문산읍 문산리 25-5
252,폐업,권투,고양시,행신동,경기도,CM복싱체육관,경기도 고양시 덕양구 서정마을1로 4-9 (행신동),경기도 고양시 덕양구 행신동  1080-5 미라클프라자
253,폐업,권투,사하구,,부산광역시,해피복싱,부산광역시 사하구 부산광역시 사하구 다송로72번길 67 (다대동),부산광역시 사하구 부산광역시 사하구 다송로72번길 67 (다대동)
254,폐업,권투,안양시,안양동,경기도,짱똘복싱클럽,경기도 안양시 만안구 안양로 405 (안양동),
255,정상운영,권투,안양시,박달동,경기도,박달복싱,경기도 안양시 만안구 박달로497번길 30 (박달동),
256,폐업,권투,안양시,안양동,경기도,다이나믹복싱클럽,경기도 안양시 만안구 안양로304번길 31 (안양동),
257,정상운영,권투,안양시,석수동,경기도,원투복싱클럽,경기도 안양시 만안구 충훈로93번길 7-10 (석수동),경기도 안양시 만안구 석수동 785-25
258,정상운영,권투,남구,대명동,대구광역시,복싱프라자,대구광역시 남구 중앙대로 155 (대명동),대구광역시 남구 대명동  30-4
