addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_reg_ymd,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"서울특별시","N","대한체육회 체육회관",1,"19980319","정상운영","자체운영        ","2016-12-31","없음","04522",508,"대한체육회 체육회관 (무교동)","9J8K7eru5wnu0FQ/qbliba/YkH+Q8vNCzK0B+gfn5T0=","체력단련장","중구","무교동","중구","04522","19980319","2023-03-15","신고","서울특별시","센트럴 피트니스","서울특별시 중구 무교로 16, 대한체육회 체육회관 (무교동)","Y","체력단련장업","서울특별시 중구 무교동 19 대한체육회 체육회관 "
"서울특별시","N","미성아파트 상가 지층",2,"20121204","정상운영","자체운영        ","2016-12-31","실내","03356","","(불광동, 미성아파트)","ebD8DnssHRPq0fD0PkYLAi6GNjHzFL48d9yIsyGTQN4=","체력단련장","은평구","불광동","은평구","03356","20121204","2023-02-28","신고","서울특별시","랜드짐","서울특별시 은평구 통일로 780 (불광동, 미성아파트)","Y","체력단련장업","서울특별시 은평구 불광동 248 미성아파트 상가 지층 "
"","N","",3,"20161231","정상운영","자체운영        ","2016-12-31","실내","02026",255,"","VgsrxqxOLXyJyS9DVjDYnXftNvRePXyoK2z1yBbxlcA=","체력단련장","중랑구","신내동","","02026","20130828","2023-05-05","신고","서울특별시","신내헬스","서울특별시 중랑구 신내로 127 (신내동, 신내9단지신내아파트)","Y","체력단련장업","서울특별시 중랑구 신내동 657 신내9단지신내아파트"
"인천광역시","N","지하1층",4,"20210302","폐업","","2021-03-03","실내","21387",397,"지하1층","oUqrachCV+C5L+LqTi0wirZqms9FSugSprkr/DZbHTI=","체력단련장","부평구","부평동","","21387","","2023-02-03","신고","인천광역시","핏24 부평모다점","인천광역시 부평구 부평문화로 35 (부평동)","Y","체력단련장업","인천광역시 부평구 부평동 70-127 모다백화점"
"서울특별시","N","",5,"20140228","정상운영","자체운영        ","2016-12-31","실내","02748",409,"","+Ji8CJzD6WB3c7mDwEyCBIlrl8ri37OMPCkSFQa+eBY=","체력단련장","성북구","하월곡동","성북구","02748","20150106","2023-05-03","신고","서울특별시","워너비 짐","서울특별시 성북구 장월로1길 106 (하월곡동)","Y","체력단련장업","서울특별시 성북구 하월곡동 20-4"
"서울특별시","N","",6,"20210217","정상운영","","2021-03-15","실내","06120",293,"3층","HdGwpIi83665yANRPiQWSlkAz6TZOQ3mGvU+Hji/oGc=","체력단련장","강남구","논현동","강남구","06120","","2023-03-15","신고","서울특별시","펀짐","서울특별시 강남구 봉은사로1길 8 (논현동)","Y","체력단련장업","서울특별시 강남구 논현동 198-22"
"경기도","N","텐폴드프라자 3층 301, 302, 303호 (장항동)",7,"20220204","정상운영","","2023-02-03","실내","10364",366,"텐폴드프라자 3층 301, 302, 303호 (장항동)","eBkusdys7KvPjNYK7x9fCRkCJCuVWE3g9dXUmrIaC+w=","체력단련장","고양시","장항동","고양시","10364","","2023-02-04","신고","경기도","업투 라페스타점","경기도 고양시 일산동구 무궁화로 31-1(장항동)","Y","체력단련장업","경기도 고양시 일산동구 장항동 735-3 텐폴드프라자"
"경기도","N","다운타운빌딩",8,"20171031","정상운영","","2020-05-08","없음","14072",222,"다운타운빌딩 401호 (호계동)","cgDUWipdYX/vEYkQXyZL8Mx9NnkWtnboRlUGUN+MYOw=","체력단련장","안양시","관양동","안양시","14072","","2023-01-28","신고","경기도","시너제틱스 by 움직임 S-FIT 범계센터","경기도 안양시 동안구 시민대로 214, 다운타운빌딩 401호 (호계동)","Y","체력단련장업","경기도 안양시 동안구 호계동 1043-1 다운타운빌딩 "
"경기도","N","일산프라자 2층 202, 203호 (장항동)",9,"20220519","정상운영","","2023-02-03","없음","10401",186,"일산프라자 2층 202, 203호 (장항동)","kOD5+t0LShiFCHy17IPF1GHoxiXjrAnpMGwmSvNgGKA=","체력단련장","고양시","장항동","고양시","10401","","2023-02-04","신고","경기도","코어짐","경기도 고양시 일산동구 무궁화로 42-28(장항동)","Y","체력단련장업","경기도 고양시 일산동구 장항동 776 일산프라자"
"경기도","N","",10,"20221006","정상운영","자체운영        ","2022-10-24","없음","14037",119,"","D7D1cbH4Y/9/32pLOwyvXRldsb+bz3Jx2DNu30s49+4=","체력단련장","안양시","안양동","안양시","14037","","2023-02-02","신고","경기도","포인트짐","경기도 안양시 만안구 태평로52번길 47(안양동)","Y","체력단련장업","경기도 안양시 만안구 안양동 1389-3 덕천디스퀘어"
"경기도","N","일산르메이에르프라자 3층 일부호 (백석동)",11,"20220427","정상운영","","2023-02-03","실내","10447",293,"일산르메이에르프라자 3층 일부호 (백석동)","x1mbDZbdY8EPL3jp2es6e1rAnHbEx3wjjhJfsQ9MXXg=","체력단련장","고양시","백석동","고양시","10447","","2023-02-03","신고","경기도","헬로우짐","경기도 고양시 일산동구 중앙로 1048(백석동)","Y","체력단련장업","경기도 고양시 일산동구 백석동 1297-2 일산르메이에르프라자"
"","N","",12,"20160711","정상운영","자체운영        ","2016-12-21","실내","21355",443,"4층 (부평동, 삼진빌딩)","qAQCb98Q1nNRZWzTX9BCsgcJFV/Q5hmAHcilgy8d/H8=","체력단련장","부평구","부평동","","21355","","2023-02-28","신고","인천광역시","머슬컴퍼니","인천광역시 부평구 주부토로 112, 4층 (부평동, 삼진빌딩)","Y","체력단련장업","인천광역시 부평구 부평동 890-3 "
"","N","",13,"20161223","정상운영","자체운영        ","2016-12-23","실내","42708",153,"2층 (호산동)","vXGG7iuxQ/+MeAODzaJo5EVy6y0dmGwKG73Igg9ri6o=","체력단련장","달서구","감삼동","","42708","","2023-02-14","신고","대구광역시","패러다임 짐","대구광역시 달서구 호산동로 185, 2층 (호산동)","Y","체력단련장업","대구광역시 달서구 호산동 361 "
"경기도","N","6층",14,"20230406","정상운영","","2023-04-11","실내","16705",480,"6층","","체력단련장","수원시","영통동","수원시 영통구","16705","","2023-04-11","신고","경기도","생활체육관","경기도 수원시 영통구 청명남로 30 (영통동)","Y","체력단련장업","경기도 수원시 영통구 영통동 1010-13 거성빌딩"
"경기도","N","",15,"20190624","정상운영","","2019-12-04","없음","16491",266,"","Rhd2NSi5lmdIRlMsEooxQEdpZ7T5ynlxCBaKSQP9wKQ=","체력단련장","수원시","인계동","수원시 팔달구","16491","","2023-05-05","신고","경기도","리조트휘트니스 PT 수원인계점","경기도 수원시 팔달구 권광로 146 (인계동)","Y","체력단련장업","경기도 수원시 팔달구 인계동 1125-2 벽산그랜드코아"
"경기도","N","지하4층 (이의동)",16,"20230424","정상운영","","2023-04-26","실내","16508",50,"지하4층 (이의동)","","체력단련장","수원시","이의동","수원시 영통구","16508","","2023-04-26","신고","경기도","에이알골프아카데미","경기도 수원시 영통구 도청로 10 (이의동)","Y","체력단련장업","경기도 수원시 영통구 이의동 1338 광교센트럴푸르지오시티"
"경기도","N","",17,"20160429","정상운영","자체운영        ","2020-04-04","없음","13376",173,"","QrqA2NpUmPf0IdvEhfcqVL8tUp9NTg/YlFvO85qIjpw=","체력단련장","성남시","성남동","성남시","13376","","2023-04-26","신고","경기도","스카이뷰휘트니스","경기도 성남시 중원구 성남대로 1139 (성남동)","Y","체력단련장업","경기도 성남시 중원구 성남동 4170 한일타워"
"광주광역시","N","206, 207호",18,"20221229","정상운영","","2023-02-14","없음","61109",327,"206, 207호","","체력단련장","북구","용봉동","북구","61109","","2023-02-14","신고","광주광역시","이티앤짐","광주광역시 북구 용봉택지로 39(용봉동)","Y","체력단련장업","광주광역시 북구 용봉동 741"
"대전광역시","N","지하 1층 01호",19,"20221101","정상운영","","2023-02-14","실내","34632",315,"지하 1층 01호","","체력단련장","동구","원동","동구","34632","","2023-02-14","신고","대전광역시","파프리카짐","대전광역시 동구 대전로 742(원동)","Y","체력단련장업","대전광역시 동구 원동 92-1"
"대전광역시","N","11, 12층",20,"20221228","정상운영","","2023-02-14","실내","34695",837,"11, 12층","","체력단련장","동구","가오동","동구","34695","","2023-02-14","신고","대전광역시","헬스보이짐","대전광역시 동구 동구청로 89-2(가오동)","Y","체력단련장업","대전광역시 동구 가오동 644 제이타워"
"경기도","N","드림센터",21,"20040727","정상운영","","2023-04-05","없음","15804",263,"드림센터 1층 (산본동)","","체력단련장","군포시","산본동","군포시","15804","","2023-04-06","신고","경기도","런닝맨 짐","경기도 군포시 산본로432번길 7, 드림센터 1층 (산본동)","Y","체력단련장업","경기도 군포시 산본동 1088-3 드림센터 "
"대전광역시","N","501, 502호",22,"20221118","정상운영","자체운영        ","2023-02-14","실내","34637",160,"501, 502호","","체력단련장","동구","대동","동구","34637","","2023-02-14","신고","대전광역시","팀메이크","대전광역시 동구 동대전로46번길 7(대동)","Y","체력단련장업","대전광역시 동구 대동 542"
"대전광역시","N","지하1층",23,"20220303","정상운영","","2023-02-14","실내","34516",367,"지하1층","","체력단련장","동구","자양동","동구","34516","","2023-02-14","신고","대전광역시","크로스핏 에이플러스","대전광역시 동구 백룡로 23(자양동)","Y","체력단련장업","대전광역시 동구 자양동 103-6"
"경기도","N","517호",24,"20230227","정상운영","","2023-02-28","없음","10546",68,"","","체력단련장","고양시","향동동","고양시 덕양구","10546","","2023-02-28","신고","경기도","위드PT","경기도 고양시 덕양구 꽃마을로 64(향동동)","Y","체력단련장업","경기도 고양시 덕양구 향동동 523 DMC스타허브플러스"
"경기도","N","313·314호 (망월동)",25,"20230323","정상운영","","2023-04-02","없음","12913",190,"313·314호 (망월동)","","체력단련장","하남시","망월동","하남시","12913","","2023-04-02","신고","경기도","킷짐(KITGYM)","경기도 하남시 미사강변중앙로 181 (망월동)","Y","체력단련장업","경기도 하남시 망월동 1098-3"
"경기도","N","",26,"20230329","정상운영","","2023-05-03","없음","13466",200,"","","체력단련장","성남시","운중동","성남시","13466","","2023-05-03","신고","경기도","하이퀄짐","경기도 성남시 분당구 운중로 128 (운중동)","Y","체력단련장업","경기도 성남시 분당구 운중동 944 마크시티그린"
"대전광역시","N","",27,"20220121","정상운영","","2023-03-15","없음","35396",442,"","","체력단련장","서구","정림동","서구","35396","","2023-03-15","신고","대전광역시","더짐","대전광역시 서구 정림로 50(정림동)","Y","체력단련장업","대전광역시 서구 정림동 629 대정빌딩"
"대전광역시","N","",28,"20220629","정상운영","","2023-03-15","없음","35301",343,"","","체력단련장","서구","용문동","서구","35301","","2023-03-15","신고","대전광역시","키네틱짐","대전광역시 서구 괴정로 151(용문동)","Y","체력단련장업","대전광역시 서구 용문동 275-5"
"경기도","N","",29,"20230203","정상운영","","2023-02-14","실내","16459",345,"","","체력단련장","수원시","세류동","수원시 권선구","16459","","2023-02-14","신고","경기도","탑티어 피트니스","경기도 수원시 권선구 효원로94번길 14(세류동)","Y","체력단련장업","경기도 수원시 권선구 세류동 1258-3 메디컬플라자"
"경기도","N","",30,"20221123","정상운영","","2023-02-14","없음","16638",65,"","","체력단련장","수원시","오목천동","수원시 권선구","16638","","2023-02-14","신고","경기도","피트니스 톤 오목천점","경기도 수원시 권선구 서수원로 206(오목천동)","Y","체력단련장업","경기도 수원시 권선구 오목천동 249-2"
"경기도","N","",31,"20221205","정상운영","","2023-02-14","없음","16388",127,"","","체력단련장","수원시","금곡동","수원시 권선구","16388","","2023-02-14","신고","경기도","원 피티앤필라테스","경기도 수원시 권선구 금곡로102번길 49-24(금곡동)","Y","체력단련장업","경기도 수원시 권선구 금곡동 1089"
"경기도","N","",32,"20230210","정상운영","","2023-02-14","실내","16668",292,"","","체력단련장","수원시","곡반정동","수원시","16668","","2023-02-14","신고","경기도","퍼스트짐","경기도 수원시 권선구 곡반정로 160(곡반정동)","Y","체력단련장업","경기도 수원시 권선구 곡반정동 653 라퍼스트"
"대전광역시","N","",33,"20230202","정상운영","","2023-03-15","없음","35254",122,"","","체력단련장","서구","탄방동","서구","35254","","2023-03-15","신고","대전광역시","나홀로짐 서구탄방점","대전광역시 서구 도솔로 479(탄방동)","Y","체력단련장업","대전광역시 서구 탄방동 1397"
"대전광역시","N","",34,"20220614","정상운영","","2023-03-15","없음","35265",136,"","","체력단련장","서구","갈마동","서구","35265","","2023-03-15","신고","대전광역시","엠(M)휘트니스 PT스튜디오 갈마점","대전광역시 서구 대덕대로162번길 95(갈마동)","Y","체력단련장업","대전광역시 서구 갈마동 1419-1 대명빌딩"
"경기도","N","",35,"20200421","정상운영","자체운영        ","2020-05-21","없음","11698",138,"","zmnVZNdt5iPpLe+YQKfHmk96VR5I0I89eeBsrIzuU+Q=","체력단련장","의정부시","의정부동","의정부시","11698","","2023-02-14","신고","경기도","AThena GYM","경기도 의정부시 태평로 18-2 (의정부동)","Y","체력단련장업","경기도 의정부시 의정부동 98-2"
"경기도","N","8층",36,"20191023","정상운영","","2019-10-24","실내","11670",166,"8층","sSYQEvAVEQXf4zrlTQMICxgbzc61ovkOwJdmIg671C8=","체력단련장","의정부시","의정부동","의정부시","11670","","2023-02-14","신고","경기도","올바른 PT","경기도 의정부시 시민로 81 (의정부동)","Y","체력단련장업","경기도 의정부시 의정부동 442-11 서부타워빌딩"
"대전광역시","N","",37,"20230119","정상운영","","2023-03-15","없음","35270",645,"","","체력단련장","서구","갈마동","서구","35270","","2023-03-15","신고","대전광역시","팀 터틀랫 휘트니스 갈마점","대전광역시 서구 갈마로 39(갈마동)","Y","체력단련장업","대전광역시 서구 갈마동 339-3"
"경기도","N","",38,"20200417","정상운영","","2020-05-21","실내","11738",324,"","oqo0Fom1XElehb7SSscbYP//kesNhCOdjHxNWJ4Ok8k=","체력단련장","의정부시","신곡동","의정부시","11738","","2023-02-14","신고","경기도","인생 퍼스널트레이닝","경기도 의정부시 동일로 456 (신곡동)","Y","체력단련장업","경기도 의정부시 신곡동 726-1 박사빌딩"
"경기도","N","7층 702호",39,"20161231","정상운영","자체운영        ","2016-12-31","실내","10915",382,"7층 702호","8PJYuPi2VOVXmy0RIQt9vLg7WDD15JrETXOv7zXuQuM=","체력단련장","파주시","금촌동","파주시","10915","","2023-02-28","신고","경기도","더블유 짐","경기도 파주시 금빛로 24 (금촌동)","Y","체력단련장업","경기도 파주시 금촌동 988-1 우평프라자"
"경기도","N","",40,"20200326","정상운영","","2020-05-21","실내","11614",427,"","spGmaj8DB/3+c1UL/yU/bGxCGMXBhYYkjh0x2uMiif4=","체력단련장","의정부시","녹양동","의정부시","11614","","2023-02-14","신고","경기도","소유창 휘트니스","경기도 의정부시 녹양로 55 (녹양동)","Y","체력단련장업","경기도 의정부시 녹양동 146-38 영무예다음"
"","N","웰스피아8층801호",41,"20161231","정상운영","자체운영        ","2016-12-31","실내","",484,"(동패동,웰스피아8층801호)","7O0b/f/S4yderDa03uHKRBlHcJ8VyGWYm8TEAkvFuvw=","체력단련장","파주시","동패동","","","","2023-04-11","신고","경기도","로망 휘트니스","경기도 파주시 책향기로 419 (동패동,웰스피아8층801호)","Y","체력단련장업","경기도 파주시 동패동 1694-3 웰스피아8층801호 "
"대전광역시","N","",42,"20220415","정상운영","","2023-03-15","없음","35229",204,"","","체력단련장","서구","둔산동","서구","35229","","2023-03-15","신고","대전광역시","이로움 프라이빗 피티 센터","대전광역시 서구 대덕대로217번길 32(둔산동)","Y","체력단련장업","대전광역시 서구 둔산동 989"
"대전광역시","N","",43,"20220614","정상운영","","2023-03-15","없음","35241",277,"","","체력단련장","서구","둔산동","서구","35241","","2023-03-15","신고","대전광역시","옥타곤짐","대전광역시 서구 둔산남로105번길 34(둔산동)","Y","체력단련장업","대전광역시 서구 둔산동 1488"
"대전광역시","N","",44,"20220826","정상운영","","2023-03-15","없음","35250",107,"","","체력단련장","서구","둔산동","서구","35250","","2023-03-15","신고","대전광역시","체스트업","대전광역시 서구 둔산남로191번길 38(둔산동)","Y","체력단련장업","대전광역시 서구 둔산동 1994"
"대전광역시","N","",45,"20221017","정상운영","","2023-03-15","없음","35235",279,"","","체력단련장","서구","둔산동","서구","35235","","2023-03-15","신고","대전광역시","크로스핏 지존2","대전광역시 서구 둔산서로 3(둔산동)","Y","체력단련장업","대전광역시 서구 둔산동 1248 선우빌딩"
"대전광역시","N","",46,"20221108","정상운영","","2023-03-15","없음","35241",550,"","","체력단련장","서구","둔산동","서구","35241","","2023-03-15","신고","대전광역시","피플짐","대전광역시 서구 둔산남로 97(둔산동)","Y","체력단련장업","대전광역시 서구 둔산동 1427"
"경기도","N","킨텍스프라자 9층 (대화동)",47,"20230421","정상운영","자체운영        ","2023-04-26","없음","10381",373,"킨텍스프라자 9층 (대화동)","","체력단련장","고양시","대화동","고양시 일산서구","10381","","2023-04-26","신고","경기도","주식회사 제이엠에스대화","경기도 고양시 일산서구 중앙로 1573 (대화동)","Y","체력단련장업","경기도 고양시 일산서구 대화동 2220-1 킨텍스프라자"
"경기도","N","2층 일부호 (일산동)",48,"20230421","정상운영","","2023-04-26","없음","10340",403,"2층 일부호 (일산동)","","체력단련장","고양시","일산동","고양시","10340","","2023-05-11","신고","경기도","주식회사 제이엠에스산들마을","경기도 고양시 일산서구 원일로 136 (일산동)","Y","체력단련장업","경기도 고양시 일산서구 일산동 1679-1"
"대전광역시","N","",49,"20220725","정상운영","","2023-03-15","없음","35214",663,"","","체력단련장","서구","월평동","서구","35214","","2023-03-15","신고","대전광역시","랩스 월평점","대전광역시 서구 청사서로 46(월평동)","Y","체력단련장업","대전광역시 서구 월평동 265"
"강원도","N","",50,"20200217","정상운영","","2020-02-18","없음","26383",362,"1층 (무실동)","i1LBCnG1oXS6/z/iPbcV/qISbnzcBb+ZvpatGM6SN28=","체력단련장","원주시","무실동","원주시","26383","","2023-04-05","신고","강원도","크로스핏 컴뱃","강원도 원주시 만대공원길 64, 1층 (무실동)","Y","체력단련장업","강원도 원주시 무실동 1726-2 "
"경기도","N","",51,"20230428","정상운영","","2023-05-03","없음","12105",171,"3층 303,304호","","체력단련장","남양주시","별내동","남양주시","12105","","2023-05-03","신고","경기도","트리짐(Tree gym)","경기도 남양주시 두물로11번길 40-36 (별내동)","Y","체력단련장업","경기도 남양주시 별내동 932-7"
"대전광역시","N","",52,"20220420","정상운영","","2023-03-15","없음","35368",115,"","","체력단련장","서구","도안동","서구","35368","","2023-03-15","신고","대전광역시","스타트짐","대전광역시 서구 도안동로11번길 54(도안동)","Y","체력단련장업","대전광역시 서구 도안동 1762"
"대전광역시","N","",53,"20220811","정상운영","","2023-03-15","없음","35353",66,"","","체력단련장","서구","도안동","서구","35353","","2023-03-15","신고","대전광역시","ROM PT","대전광역시 서구 도안중로305번안길 7-27(도안동)","Y","체력단련장업","대전광역시 서구 도안동 1420"
"대전광역시","N","3층 302호",54,"20221028","정상운영","자체운영        ","2023-03-15","없음","35366",1190,"3층 302호","","체력단련장","서구","도안동","서구","35366","","2023-03-15","신고","대전광역시","차짐휘트니스","대전광역시 서구 원도안로25번길 70(도안동)","Y","체력단련장업","대전광역시 서구 도안동 1583"
"","N","영프라자 6층",55,"20161212","정상운영","","2016-12-12","실내","10463","","","Vkx1FancZfvhr6C12NZlcNGNIRGXhDQK4ZfJsexs4Ho=","체력단련장","고양시","성사동","","10463","","2023-02-14","신고","경기도","원당영헬스대중사우나","경기도 고양시 덕양구 호국로790번길 17 (성사동)","Y","체력단련장업","경기도 고양시 덕양구 성사동  697-14 영프라자"
"대전광역시","N","",56,"20221208","정상운영","","2023-03-15","없음","35353",153,"","","체력단련장","서구","도안동","서구","35353","","2023-03-15","신고","대전광역시","포레스트짐","대전광역시 서구 도안중로305번안길 36(도안동)","Y","체력단련장업","대전광역시 서구 도안동 1463"
"서울특별시","N","",57,"20220221","정상운영","","2023-02-06","없음","08655",139,"상가에이동 306호","","체력단련장","금천구","시흥동","금천구","08655","","2023-02-06","신고","서울특별시","일루고짐","서울특별시 금천구 금하로 793(시흥동, 벽산아파트)","Y","체력단련장업","서울특별시 금천구 시흥동 1010 벽산아파트"
"서울특별시","N","",58,"20220530","정상운영","","2023-02-06","없음","08656",76,"2층","","체력단련장","금천구","시흥동","금천구","08656","","2023-02-06","신고","서울특별시","트리니코스","서울특별시 금천구 금하로 755-3(시흥동)","Y","체력단련장업","서울특별시 금천구 시흥동 264-19"
"서울특별시","N","BK 힐타운 B동 1층 108호",59,"20220310","정상운영","","2023-02-06","없음","08623",244,"BK 힐타운 B동 1층 108호","","체력단련장","금천구","독산동","금천구","08623","","2023-02-06","신고","서울특별시","에펠짐","서울특별시 금천구 시흥대로 278(독산동)","Y","체력단련장업","서울특별시 금천구 독산동 1077-24 BK 힐타운"
"대전광역시","N","",60,"20220728","정상운영","자체운영        ","2023-03-15","없음","35382",224,"","","체력단련장","서구","관저동","서구","35382","","2023-05-10","신고","대전광역시","비엠더 프라이빗 관저점","대전광역시 서구 구봉로 137(관저동)","Y","체력단련장업","대전광역시 서구 관저동 1541"
"대전광역시","N","",61,"20220530","정상운영","","2023-03-15","없음","35372",249,"","","체력단련장","서구","관저동","서구","35372","","2023-03-15","신고","대전광역시","피티타임","대전광역시 서구 관저중로95번길 86(관저동)","Y","체력단련장업","대전광역시 서구 관저동 1117"
"대전광역시","N","",62,"20220531","정상운영","","2023-03-15","없음","35365",208,"","","체력단련장","서구","관저동","서구","35365","","2023-03-15","신고","대전광역시","핫풀짐","대전광역시 서구 관저동로 162(관저동)","Y","체력단련장업","대전광역시 서구 관저동 1899 건양프라자"
"대전광역시","N","",63,"20220826","정상운영","","2023-03-15","없음","35370",380,"","","체력단련장","서구","관저동","서구","35370","","2023-03-15","신고","대전광역시","핫플짐 구봉점","대전광역시 서구 관저로 17(관저동)","Y","체력단련장업","대전광역시 서구 관저동 1958-2"
"서울특별시","N","명일씨티코아 B1",64,"20111209","폐업","자체운영        ","2016-12-31","실내","05269",445,"","leJgQottYy+Z6ALehBWnDx0I+VRubplLb2bg+dMhC3I=","체력단련장","강동구","명일동","강동구","05269","20111209","2023-01-31","신고","서울특별시","타워토탈 휘트니스","서울특별시 강동구 동남로73길 26 (명일동, 고덕복합빌딩)","Y","체력단련장업",""
"부산광역시","N","플러스타워 10층 1006-1007호 (명지동)",65,"20230130","정상운영","","2023-02-01","실내","46726",1574,"플러스타워 10층 1006-1007호 (명지동)","HYY7K92nejvs/ZXi5Yqp2Pwa6Xf3CaDDULjoiXa58oY=","체력단련장","강서구","명지동","강서구","46726","","2023-02-01","신고","부산광역시","J1 gym(제이원짐)","부산광역시 강서구 명지국제1로 56-1(명지동)","Y","체력단련장업","부산광역시 강서구 명지동 3598-2 플러스타워"
"대전광역시","N","",66,"20220929","정상운영","","2023-03-15","없음","35203",420,"","","체력단련장","서구","만년동","서구","35203","","2023-03-15","신고","대전광역시","더웰피트니스","대전광역시 서구 만년로68번길 38(만년동)","Y","체력단련장업","대전광역시 서구 만년동 367"
"대전광역시","N","",67,"20221012","정상운영","","2023-03-15","없음","35203",330,"","","체력단련장","서구","만년동","서구","35203","","2023-03-15","신고","대전광역시","크로스핏 와썹","대전광역시 서구 만년로67번길 30(만년동)","Y","체력단련장업","대전광역시 서구 만년동 313"
"경기도","N","",68,"20161216","정상운영","자체운영        ","2017-07-12","실내","17006",221,"4층 401~402호 (중동, 지렐레이크타워)","XnGU5Ky3YzDkYMb1wfbaUf20hcnubqcC/eqi+AbXvYE=","체력단련장","용인시","중동","용인시","17006","","2023-04-26","신고","경기도","A-FIT GYM","경기도 용인시 기흥구 동백중앙로 221, 4층 401~402호 (중동, 지렐레이크타워)","Y","체력단련장업","경기도 용인시 기흥구 중동 846-1 401~2호"
"경기도","N","용진프라자 3층 일부호 (식사동)",69,"20211111","정상운영","","2023-02-03","실내","10323",158,"용진프라자 3층 일부호 (식사동)","Bo/Eg6hn6FBVjGs2NcLstcN1FxDGERCcrFuwYEKhF68=","체력단련장","고양시","식사동","고양시","10323","","2023-02-03","신고","경기도","저스트 플레잉(JUST PLAYING)","경기도 고양시 일산동구 위시티2로11번길 6-9(식사동)","Y","체력단련장업","경기도 고양시 일산동구 식사동 1543-4"
"경기도","N","힌솔프라자 301호",70,"20220624","정상운영","","2023-01-30","없음","16876",253,"힌솔프라자 301호","NXjKH5j5PvD+W98mVoGm6g0n6mPAb8NznTTkf9KU6Kk=","체력단련장","용인시","죽전동","용인시","16876","","2023-01-30","신고","경기도","GYM NASTY(짐네스티)","경기도 용인시 수지구 현암로 157(죽전동)","Y","체력단련장업","경기도 용인시 수지구 죽전동 1188-3 한솔프라자"
"경기도","N","3층",71,"20220906","정상운영","","2023-01-30","없음","16824",322,"3층","VBjjsqr0ebtDKIy+t/LDoigQ4zxsI/q3sLWDYiCkwNM=","체력단련장","용인시","동천동","용인시","16824","","2023-01-31","신고","경기도","더핏플러스","경기도 용인시 수지구 고기로45번길 54(동천동)","Y","체력단련장업","경기도 용인시 수지구 동천동 348-2"
"경기도","N","",72,"20181019","정상운영","","2018-11-06","실내외","17955",507,"","YywDP4fgQfU2KSqtoiP1WDShBHuOkKQGOvUo9htrtK4=","체력단련장","평택시","도곡리","평택시","17955","","2023-03-15","신고","경기도","A1휘트니스","경기도 평택시 포승읍 여술1길 15","Y","체력단련장업","경기도 평택시 포승읍 도곡리 1123-5"
"경기도","N","207~209호",73,"20210615","폐업","","2021-06-21","없음","16944",288,"207~209호","DR4kfeYVkN2wVaR04uieYrR/61XsKJj/zo3VADkrAMk=","체력단련장","용인시","상현동","용인시","16944","","2023-02-03","신고","경기도","바디에 디자인을 더하다(바디디자인)","경기도 용인시 수지구 광교중앙로295번길 21 (상현동)","Y","체력단련장업","경기도 용인시 수지구 상현동 1116-1"
"경기도","N","501호 (상현동)",74,"20180426","정상운영","자체운영        ","2018-10-31","실내","16929",125,"성산빌딩 501호","FHhbftx3KtKWYb4JshWqG9kNmQdl0GFM9xq35UYXKn4=","체력단련장","용인시","상현동","용인시","16929","","2023-01-31","신고","경기도","VIP GYM","경기도 용인시 수지구 만현로 20 (상현동)","Y","체력단련장업","경기도 용인시 수지구 상현동 3-4 성산빌딩"
"경기도","N","씨엘프라자",75,"20230420","정상운영","","2023-04-25","없음","12781",3402,"씨엘프라자 2층 (태전동)","","체력단련장","광주시","태전동","광주시","12781","","2023-04-26","신고","경기도","와이투짐","경기도 광주시 고불로 106, 씨엘프라자 2층 (태전동)","Y","체력단련장업","경기도 광주시 태전동 281-4 씨엘프라자 "
"충청북도","N","207호",76,"20220404","정상운영","","2022-06-15","실내","28808",80,"207호","3k8lWTtnYsysTj1V1idUfoelRzNsuJinb7pDr9xP2qQ=","체력단련장","청주시","용암동","청주시 상당구","28808","","2023-02-06","신고","충청북도","에덴바디웰니스","충청북도 청주시 상당구 중고개로141번길 11-17(용암동)","Y","체력단련장업","충청북도 청주시 상당구 용암동 3078"
"충청북도","N","203호",77,"20220114","폐업","","2022-06-14","실내","28382",260,"203호","SoXsv4ZD9Sncq/jaV34osGXNMkM5TaCm/Vi/obl6heE=","체력단련장","청주시","가경동","청주시 흥덕구","28382","","2023-02-01","신고","충청북도","블레스짐","충청북도 청주시 흥덕구 서현로 90(가경동)","Y","체력단련장업","충청북도 청주시 흥덕구 가경동 2225"
"충청북도","N","401, 403, 404호",78,"20221213","정상운영","","2023-05-02","없음","28320",659,"401, 403, 404호","","체력단련장","청주시","율량동","청주시 청원구","28320","","2023-05-03","신고","충청북도","핫플짐","충청북도 청주시 청원구 율량로190번길 63 (율량동)","Y","체력단련장업","충청북도 청주시 청원구 율량동 2025"
