addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_reg_ymd,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"강원도","N","503",587,"20230208","정상운영","","2023-04-11","실내","26465",214,"503","","체력단련장","원주시","반곡동","원주시","26465","","2023-04-11","신고","강원도","소희핏","강원도 원주시 혁신로 37-1 (반곡동)","Y","체력단련장업","강원도 원주시 반곡동 1885-1 (주)반곡빌딩"
"경상남도","N","",588,"20230206","정상운영","","2023-02-20","없음","50896",242,"2층 (삼계동)","","체력단련장","김해시","","김해시","50896","","2023-02-20","신고","경상남도","머슬큐어","경상남도 김해시 가야로30번길 3(삼계동)","N","체력단련장업","경상남도 김해시 삼계동 1416-2"
"경상남도","N","",589,"20230207","정상운영","","2023-02-20","없음","50907",278,"2층 (구산동)","","체력단련장","김해시","","김해시","50907","","2023-02-20","신고","경상남도","PT,hada","경상남도 김해시 가락로 282(구산동)","N","체력단련장업","경상남도 김해시 구산동 440-1"
"경기도","N","",590,"20230510","정상운영","","2023-05-11","없음","18497",782,"","","체력단련장","화성시","","화성시","18497","","2023-05-11","신고","경기도","도미디 피트니스 동탄호수공원점","경기도 화성시 동탄대로5길 9 (송동)","Y","체력단련장업","경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 2단지"
"경상북도","N","",591,"20161231","정상운영","","2016-12-31","실내","730930","","","jpjw+CFivkZ/21gbAgPDEZ+/esc3M6LOwbnEj2i//MM=","체력단련장","구미시","","구미시","730930","20020629","2023-02-20","신고","경상북도","동아헬스","경상북도 구미시 형곡동로 72 (형곡동)","Y","체력단련장업","경북 구미시 형곡동로 72"
"경상남도","N","",592,"20230217","정상운영","자체운영        ","2023-02-20","실내","50629",436,"(중부동)","","체력단련장","양산시","","양산시","50629","","2023-03-30","신고","경상남도","킹피셔 피트니스","경상남도 양산시 양산역5길 10-1 (중부동)","Y","체력단련장업","경상남도 양산시 중부동 706-3 "
"서울특별시","N","",593,"20230310","정상운영","","2023-05-03","실내","02130",328,"","","체력단련장","중랑구","면목동","중랑구","02130","","2023-05-03","신고","서울특별시","토니바디 휘트니스","서울특별시 중랑구 봉우재로14길 23 (면목동)","Y","체력단련장업","서울특별시 중랑구 면목동 180-12 거흥빌딩"
"서울특별시","N","",594,"20230330","정상운영","","2023-05-03","실내","02196",237,"","","체력단련장","중랑구","면목동","중랑구","02196","","2023-05-03","신고","서울특별시","마스터피스짐 3호","서울특별시 중랑구 용마산로 328 (면목동)","Y","체력단련장업","서울특별시 중랑구 면목동 507-26 수연one"
"경기도","N","",595,"20020801","정상운영","자체운영        ","2016-12-31","실내","467040",373,"","gKfmPqjjRFyWGANvh+EPhNmo9R29T1jLnJgM0J8hy+M=","체력단련장","이천시","","이천시","467040","20080616","2023-02-20","신고","경기도","오동환휘트니스헬스클럽","경기도 이천시 송정동 315-1,-6 지하 ","Y","체력단련장업","경기 이천시 송정동 315-1"
"충청남도","N","",596,"20230404","정상운영","","2023-04-14","없음","31105",278,"","","체력단련장","천안시","두정동","천안시","31105","","2023-04-14","신고","충청남도","피트니스 넘버원","충청남도 천안시 서북구 두정로 236 (두정동)","Y","체력단련장업","충청남도 천안시 서북구 두정동 1500 스타펠리스"
"광주광역시","N","",597,"20230215","정상운영","","2023-02-20","없음","61116",484,"6층 (운암동)","","체력단련장","북구","","북구","61116","","2023-02-20","신고","광주광역시","에스짐(운암점)","광주광역시 북구 북문대로 40(운암동)","Y","체력단련장업","광주광역시 북구 운암동 434-31"
"충청남도","N","",598,"20230205","정상운영","","2023-04-14","없음","31156",147,"","","체력단련장","천안시","불당동","천안시 서북구","31156","","2023-04-14","신고","충청남도","다이어트랩","충청남도 천안시 서북구 불당23로 73-27 (불당동)","Y","체력단련장업","충청남도 천안시 서북구 불당동 1491"
"","N","",599,"20111212","정상운영","자체운영        ","2016-11-07","실내","500839",300,"","HnMyFjYS1OnpOyyAaCn393shk7MFXEkzMLuDZ1SmV1U=","체력단련장","북구","","","500839","20111212","2023-02-20","신고","광주광역시","XTIVE 휘트니스","광주광역시 북구 서하로 189 (오치동)","Y","체력단련장업","광주 북구 서하로 189"
"부산광역시","N","한창빌딩",600,"20230117","정상운영","","2023-02-20","실내","46289",112,"한창빌딩 4층 (장전동)","","체력단련장","금정구","","금정구","46289","","2023-02-20","신고","부산광역시","근의 공식 PT","부산광역시 금정구 금정로91번길 3(장전동)","Y","체력단련장업","부산광역시 금정구 장전동 417-2 한창빌딩"
"충청남도","N","202~204호(두정동)",601,"20230417","정상운영","","2023-04-19","없음","31104",562,"202~204호(두정동)","","체력단련장","천안시","두정동","천안시","31104","","2023-04-19","신고","충청남도","글로리어스 짐","충청남도 천안시 서북구 1공단1길 13 (두정동)","N","체력단련장업","충청남도 천안시 서북구 두정동 63-33"
"서울특별시","N","2층",602,"20201102","정상운영","","2021-03-10","없음","04047",133,"2층","un9X6udfguJSdIJMbRJdRPH7SKDLJdfvhp28rHFmkiY=","체력단련장","마포구","서교동","마포구","04047","","2023-05-12","신고","서울특별시","허니짐","서울특별시 마포구 어울마당로5길 42 (서교동)","Y","체력단련장업","서울특별시 마포구 서교동 398-5 상상하는 사람"
"","N","2층",603,"20161231","정상운영","","2016-12-31","실내","05016",493,"2층","UrcmNDetF5zx+8yDAHYvp3b0qbPW/rQNOKVcYGceQDw=","체력단련장","광진구","","","05016","20141105","2023-02-20","신고","서울특별시","휘트니스 타운케이","서울특별시 광진구 능동로13길 39 (화양동)","Y","체력단련장업","서울특별시 광진구 화양동 10-1 한아름건물"
"","N","",604,"20161231","정상운영","","2016-12-31","실내","",468,"","gracsAavOMjj8idh7q7emuVkZk6NYGrytCo7MYS5pVc=","체력단련장","광진구","","","","20071226","2023-02-20","신고","서울특별시","타운케이 휘트니스","서울특별시 광진구 자양동 636-10번지 ","Y","체력단련장업","서울특별시 광진구 자양동 636-10번지 "
"경기도","N","THE SPACE  1동 3층 (석정동)",605,"20200205","정상운영","","2023-03-21","없음","17578",133,"THE SPACE  1동 3층 (석정동)","","체력단련장","안성시","석정동","안성시","17578","","2023-03-21","신고","경기도","Body Buddy","경기도 안성시 석정1길 22(석정동)","Y","체력단련장업","경기도 안성시 석정동 256-16"
"서울특별시","N","평안빌딩 303~305호 (등촌동)",606,"20221209","정상운영","","2023-05-12","없음","07582",250,"평안빌딩 303~305호 (등촌동)","","체력단련장","강서구","등촌동","강서구","07582","","2023-05-12","신고","서울특별시","코리안탑팀 강서","서울특별시 강서구 강서로 460 (등촌동)","Y","체력단련장업","서울특별시 강서구 등촌동 682 평안빌딩"
"서울특별시","N","202~205호 (등촌동)",607,"20221227","정상운영","","2023-05-12","없음","07567",838,"202~205호 (등촌동)","","체력단련장","강서구","등촌동","강서구","07567","","2023-05-12","신고","서울특별시","브리티시 클럽","서울특별시 강서구 공항대로45길 63 (등촌동)","Y","체력단련장업","서울특별시 강서구 등촌동 639-23"
"서울특별시","N","더프라임 B01~B02호 (등촌동)",608,"20221209","정상운영","자체운영        ","2023-05-12","없음","07564",294,"더프라임 B01~B02호 (등촌동)","","체력단련장","강서구","등촌동","강서구","07564","","2023-05-12","신고","서울특별시","봉봉 헬스/PT 등촌역점","서울특별시 강서구 공항대로 505 (등촌동)","Y","체력단련장업","서울특별시 강서구 등촌동 649-12"
"경기도","N","",609,"20160405","정상운영","자체운영        ","2017-11-09","실내","17546",0,"","IPEd+ue+sFikEsgilCcpTvE/nRy2oW1m7/JAz+bQe94=","체력단련장","안성시","내리","안성시","17546","","2023-03-21","신고","경기도","머슬팩토리","경기도 안성시 대덕면 대학6길 26","Y","체력단련장업","경기도 안성시 대덕면 내리 676-3"
"","N","서울특별시  영등포구 신길6동 478번지   3층",610,"20180827","폐업","","2018-08-28","실내","07432",191,"서울특별시 영등포구 여의대방로 135 (신길동)","hVyf4/FXT6NBSldwRRhPGT8LudAyLu+oR+s2dmf9Dhg=","체력단련장","영등포구","신길동","","07432","","2023-05-03","신고","서울특별시","커브스 보라매클럽","서울특별시 영등포구 여의대방로 135 (신길동)","Y","체력단련장업","서울특별시 영등포구 신길동 478"
"서울특별시","N","근복제2빌딩",611,"20220303","정상운영","","2022-03-21","없음","06683",272,"근복제2빌딩 2층 (방배동)","0nPbEPGP6TB5C2YvHL/XKJQTTOzHo63IU467dR6A/fI=","체력단련장","서초구","방배동","서초구","06683","","2023-05-05","신고","서울특별시","아틀라스 트레이닝(Atlas)","서울특별시 서초구 방배로15길 3, 근복제2빌딩 2층 (방배동)","Y","체력단련장업","서울특별시 서초구 방배동 924-13 근복제2빌딩 "
"대전광역시","N","",612,"20201229","정상운영","","2023-03-16","없음","35272",136,"5층 (갈마동)","","체력단련장","서구","","서구","35272","","2023-03-17","신고","대전광역시","On PT(온 피티)","대전광역시 서구 대덕대로 139, 5층 (갈마동)","Y","체력단련장업","대전광역시 서구 갈마동 1129-1 "
"경기도","N","",613,"20171219","정상운영","","2023-03-06","실내","11813",1150,"벽강프라자 7층 (민락동)","","체력단련장","의정부시","","의정부시","11813","","2023-03-07","신고","경기도","다비드짐(DAVID GYM)","경기도 의정부시 오목로225번길 129(민락동)","Y","체력단련장업","경기도 의정부시 민락동 808-1 벽강프라자"
"서울특별시","N"," 2층 (반포동)",614,"20191128","정상운영","자체운영        ","2020-02-25","없음","06576",130," 2층 (반포동)","PjWgboAD92eSgxWQoz/u6PE+dpEML5/AuqZf+CaDLpM=","체력단련장","서초구","반포동","서초구","06576","","2023-05-08","신고","서울특별시","히스토리","서울특별시 서초구 서래로 31 (반포동)","Y","체력단련장업","서울특별시 서초구 반포동 95-8"
"서울특별시","N","수미르빌 지하1층",615,"20161231","정상운영","자체운영        ","2016-12-31","실내","05645",434,"수미르빌 지하1층 (방이동)","1cXR5HRaFwno3ZW7lJLuL0RXew9aYkvqk9EG0fUL8X0=","체력단련장","송파구","방이동","송파구","05645","20151201","2023-05-03","신고","서울특별시","Fitness Dagym (휘트니스 다짐)","서울특별시 송파구 마천로 2, 수미르빌 지하1층 (방이동)","Y","체력단련장업","서울특별시 송파구 방이동 211-6 수미르빌 지하1층 "
"대전광역시","N","건국타워",616,"20220504","정상운영","","2023-03-15","없음","35233",153,"건국타워 401호 (둔산동)","","체력단련장","서구","","서구","35233","","2023-03-15","신고","대전광역시","ONECLASS PT","대전광역시 서구 대덕대로 244(둔산동)","Y","체력단련장업","대전광역시 서구 둔산동 1368 건국타워"
"대전광역시","N","금성빌딩",617,"20220803","정상운영","","2023-03-15","없음","35368",186,"금성빌딩 6층 601호 (도안동)","","체력단련장","서구","","서구","35368","","2023-03-15","신고","대전광역시","글래드 짐(GLAD GYM)","대전광역시 서구 도안동로11번길 32(도안동)","Y","체력단련장업","대전광역시 서구 도안동 1765 금성빌딩"
"광주광역시","N","천운빌딩",618,"20221222","정상운영","","2023-03-07","없음","61972",201,"천운빌딩 4층 (내방동)","","체력단련장","서구","","서구","61972","","2023-03-07","신고","광주광역시","웨어하우스 짐","광주광역시 서구 화운로193번길 28(내방동)","Y","체력단련장업","광주광역시 서구 내방동 575 천운빌딩"
"광주광역시","N","한아름빌딩",619,"20230210","정상운영","","2023-03-07","없음","62058",360,"한아름빌딩 2층 (풍암동)","","체력단련장","서구","","서구","62058","","2023-03-07","신고","광주광역시","올라운드 풍암점","광주광역시 서구 풍암2로 8(풍암동)","Y","체력단련장업","광주광역시 서구 풍암동 1119 한아름빌딩"
"서울특별시","N","고덕아이파크",620,"20210331","정상운영","자체운영        ","2021-04-26","없음","05232",2392,"4층 405호 (고덕동, 고덕아이파크)","HRMaey+TJ6JwmbSuiIwj0yUG+2mHdumCOuk93WOmpEI=","체력단련장","강동구","","강동구","05232","","2023-04-04","신고","서울특별시","Your PT (유어피티)","서울특별시 강동구 동남로79길 26, 4층 405호 (고덕동, 고덕아이파크)","Y","체력단련장업","서울특별시 강동구 고덕동 499 고덕아이파크 "
"서울특별시","N","",621,"19931210","정상운영","자체운영        ","2016-12-31","실내","01631",361,"3층","gn6XV7Yn7rMoh+qfEej27NpNq4anBJF63p7i6tLt7L4=","체력단련장","노원구","상계동","노원구","01631","19931210","2023-02-21","신고","서울특별시","레몬핏휘트니스","서울특별시 노원구 동일로 1596(상계동)","Y","체력단련장업","서울특별시 노원구 상계동 966-1 송현빌딩"
"광주광역시","N","2층",622,"20201102","정상운영","","2021-06-13","실내","61421",735,"2층","Pf2TCJ7I5FmuiEmrWGxIWFAfk4Z+VRSyJMoe2StufaM=","체력단련장","동구","계림동","동구","61421","","2023-05-03","신고","광주광역시","투탑스짐 휘트니스 그랜드센트럴점","광주광역시 동구 독립로 324 (계림동)","Y","체력단련장업","광주광역시 동구 계림동 928"
"광주광역시","N","",623,"20220614","폐업","","2022-06-15","없음","61932",383,"","se4i/6rria2riEfjjl3R0Nc9DBFTHDtFPwI4RgzpY1c=","체력단련장","서구","농성동","서구","61932","","2023-05-05","신고","광주광역시","골든힐스짐","광주광역시 서구 죽봉대로78번길 10(농성동)","Y","체력단련장업","광주광역시 서구 농성동 417-18 골든힐스타워"
"광주광역시","N","코아빌딩",624,"20201209","정상운영","","2020-12-10","없음","61258",297,"코아빌딩 3층 (운암동)","0sNejzqgGbR9tNARZRUxr1y378K6rnYiiux60s7d80s=","체력단련장","북구","운암동","북구","61258","","2023-05-03","신고","광주광역시","Y-FIT GYM","광주광역시 북구 서강로54번길 22, 코아빌딩 3층 (운암동)","Y","체력단련장업","광주광역시 북구 운암동 853 코아빌딩 "
"","N","",625,"20161231","정상운영","자체운영        ","2016-12-31","실내","05554",270,"","99fbMd6kf+siCVIen6MzXHrQZurBKxKJgKX8sSZlCfg=","체력단련장","송파구","잠실동","","05554","20120314","2023-02-21","신고","서울특별시","롯데호텔 휘트니스센터","서울특별시 송파구 올림픽로 240 (잠실동)","Y","체력단련장업",""
"부산광역시","N","더프라임 5층 507호 (명지동)",626,"20211013","정상운영","","2021-10-29","실내","46726",87,"더프라임 5층 507호 (명지동)","ZusiGjlxZTi4l8ESb7lj3da8rXIQqnTl2EDcFmVoVFI=","체력단련장","강서구","명지동","강서구","46726","","2023-02-21","신고","부산광역시","미주핏","부산광역시 강서구 명지국제2로28번길 8(명지동)","Y","체력단련장업","부산광역시 강서구 명지동 3603-2"
"인천광역시","N","3층 (신현동)",627,"20230127","정상운영","","2023-02-21","실내","22781",285,"3층 (신현동)","","체력단련장","서구","신현동","서구","22781","","2023-02-21","신고","인천광역시","행복 휘트니스","인천광역시 서구 새오개로54번길 15-1(신현동)","Y","체력단련장업","인천광역시 서구 신현동 155-5"
"경상북도","N","",628,"20200724","정상운영","","2020-08-21","실내","39338",170,"","jZXQ/m5HFiioYhzN2VDSFv6ZHape+bnAcCrqLHYasdo=","체력단련장","구미시","상모동","구미시","39338","","2023-03-29","신고","경상북도","바디플레닛 짐","경상북도 구미시 상모로10길 5-5 (상모동)","Y","체력단련장업","경상북도 구미시 상모동 50-7"
"울산광역시","N","2~3층",629,"20221208","정상운영","","2022-12-15","실내","44225",571,"","huBl3+gTpUie2PAKyEAUqC1n8R2I7RaSPW4eiQcOtHo=","체력단련장","북구","매곡동","북구","44225","","2023-02-21","신고","울산광역시","더헬프피트니스 매곡점","울산광역시 북구 당수골5길 6(매곡동)","Y","체력단련장업","울산광역시 북구 매곡동 903-10"
"경기도","N","지하1층",630,"20220721","정상운영","","2022-07-25","실내","16581",277,"지하1층","WIwjktxm3SzdkF9W63D5uGV2138S9aE7QkVdsfPikP4=","체력단련장","수원시","권선동","수원시","16581","","2023-02-21","신고","경기도","바디앤피트 휘트니스","경기도 수원시 권선구 세권로 178(권선동)","Y","체력단련장업","경기도 수원시 권선구 권선동 1061-6"
"서울특별시","N","",631,"20200508","폐업","","2021-03-22","실내","08368",104,"","FhjmMfAG3citcX0//mLF59nK3mIAt6ZsK5V47pymzL4=","체력단련장","구로구","항동","구로구","08368","","2023-03-17","신고","서울특별시","FORWARD GYM","서울특별시 구로구 서해안로 2098 (항동)","Y","체력단련장업","서울특별시 구로구 항동 122 항동프라자"
"","N","M빌딩 B2",632,"20161231","정상운영","자체운영        ","2016-12-31","실내","",231,"(논현동,M빌딩 B2)","5hnXUHFMh4KjmXQCQBLemBnDL/O9P8QbKvU5O+rinIc=","체력단련장","강남구","논현동","","","20070607","2023-03-08","신고","서울특별시","아트짐토탈휘트니스(179)","서울특별시 강남구 논현로 626 (논현동,M빌딩 B2)","Y","체력단련장업","서울특별시 강남구 논현동 221-5 M빌딩 B2 "
"경기도","N","",633,"20230125","정상운영","","2023-05-03","없음","13553",1240,"","","체력단련장","성남시","정자동","성남시","13553","","2023-05-03","신고","경기도","Hi gym","경기도 성남시 분당구 분당수서로 477 (정자동)","Y","체력단련장업","경기도 성남시 분당구 정자동 4-5"
"부산광역시","N","상가동 2층",634,"20220408","정상운영","","2022-04-14","없음","47719",48,"상가동 2층","kzaX2ejy0vjfYID8KHtYVB7k3Xw3SdiJQL54SeLt6jI=","체력단련장","동래구","온천동","동래구","47719","","2023-03-08","신고","부산광역시","부산피티샵 더원짐 동래래미안점","부산광역시 동래구 금정마을로 147(온천동, 동래 래미안 아이파크)","Y","체력단련장업","부산광역시 동래구 온천동 1034 동래 래미안 아이파크"
"경기도","N","",635,"20230201","정상운영","","2023-05-03","없음","13625",371,"","","체력단련장","성남시","구미동","성남시","13625","","2023-05-03","신고","경기도","믹스짐 분당구미점","경기도 성남시 분당구 구미로 60 (구미동)","Y","체력단련장업","경기도 성남시 분당구 구미동 203-1 관보쇼핑"
"경기도","N","",636,"20230324","정상운영","","2023-05-03","없음","13466",155,"","","체력단련장","성남시","운중동","성남시","13466","","2023-05-03","신고","경기도","뱅핏","경기도 성남시 분당구 운중로 122 (운중동)","Y","체력단련장업","경기도 성남시 분당구 운중동 946 골드클래스"
"부산광역시","N","지하1층",637,"20220304","정상운영","","2022-12-07","없음","49309",164,"지하1층","AOwAEubzMcgiKmflScWL5l5sc5Zo1f6Zg8cV2yivq+w=","체력단련장","사하구","하단동","사하구","49309","","2023-03-08","신고","부산광역시","위더스짐","부산광역시 사하구 낙동대로 519(하단동)","Y","체력단련장업","부산광역시 사하구 하단동 505-1"
"경기도","N","",638,"20230113","정상운영","","2023-05-03","없음","13544",124,"","","체력단련장","성남시","대장동","성남시","13544","","2023-05-03","신고","경기도","라이프타임피티","경기도 성남시 분당구 판교대장로8길 16 (대장동)","Y","체력단련장업","경기도 성남시 분당구 대장동 616-2 클라우드베이 Ⅴ"
"경기도","N","",639,"20230127","정상운영","","2023-04-11","없음","18412",172,"4층 (병점동)","","체력단련장","화성시","","화성시","18412","","2023-04-11","신고","경기도","피트니스 롬","경기도 화성시 경기대로 1025-6 (병점동)","Y","체력단련장업","경기도 화성시 병점동 381-63"
"경기도","N","",640,"20230216","정상운영","","2023-05-03","없음","15336",0,"","","체력단련장","안산시","고잔동","안산시","15336","","2023-05-03","신고","경기도","마일스톤 짐","경기도 안산시 단원구 예술대학로 89 (고잔동)","Y","체력단련장업","경기도 안산시 단원구 고잔동 676-4 안산스포츠문화센타"
"광주광역시","N","힐스테이트 본촌",641,"20230407","정상운영","","2023-04-11","실내","61027",45,"202호 (본촌동, 힐스테이트 본촌)","","체력단련장","북구","","북구","61027","","2023-04-11","신고","광주광역시","머슬헬프","광주광역시 북구 본촌마을길 157-22 (본촌동, 힐스테이트 본촌)","Y","체력단련장업","광주광역시 북구 본촌동 3102 힐스테이트 본촌"
"경기도","N","대광프라자 3층",642,"20161216","정상운영","자체운영        ","2016-12-31","실내","12777",408,"대광프라자 3층 (장지동)","0OKdkCMGhMemjHu7KRzJOSTMd7sYg02etbByNI0erKs=","체력단련장","광주시","장지동","광주시","12777","","2023-02-21","신고","경기도","빅브로짐 휘트니스","경기도 광주시 장지1길 28, 대광프라자 3층 (장지동)","Y","체력단련장업","경기도 광주시 장지동 42-4 대광프라자 3층 "
"인천광역시","N","래미안부평",643,"20190501","정상운영","","2019-06-17","실내","21357",236,"지하1층 (부평동, 래미안부평)","/5DaDE4ffy1ztinouNt5TgkOkkspJaZL4f1uEu9Ikvw=","체력단련장","부평구","부평동","","21357","","2023-03-08","신고","인천광역시","피트니스 몸집","인천광역시 부평구 길주남로10번길 21, 지하1층 (부평동, 래미안부평)","Y","체력단련장업","인천광역시 부평구 부평동 947 래미안부평 "
"인천광역시","N","마스터즈 401-1,401-2호 (효성동)",644,"20211108","정상운영","","2021-11-18","실내","21111",337,"마스터즈 401-1,401-2호 (효성동)","OorBpfcAUcKy+Yge3WD4n2+3qdcFfcsMAX01UTLuykg=","체력단련장","계양구","효성동","","21111","","2023-03-08","신고","인천광역시","아크짐","인천광역시 계양구 새벌로 112(효성동)","Y","체력단련장업","인천광역시 계양구 효성동 198-1 마스터즈"
"제주특별자치도","N","",645,"20041014","정상운영","","2017-01-06","실내","63587",329,"","opXIDT3NmaTnfg0WXj1WI/XBcPWN1ly8hd9zoaVgjok=","체력단련장","서귀포시","동홍동","서귀포시","63587","","2023-02-08","신고","제주특별자치도","드림 휘트니스","제주특별자치도 서귀포시 일주동로 8558 (동홍동)","Y","체력단련장업",""
"충청북도","N","801~802호",646,"20230131","정상운영","","2023-02-21","없음","28222",309,"801~802호","","체력단련장","청주시","봉산리","청주시","28222","","2023-02-21","신고","충청북도","쿠키짐","충청북도 청주시 흥덕구 오송읍 오송생명8로 175","Y","체력단련장업","충청북도 청주시 흥덕구 오송읍 봉산리 1003"
"광주광역시","N","",647,"20230117","정상운영","","2023-03-08","없음","61087",484,"4층 일부, 5층","","체력단련장","북구","신용동","북구","61087","","2023-03-08","신고","광주광역시","짐라운지","광주광역시 북구 첨단연신로107번길 5-10(신용동)","Y","체력단련장업","광주광역시 북구 신용동 728"
"경상북도","N","",648,"20220216","정상운영","","2022-04-26","없음","38048",227,"3층","djr31kUUmejYr9ay8v2cNudTD/VG/P6LjBD1Mdp/5x0=","체력단련장","경주시","","경주시","38048","","2023-02-16","신고","경상북도","포스짐(FORCE GYM)","경상북도 경주시 현곡면 용담로 535-5, 3층","Y","체력단련장업","경상북도 경주시 현곡면 하구리 436-15 "
"","N","",649,"20150115","정상운영","","2016-12-31","실내","",473,"","hatbZNuI637vAtHLNM9MGfyCgvvx4umFiSyEKYR/8js=","체력단련장","광주시","","","","","2023-02-08","신고","경기도","아트짐","경기도 광주시 경기도 광주시 곤지암읍 경충대로 613","Y","체력단련장업","경기도 광주시 경기도 광주시 곤지암읍 경충대로 613"
"경기도","N","동산빌딩 B101호",650,"20221229","정상운영","","2023-02-08","없음","12211",353,"동산빌딩 B101호","","체력단련장","남양주시","","남양주시","12211","","2023-02-08","신고","경기도","휘트니스 플레이스 덕소점","경기도 남양주시 와부읍 덕소로97번길 2","Y","체력단련장업","경기도 남양주시 와부읍 덕소리 112-1 동산빌딩"
"전라남도","N","",651,"20191022","정상운영","","2020-09-01","실내","58325",727,"6층 (빛가람동)","O7FxBC7+UPCQw1o6jNF9EO6syABO6OdWiIuyzwEMMbs=","체력단련장","나주시","빛가람동","나주시","58325","","2023-02-22","신고","전라남도","에소르핏 빛가람점","전라남도 나주시 배멧3길 11, 6층 (빛가람동)","Y","체력단련장업","전라남도 나주시 빛가람동 348-8 "
"전라남도","N","청남빌딩 5층 502호",652,"20221223","정상운영","자체운영        ","2023-02-28","없음","58012",209,"청남빌딩 5층 502호","","체력단련장","순천시","신대리","순천시","58012","","2023-03-01","신고","전라남도","라곰피티","전라남도 순천시 해룡면 향매로 71","Y","체력단련장업","전라남도 순천시 해룡면 신대리 1978-2"
"경기도","N","E동 1층",653,"20210618","정상운영","","2021-06-21","없음","15833",737,"E동 1층","99tZQecJGarYVbIiXc+NeplSxPKnvczluJuOsdFFmjI=","체력단련장","군포시","금정동","군포시","15833","","2023-05-09","신고","경기도","체리휘트니스","경기도 군포시 오금로 118 (금정동)","Y","체력단련장업","경기도 군포시 금정동 870-4 군포고등학교"
"경상북도","N","",654,"20221014","정상운영","","2023-02-21","실내","38086",418,"3, 4층","","체력단련장","경주시","황성동","경주시","38086","","2023-02-21","신고","경상북도","런휘트니스","경상북도 경주시 황성로16번길 13-8(황성동)","Y","체력단련장업","경상북도 경주시 황성동 475-2"
"경상북도","N","",655,"20230220","정상운영","","2023-02-21","실내","38699",191,"","","체력단련장","경산시","서사리","경산시","38699","","2023-02-21","신고","경상북도","엘핏(L.FIT)","경상북도 경산시 하양읍 서사도리9로 17","Y","체력단련장업","경상북도 경산시 하양읍 서사리 339"
"경상북도","N","",656,"20220802","정상운영","자체운영        ","2022-08-09","실내","38453",1037,"","C4L1JbjMokazf2CYHT4d5N8zxehW1kq6UBI9p1GGtog=","체력단련장","경산시","내리리","경산시","38453","","2023-02-21","신고","경상북도","대구대학교 평생교육관","경상북도 경산시 진량읍 대구대로 201","Y","체력단련장업","경상북도 경산시 진량읍 내리리 15 대구대학교경산캠퍼스"
"대구광역시","N","",657,"20160218","폐업","자체운영        ","2016-11-07","실내","",4059,"","wb8vkusQNMFqYA1HekcRQ4OE68QM+kpmVjAA6VAJ7hg=","체력단련장","수성구","","수성구","","20160218","2023-02-08","신고","대구광역시","Tom's 퍼스널트레이닝 3호점","대구광역시 수성구 범어천로 186 (범어동)","Y","체력단련장업","대구 수성구 범어천로 186"
"","N","",658,"20161231","폐업","자체운영        ","2016-12-31","실내","702812",258,"","h6giEv1rypaeNOLXkoF+wxpsaayh+IssP4VISKA6d/Q=","체력단련장","북구","","","702812","20111226","2023-02-08","신고","대구광역시","동남헬스","대구광역시 북구 오봉로 1 (노원동2가)","Y","체력단련장업",""
"경상남도","N","",659,"20160713","정상운영","자체운영        ","2016-12-31","없음","51605",486,"","bu1J0X6buqYEXLYiOfsP6FiYj88I4Shcm6PWsgxz0bk=","체력단련장","창원시","용원동","창원시 진해구","51605","","2023-02-21","신고","경상남도","타임짐휘트니스","경상남도 창원시 진해구 용원로7번길 9 (용원동)","Y","체력단련장업","경상남도 창원시 진해구 용원동 1211-5 서정빌딩"
"대전광역시","N","",660,"20220415","정상운영","","2023-03-15","없음","35315",92,"","","체력단련장","서구","내동","서구","35315","","2023-03-15","신고","대전광역시","GYM OF KING","대전광역시 서구 도산로253번길 51(내동)","Y","체력단련장업","대전광역시 서구 내동 17-11"
"서울특별시","N","",661,"20161231","정상운영","자체운영        ","2016-12-31","실내","03659",175,"4층","qrrSBwA9YXRKCFZm94TrlOog1Ntd390AKTxJpBaWihI=","체력단련장","서대문구","홍은동","서대문구","03659","20010619","2023-02-09","신고","서울특별시","바나나휘트니스","서울특별시 서대문구 가좌로 84 (홍은동)","Y","체력단련장업","서울특별시 서대문구 홍은동 397-31 한승빌딩"
"서울특별시","N","5층",662,"20161231","정상운영","자체운영        ","2016-12-31","실내","03665",151,"5층","egb4+AWTrXFiMeSSi9/xWeR665A4oPk371MTLMcZSHI=","체력단련장","서대문구","남가좌동","서대문구","03665","19970920","2023-02-09","신고","서울특별시","건우헬스클럽","서울특별시 서대문구 증가로 140 (남가좌동)","Y","체력단련장업","서울특별시 서대문구 남가좌동 344-33"
"경기도","N","엘리시아",663,"20210127","정상운영","","2021-02-04","없음","16454",431,"4층 (고등동, 엘리시아)","aIkc++iwpBs0kC1UnsogH9Eh9eBHcV58A2o0fazg7GE=","체력단련장","수원시","고등동","수원시","16454","","2023-03-08","신고","경기도","비식스 휘트니스","경기도 수원시 팔달구 고매로 1, 4층 (고등동, 엘리시아)","Y","체력단련장업","경기도 수원시 팔달구 고등동 116 엘리시아 "
