addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경기도","N","",160,"20221208","정상운영","2022-12-13","없음","37.0022538938622","17854",561,"","권투","평택시","비전동","17854","127.114159389103","2022-12-13","신고","경기도","김정훈챠밍복싱센터 소사벌점","경기도 평택시 비전2로 216(비전동)","Y","체육도장업","경기도 평택시 비전동 1095 로얄 프라자"
"경기도","N","서건프라자",161,"20221202","정상운영","2022-12-08","없음","37.1931846826201","18443",100,"서건프라자 401호 (반송동)","권투","화성시","","18443","127.072527665956","2022-12-08","신고","경기도","태웅회관 동탄점","경기도 화성시 동탄중앙로 76(반송동)","Y","체육도장업","경기도 화성시 반송동 221-2 서건프라자"
"경기도","N","나눔프라자 202호",162,"20180112","정상운영","2018-02-21","실내","37.2509431543","16553",122,"나눔프라자 202호","권투","수원시","권선동","16553","127.0350006704","2018-02-21","신고","경기도","타이혼GYM","경기도 수원시 권선구 동수원로242번길 6 (권선동)","Y","체육도장업","경기도 수원시 권선구 권선동 1296-2"
"인천광역시","N","",163,"19950202","폐업","2018-01-30","없음","37.4567640649","402844",""," (주안동)","권투","남구","","","126.666944461","2020-06-19","신고","인천광역시","수림태권도체육도장","인천광역시 남구 경인북길 351  (주안동)","Y","체육도장업","인천광역시 남구 주안동 587-19번지 "
"","N","",164,"20130516","정상운영","2017-07-27","실내","37.320731969","",262,"","권투","용인시","","","127.11312731","2020-09-24","신고","경기도","와코짐","경기도 용인시 기흥구 죽전로 39","Y","체육도장업",""
"","N","",165,"20020520","정상운영","2018-01-29","","37.4529147032","402834",88,"(용현동)","권투","남구","","","126.638643703","2019-01-09","신고","인천광역시","용현검도관","인천광역시 남구 낙섬중로 56  (용현동)","Y","체육도장업","인천광역시 남구 용현동 611-27번지"
"인천광역시","N","",166,"20160315","정상운영","2018-02-23","실내","37.457022467","22175",152,"","권투","남구","용현동","22175","126.6395507384","2019-03-12","신고","인천광역시","SBoxingGYM","인천광역시 남구 아암대로29번길 56 (용현동)","Y","체육도장업","인천광역시 남구 용현동 565-96"
"경기도","N","",167,"20171218","정상운영","2018-01-29","없음","37.2832503518","17362",141,"","권투","이천시","갈산동","17362","127.4549628052","2018-01-29","신고","경기도","에스비 키즈클럽","경기도 이천시 안흥로 61 (갈산동)","Y","체육도장업","경기도 이천시 갈산동 605-1"
"","N","",168,"19990331","정상운영","2018-01-30","","37.4529314092","402834",132,"(용현동)","권투","남구","","","126.638214154","2019-01-07","신고","인천광역시","대진태권도","인천광역시 남구 낙섬중로 53  (용현동)","Y","체육도장업","인천광역시 남구 용현동 622-149번지"
"인천광역시","N","",169,"20010105","폐업","2018-01-30","없음","37.4438565202","402867",196," (학익동,6층)","권투","남구","","","126.680774682","2020-06-19","신고","인천광역시","정심검도관","인천광역시 남구 주승로 22  (학익동,6층)","Y","체육도장업","인천광역시 남구 학익동 649번지 6층 "
"대구광역시","N","",170,"20180103","정상운영","2018-01-16","실내","35.8577332068","42087",498,"","권투","수성구","범어동","42087","128.6347266283","2018-12-28","신고","대구광역시","대박짐 복싱","대구광역시 수성구 범어로19길 17 (범어동)","Y","체육도장업","대구광역시 수성구 범어동 203-7"
"","N","",171,"20180109","정상운영","2018-01-17","실내","35.8952383242","41528",215,"","권투","북구","복현동","41528","128.6246485781","2019-06-21","신고","대구광역시","레드짐 복싱클럽","대구광역시 북구 복현로 38 (복현동)","Y","체육도장업","대구광역시 북구 복현동 249-2"
"","N","",172,"20151204","정상운영","2017-12-15","실내","37.1305641533","",231,"","권투","화성시","","","126.922898294","2019-01-08","신고","경기도","대한복싱클럽","경기도 화성시 경기도 화성시 향남읍 행정중앙2로 69-19, 403,404호 (백현프라자)","Y","체육도장업","경기도 화성시 경기도 화성시 향남읍 행정중앙2로 69-19, 403,404호 (백현프라자)"
"광주광역시","N","지하층",173,"20170630","정상운영","2017-12-28","없음","35.1246864634","61682","","","권투","남구","봉선동","61682","126.9192096378","2017-12-28","신고","광주광역시","브로스짐","광주광역시 남구 용대로 92-1 (봉선동, 봉선3차2단지무등파크맨션)","Y","체육도장업",""
"","N","",174,"20110722","폐업","2017-12-15","","37.1339335073","","","","권투","화성시","","","126.911681142","2020-06-19","신고","경기도","파워복싱클럽","경기도 화성시 경기도 화성시 향남읍 발안로39번길 40","Y","체육도장업","경기도 화성시 경기도 화성시 향남읍 발안로39번길 40"
"","N","",175,"20111019","정상운영","2017-12-15","실내","37.214743792","",190,"","권투","화성시","","","127.042649493","2021-07-01","신고","경기도","병점태양권투체육관","경기도 화성시 경기도 화성시 효행로 1059","Y","체육도장업","경기도 화성시 경기도 화성시 효행로 1059"
"경기도","N","",176,"20111123","정상운영","2017-12-15","실내","37.2209693013","",280,"","권투","화성시","","","126.950794017","2020-09-24","신고","경기도","봉담복싱체육관","경기도 화성시 경기도 화성시 봉담읍 삼천병마로 1296, 3층","Y","체육도장업","경기도 화성시 경기도 화성시 봉담읍 삼천병마로 1296, 3층"
"","N","",177,"20150428","폐업","2017-12-15","","37.2227391981","","","","권투","화성시","","","126.974359829","2020-06-19","신고","경기도","박성철복싱클럽","경기도 화성시 경기도 화성시 효행로 287 (기안동, 보보스프라자 205호)","Y","체육도장업","경기도 화성시 경기도 화성시 효행로 287 (기안동, 보보스프라자 205호)"
"광주광역시","N","2층",178,"20170512","정상운영","2017-12-21","실내","35.1443973641","61468",68,"","권투","동구","서석동","61468","126.9246374751","2022-12-31","신고","광주광역시","팀맥짐총본관","광주광역시 동구 서남로 28 (서석동)","Y","체육도장업",""
"경기도","N","",179,"20160203","정상운영","2017-12-15","없음","37.1258849906","",189,"","권투","화성시","","","126.916335756","2017-12-15","신고","경기도","이명성 복싱 다이어트","경기도 화성시 경기도 화성시 향남읍 행정중앙1로 14","Y","체육도장업","경기도 화성시 경기도 화성시 향남읍 행정중앙1로 14"
"경기도","N","",180,"20060525","폐업","2017-12-15","없음","37.2091786549","","","","권투","화성시","","","126.817045209","2020-06-19","신고","경기도","권투","경기도 화성시 경기도 화성시 남양시장로 70  (남양동)","Y","체육도장업","경기도 화성시 경기도 화성시 남양시장로 70  (남양동)"
"","N","",181,"20120308","정상운영","2017-12-15","실내","37.2085321536","18401",181,"","권투","화성시","병점동","18401","127.0366663651","2019-01-29","신고","경기도","용인대The Best복싱클럽","경기도 화성시 병점로 6 (병점동)","Y","체육도장업","경기도 화성시 병점동 347-10"
"","N","",182,"20130627","정상운영","2017-12-15","실내","37.2227391981","",140,"","권투","화성시","","","126.974359829","2019-04-03","신고","경기도","박성철복싱클럽","경기도 화성시 경기도 화성시 효행로 287 (기안동)","Y","체육도장업","경기도 화성시 경기도 화성시 효행로 287 (기안동)"
"","N","",183,"20150925","폐업","2017-12-15","실내","37.2088165407","18434",0,"","권투","화성시","반송동","18434","127.0631491152","2022-07-21","신고","경기도","동탄 MMA 낙무아이짐","경기도 화성시 동탄지성로 112 (반송동)","Y","체육도장업","경기도 화성시 반송동 41-6"
"인천광역시","N","503~4호",184,"20171120","정상운영","2017-12-13","실내","37.4235776197","21617","","","권투","남동구","서창동","21617","126.7501004301","2022-03-24","신고","인천광역시","한국체대 복싱클럽(서창점)","인천광역시 남동구 서창남로 45 (서창동)","Y","체육도장업",""
"","N","",185,"20090810","폐업","2017-12-15","","37.1322197221","",163,"","권투","화성시","","","126.91418152","2020-06-19","신고","경기도","발안복싱체육관","경기도 화성시 경기도 화성시 향남읍 발안로 7","Y","체육도장업","경기도 화성시 경기도 화성시 향남읍 발안로 7"
"경기도","N","",186,"20090901","정상운영","2017-12-15","없음","37.0848863626","",137,"","권투","화성시","","","126.819233851","2017-12-15","신고","경기도","경희복싱클럽","경기도 화성시 경기도 화성시 우정읍 조암로 19","Y","체육도장업","경기도 화성시 경기도 화성시 우정읍 조암로 19"
"","N","",187,"20170929","정상운영","2017-12-15","실내","37.1149687823","","","","권투","화성시","","","126.912832818","2019-01-23","신고","경기도","세인트복싱","경기도 화성시 경기도 화성시 향남읍 상신하길로298번길 7-23, 604,605호","Y","체육도장업","경기도 화성시 경기도 화성시 향남읍 상신하길로298번길 7-23, 604,605호"
"경기도","N","",188,"20121017","정상운영","2017-12-15","없음","37.2010628398","",201,"","권투","화성시","","","127.071361022","2017-12-15","신고","경기도","SH 다이어트 복싱","경기도 화성시 경기도 화성시 동탄반석로 134, 2층 (반송동, 메디컬센타)","Y","체육도장업","경기도 화성시 경기도 화성시 동탄반석로 134, 2층 (반송동, 메디컬센타)"
"경기도","N","",189,"20161208","정상운영","2017-12-15","실내","37.20525495587915","18413",188,"","권투","화성시","병점동","18413","127.03969727265545","2021-10-07","신고","경기도","머스트윈복싱","경기도 화성시 병점서로 31-6 (병점동)","Y","체육도장업","경기도 화성시 병점동 431-9 신창프라자"
"충청남도","N","",190,"20171130","폐업","2017-11-30","실내","36.7465602874","32144",171,"","권투","태안군","남문리","32144","126.3035204346","2020-06-19","신고","충청남도","태안프로복싱","충청남도 태안군 태안읍 후곡로 111","Y","체육도장업",""
"인천광역시","N","D동 911, 912호",191,"","정상운영","2017-11-30","실내","37.5387816902","21060","","","권투","계양구","계산동","21060","126.7358173797","2020-07-27","신고","인천광역시","헬로 복싱","인천광역시 계양구 계산새로 71 (계산동)","Y","체육도장업",""
"광주광역시","N","3층",192,"20161028","정상운영","2017-12-22","실내","35.1615114486","61409",140,"","권투","동구","산수동","61409","126.9354878632","2022-04-14","신고","광주광역시","광주킥복싱 두암디짐 본관","광주광역시 동구 갈마로 46 (산수동)","Y","체육도장업",""
"경기도","N","",193,"20111021","정상운영","2017-07-12","실내","37.3250969461952","16837",201,"5층 502호","권투","용인시","풍덕천동","16837","127.095422732212","2021-06-30","신고","경기도","카운터복싱","경기도 용인시 수지구 정평로 138(풍덕천동)","Y","체육도장업","경기도 용인시 수지구 풍덕천동 706-3 강남빌딩"
"광주광역시","N","3층",194,"20170629","정상운영","2017-12-28","실내","35.1429255921","61645",0,"","권투","남구","백운동","61645","126.9032713635","2019-06-11","신고","광주광역시","럼블 복싱","광주광역시 남구 독립로 106 (백운동)","Y","체육도장업",""
"대전광역시","N","504호",195,"20170623","정상운영","2017-08-18","실내","36.3047666348","35368",240,"","권투","서구","가수원동","35368","127.3494980667","2018-03-05","신고","대전광역시","동양 킥복싱&복싱","대전광역시 서구 계백로 1135 (가수원동)","Y","체육도장업",""
"","N","",196,"20160606","폐업","2017-07-27","실내","37.3037455873","","","2층","권투","용인시","","","127.12400237","2020-06-19","신고","경기도","BEE 복싱짐","경기도 용인시 기흥구 마북로154번길 3","Y","체육도장업",""
"경기도","N","",197,"20120906","정상운영","2017-07-12","실내","37.3253550735","",223,"","권투","용인시","","","127.124868279","2022-02-26","신고","경기도","J복싱클럽","수지구 죽전로 164","Y","체육도장업",""
"","N","상록신봉종합상가",198,"20131022","정상운영","2017-07-12","실내","37.3236667087","16815",359,"상록신봉종합상가 508~509호 (신봉동)","권투","용인시","","16815","127.0764835049","2020-10-29","신고","경기도","더에이치복싱짐","경기도 용인시 수지구 신봉1로 84, 상록신봉종합상가 508~509호 (신봉동)","Y","체육도장업","경기도 용인시 수지구 신봉동 40-2 상록신봉종합상가 "
"","N","307호 (죽전동)",199,"20131024","정상운영","2017-07-12","실내","37.3314876141","16880",209,"307호","권투","용인시","죽전동","16880","127.1264536256","2022-02-26","신고","경기도","JS복싱GYM","경기도 용인시 수지구 현암로 154 (죽전동)","Y","체육도장업","경기도 용인시 수지구 죽전동 1190-1 거풍프라자"
"","N","",200,"20131024","폐업","2017-07-12","","37.3084942864","",103,"","권투","용인시","","","127.084940026","2020-06-20","신고","경기도","해피복싱","수지구 만현로 92","Y","체육도장업",""
"","N","",201,"20140722","정상운영","2017-07-12","실내","37.3279602091","",119,"","권투","용인시","","","127.068249371","2021-09-15","신고","경기도","양권정복싱짐","수지구 신봉3로 1 (신봉동)","Y","체육도장업",""
"경기도","N","",202,"","정상운영","2017-09-04","없음","37.3905530336","14072",277,"","권투","안양시","호계동","14072","126.9548119305","2020-07-27","신고","경기도","원펀치 쓰리 칼로리","경기도 안양시 동안구 평촌대로217번길 19 (호계동)","Y","체육도장업",""
"인천광역시","N","3층",203,"","정상운영","2016-12-22","없음","37.5172387789","22783",194,"","권투","서구","가정동","22783","126.6731505843","2020-07-27","신고","인천광역시","영복싱클럽","인천광역시 서구 가정로 364 (가정동)","Y","체육도장업","인천광역시 서구 가정동  516-8"
"인천광역시","N","301호",204,"","정상운영","2016-12-22","","37.5660815091","22705",193,"","권투","서구","검암동","22705","126.6802945784","2020-07-27","신고","인천광역시","고니복싱","인천광역시 서구 검암로 21 (검암동)","Y","체육도장업","인천광역시 서구 검암동  520-8"
"전라북도","N","",205,"20141016","정상운영","2016-12-31","실내","35.8446053677","54897",213,"","권투","전주시","덕진동1가","54897","127.1245203355","2020-05-25","신고","전라북도","복싱파이터","전라북도 전주시 덕진구 덕진광장로 15 (덕진동1가)","Y","체육도장업","전라북도 전주시 덕진구 덕진동1가 1314-200"
"","N","",206,"20150528","정상운영","2016-12-31","","35.8446053677","",249,"","권투","전주시","","","127.124520335","2016-12-31","신고","전라북도","복싱크래쉬","전라북도 전주시 전라북도 전주시 덕진구 덕진광장로 15 (덕진동1가)","Y","체육도장업","전라북도 전주시 전라북도 전주시 덕진구 덕진광장로 15 (덕진동1가)"
"전라북도","N","",207,"20160222","정상운영","2016-12-31","없음","35.8649403116","54830",267,"","권투","전주시","송천동1가","54830","127.1146315498","2018-10-01","신고","전라북도","공원정통 다이어트복싱","전라북도 전주시 덕진구 시천로 64 (송천동1가)","Y","체육도장업","전라북도 전주시 덕진구 송천동1가 832-3"
"전라북도","N","",208,"20160223","정상운영","2016-12-31","없음","35.8633340981","54823",250,"","권투","전주시","송천동1가","54823","127.127339732","2019-04-04","신고","전라북도","진정식복싱클럽","전라북도 전주시 덕진구 솔내로 148 (송천동1가)","Y","체육도장업","전라북도 전주시 덕진구 송천동1가 107-179"
"","N","",209,"","정상운영","2016-12-31","","35.8633340981","",136,"","권투","전주시","","","127.127339732","2020-07-27","신고","전라북도","진정식복싱클럽","전라북도 전주시 전라북도 전주시 덕진구 솔내로 148, 5층 (송천동1가)","Y","체육도장업","전라북도 전주시 전라북도 전주시 덕진구 솔내로 148, 5층 (송천동1가)"
"충청남도","N","",210,"20140429","정상운영","2016-12-27","","36.8936747529","31772","","","권투","당진시","수청동","31772","126.6443576635","2016-12-27","신고","충청남도","해나루복싱장","충청남도 당진시 시청1로 30 (수청동)","Y","체육도장업","충청남도 당진시 수청동  848-10"
"충청남도","N","",211,"20160708","정상운영","2016-12-27","없음","36.9638910377","31710",563,"","권투","당진시","유곡리","31710","126.6892712145","2022-02-08","신고","충청남도","곽우철 복싱짐 유곡점","충청남도 당진시 송산면 유곡2길 15","Y","체육도장업","충청남도 당진시 송산면 유곡리 1074"
"경기도","N","",212,"20131216","정상운영","2017-07-27","없음","37.2751248936","",156,"","권투","용인시","","","127.07188639","2020-08-01","신고","경기도","마이짐(MY GYM)","경기도 용인시 기흥구 흥덕2로87번길 17","Y","체육도장업",""
"충청북도","N","4층",213,"20161229","정상운영","2016-12-29","실내","36.6321933728","28643","","","권투","청주시","사창동","28643","127.4608064559","2022-01-18","신고","충청북도","J-Kick 복싱 체육관","충청북도 청주시 서원구 1순환로 688 (사창동)","Y","체육도장업","충청북도 청주시 서원구 사창동  492-6 주성빌딩"
"","N","지하1층",214,"20161222","폐업","2016-12-22","실내","35.8138663394","42812","","지하1층","권투","달서구","상인동","42812","128.545866382","2021-04-02","신고","대구광역시","복싱핏","대구광역시 달서구 상인서로 30-7 (상인동)","Y","체육도장업","대구광역시 달서구 상인동  1529-11"
"","N","3층",215,"20161222","폐업","2016-12-22","","35.8165942047","42761",275,"","권투","달서구","유천동","42761","128.5173649971","2020-06-19","신고","대구광역시","주) 비티","대구광역시 달서구 조암남로 158 (유천동)","Y","체육도장업","대구광역시 달서구 유천동  95"
"","N","",216,"","정상운영","2016-12-26","실내","36.6565417513","28479",231,"","권투","청주시","내덕동","28479","127.4879816561","2020-07-27","신고","충청북도","동양복싱아카데미","충청북도 청주시 청원구 중앙로 217 (내덕동)","Y","체육도장업","충청북도 청주시 청원구 내덕동  292-1"
"인천광역시","N","3층",217,"","정상운영","2016-12-22","없음","37.5439924865","22714",206,"","권투","서구","심곡동","22714","126.6775509889","2020-07-27","신고","인천광역시","용인대IS복싱클럽","인천광역시 서구 탁옥로73번길 1 (심곡동)","Y","체육도장업","인천광역시 서구 심곡동  280-4 쌍용빌딩"
"대구광역시","N","",218,"20161222","정상운영","2016-12-22","","35.8435517325","42671",127,"","권투","달서구","성당동","42671","128.5530299108","2021-08-13","신고","대구광역시","손범구 생활 체육관","대구광역시 달서구 장기로 70 (성당동)","Y","체육도장업","대구광역시 달서구 성당동 641-2"
"","N","",219,"20161222","정상운영","2016-12-22","실내","35.8072641379","42832","","4층","권투","달서구","도원동","42832","128.5344985879","2021-08-13","신고","대구광역시","대구 복싱 다이어트클럽","대구광역시 달서구 한실로 71 (도원동)","Y","체육도장업","대구광역시 달서구 도원동  1432-6"
"인천광역시","N","308,309호",220,"20161222","정상운영","2016-12-22","실내","37.5930489867","22682",166,"","권투","서구","당하동","22682","126.6949081855","2020-06-04","신고","인천광역시","용인대GX복싱","인천광역시 서구 원당대로840번길 5 (당하동)","Y","체육도장업","인천광역시 서구 당하동  1028-2 장원프라자"
"대구광역시","N","",221,"20161222","정상운영","2016-12-22","실내","35.8551576434","42612","","","권투","달서구","이곡동","42612","128.5040944895","2021-08-13","신고","대구광역시","나이스 복싱짐","대구광역시 달서구 계대동문로 108 (이곡동)","Y","체육도장업","대구광역시 달서구 이곡동  1196-6"
"대구광역시","N","",222,"20161222","정상운영","2016-12-22","실내","35.8433591642","42690",184,"4층","권투","달서구","장기동","42690","128.5329402786","2021-08-13","신고","대구광역시","엘리트 복싱클럽","대구광역시 달서구 장기로 251 (장기동)","Y","체육도장업","대구광역시 달서구 장기동  555-21"
"광주광역시","N","2층",223,"20160902","폐업","2016-12-26","실내","35.1266651251","61674",157,"","권투","남구","봉선동","61674","126.9181149472","2020-06-19","신고","광주광역시","팀맥짐 남구점","광주광역시 남구 용대로 117 (봉선동)","Y","체육도장업","광주광역시 남구 봉선동  174-16"
"전라북도","N","",224,"20090514","정상운영","2016-12-31","실내","35.8356502079","55008",264,"","권투","전주시","인후동1가","55008","127.150007036","2018-12-26","신고","전라북도","아중파워복싱","전라북도 전주시 덕진구 안덕원로 208 (인후동1가)","Y","체육도장업","전라북도 전주시 덕진구 인후동1가 594-7 태성빌딩"
"","N","",225,"","정상운영","2016-12-31","","35.8325586193","",196,"","권투","전주시","","","127.167930692","2020-07-27","신고","전라북도","아중파워복싱","전라북도 전주시 전라북도 전주시 덕진구 석소로 62 (우아동2가)","Y","체육도장업","전라북도 전주시 전라북도 전주시 덕진구 석소로 62 (우아동2가)"
"전라북도","N","",226,"20120713","정상운영","2016-12-31","없음","35.854472813658454","54905",310,"","권투","전주시","우아동3가","54905","127.1550774033737","2019-09-30","신고","전라북도","더 리얼 짐","전라북도 전주시 덕진구 견훤로 491 (우아동3가)","Y","체육도장업","전라북도 전주시 덕진구 우아동3가 602-1 반석교회"
"","N","",227,"20130325","정상운영","2016-12-31","","35.8542854789","",251,"","권투","전주시","","","127.154979617","2016-12-31","신고","전라북도","아중안골파워복싱","전라북도 전주시 전라북도 전주시 덕진구 견훤로 489 (우아동3가)","Y","체육도장업","전라북도 전주시 전라북도 전주시 덕진구 견훤로 489 (우아동3가)"
"충청남도","N","",228,"20150114","정상운영","2016-12-27","","36.8990101418","31780","","","권투","당진시","채운동","31780","126.6235946052","2016-12-27","신고","충청남도","당진Y복싱클럽","충청남도 당진시 대호만로 30-42 (채운동)","Y","체육도장업","충청남도 당진시 채운동  518-1"
"충청북도","N","엔젤알파 405호",229,"20161227","정상운영","2016-12-27","실내","36.7132541607","28120",1608,"4층","권투","청주시","양청리","28120","127.4291720973","2020-12-03","신고","충청북도","H.복싱","충청북도 청주시 청원구 오창읍 중심상업로 27","Y","체육도장업","충청북도 청주시 청원구 오창읍 양청리 819-1 엔젤알파"
"경기도","N","3층",230,"20101014","정상운영","2016-12-27","실내","37.8883923463","11361",225,"","권투","동두천시","지행동","11361","127.0571269996","2019-01-03","신고","경기도","스타복싱클럽","경기도 동두천시 평화로 2248 (지행동)","Y","체육도장업",""
"서울특별시","N","민영빌딩",231,"20170629","폐업","2017-09-05","실내","37.5388741477","05341",193,"","권투","강동구","길동","05341","127.1378960685","2020-06-19","신고","서울특별시","팀백호","서울특별시 강동구 천중로40길 50 (길동)","Y","체육도장업",""
"경기도","N","",232,"20170904","정상운영","2017-09-04","","37.4051455362","13918",165,"","권투","안양시","비산동","13918","126.9452343078","2020-12-29","신고","경기도","안양복싱체육관","경기도 안양시 동안구 평촌대로 389 (비산동)","Y","체육도장업",""
"","N","3층 1호",233,"20170904","폐업","2017-09-04","","37.4030182664","13950",124,"","권투","안양시","관양동","13950","126.9745831477","2020-10-24","신고","경기도","선인권투체육관","경기도 안양시 동안구 관악대로 472 (관양동)","Y","체육도장업",""
"대전광역시","N","2층",234,"20170810","정상운영","2017-08-23","없음","36.3360963434","35295",215,"","권투","서구","괴정동","35295","127.3832489812","2017-08-23","신고","대전광역시","용인대엘리트복싱체육관","대전광역시 서구 가장로 73 (괴정동)","Y","체육도장업",""
"","N","4층",235,"20120626","정상운영","2016-12-26","실내","37.5471436143","04149","","","권투","마포구","대흥동","04149","126.9430258009","2019-01-31","신고","서울특별시","Boxing GYM EVEREST(에버레스트 복싱짐)","서울특별시 마포구 백범로 106 (대흥동)","Y","체육도장업",""
"경기도","N","",236,"20170512","정상운영","2017-08-31","없음","","12637",190,"2층 (현암동)","권투","여주시","오학동","12637","","2022-05-24","신고","경기도","용인대 오학 복싱 다이어트 스쿨","경기도 여주시 도예로 39-16, 2층 (현암동)","Y","체육도장업","경기도 여주시 현암동 179-33 "
"충청남도","N","301호 대승빌딩",237,"20141028","정상운영","2017-08-30","실내","36.2734711709","32826","","","권투","계룡시","금암동","32826","127.2516019407","2020-01-30","신고","충청남도","계룡 다이어트 복싱Gym","충청남도 계룡시 장안로 43 (금암동)","Y","체육도장업",""
"","N","",238,"20120821","정상운영","2017-07-27","","37.2763962606","",811,"","권투","용인시","","","127.152646665","2020-09-24","신고","경기도","존슨 휘트니스 복싱클럽","경기도 용인시 기흥구 동백중앙로 265 (중동)","Y","체육도장업",""
"","N","",239,"20121206","정상운영","2017-07-27","실내","37.262265084","",242,"금화마을주공 상가 지하1층","권투","용인시","","","127.105721167","2020-09-24","신고","경기도","신순철 용인대 복싱클럽","경기도 용인시 기흥구 금화로11번길 8 (상갈동)","Y","체육도장업",""
"경기도","N","",240,"20170405","정상운영","2017-07-27","실내","37.2821467621","",83,"6층 601호","권투","용인시","","","127.159428552","2021-12-10","신고","경기도","동백복싱클럽","경기도 용인시 기흥구 동백중앙로 352","Y","체육도장업",""
"경기도","N","602",241,"20170515","정상운영","2017-07-27","실내","37.2820312228","17003",131,"경안빌딩 6층 602호","권투","용인시","동백동","17003","127.159581666","2020-09-25","신고","경기도","태웅회관","경기도 용인시 기흥구 동백7로 73 (동백동)","Y","체육도장업","경기도 용인시 기흥구 동백동 598-8 경안빌딩"
"전라북도","N","",242,"20160708","정상운영","2017-09-05","실내","35.9609246799","55319",207,"","권투","완주군","둔산리","55319","127.1273144111","2017-09-05","신고","전라북도","완주 JY 다이어트 복싱클럽","전라북도 완주군 봉동읍 원둔산1길 38","Y","체육도장업",""
"충청남도","N","203호",243,"20130314","정상운영","2017-08-30","실내","36.2885396837","32804","","","권투","계룡시","엄사리","32804","127.2425713743","2017-08-30","신고","충청남도","원투복싱클럽","충청남도 계룡시 엄사면 번영로 26","Y","체육도장업",""
"경기도","N","",244,"","정상운영","2017-09-04","없음","37.3904375693","14072",152,"","권투","안양시","호계동","14072","126.9544641913","2020-07-27","신고","경기도","평촌 권투체육관","경기도 안양시 동안구 평촌대로217번길 25 (호계동)","Y","체육도장업",""
"","N","4층",245,"20170904","폐업","2017-09-04","","37.39901313","13923",165,"","권투","안양시","비산동","13923","126.9344916206","2020-06-19","신고","경기도","안양홍수환복싱다이어트짐","경기도 안양시 동안구 관악대로 97 (비산동)","Y","체육도장업",""
"","N","2층",246,"20170904","정상운영","2017-09-04","실내","37.3716291863","14112",168,"","권투","안양시","호계동","14112","126.9582553413","2020-11-26","신고","경기도","안양윈복싱클럽","경기도 안양시 동안구 경수대로 548 (호계동)","Y","체육도장업",""
"경기도","N","",247,"20170904","정상운영","2017-09-04","없음","","13943",201,"4층 (관양동)","권투","안양시","관양동","13943","","2022-12-23","신고","경기도","경희대 복싱 아카데미","경기도 안양시 동안구 흥안대로 520, 4층 (관양동)","Y","체육도장업","경기도 안양시 동안구 관양동 1505-28 4층호"
"","N","서울특별시 강북구 솔샘로 223 (미아동, 제일은행삼양동지점)",248,"20170303","정상운영","2017-07-12","실내","37.6202806683","01188","","","권투","강북구","미아동","01188","127.0175752158","2019-01-04","신고","서울특별시","위빙복싱클럽","서울특별시 강북구 솔샘로 223 (미아동)","Y","체육도장업",""
"","N","3층",249,"","정상운영","2016-12-27","실내","36.6665211788","28331",256,"","권투","청주시","율량동","28331","127.4865681391","2020-07-27","신고","충청북도","CGS복싱다이어트","충청북도 청주시 청원구 공항로 102 (율량동)","Y","체육도장업","충청북도 청주시 청원구 율량동  925 대흥교회"
"","N","606, 607호 (새롬프라자)",250,"20161227","정상운영","2016-12-27","실내","37.6352267082","10497",0,"","권투","고양시","화정동","10497","126.8318895252","2020-06-25","신고","경기도","이레복싱클럽","경기도 고양시 덕양구 화정로 53 (화정동)","Y","체육도장업","경기도 고양시 덕양구 화정동  969-1 새롬프라자"
"","N","2층",251,"","정상운영","2016-12-31","실내","37.8532514337","10823",296,"2층","권투","파주시","문산리","10823","126.7860630769","2020-07-27","신고","경기도","팀에이스복싱","경기도 파주시 문산읍 문향로 15","Y","체육도장업","경기도 파주시 문산읍 문산리 25-5"
"경기도","N","601(일부),602호 (미라클프라자)",252,"20161226","폐업","2016-12-26","","37.6187932973","10486",213,"","권투","고양시","행신동","10486","126.8454871207","2020-06-19","신고","경기도","CM복싱체육관","경기도 고양시 덕양구 서정마을1로 4-9 (행신동)","Y","체육도장업","경기도 고양시 덕양구 행신동  1080-5 미라클프라자"
"","N","",253,"20141007","폐업","2016-12-31","","35.0599110618","","","","권투","사하구","","","128.98046621","2020-06-19","신고","부산광역시","해피복싱","부산광역시 사하구 부산광역시 사하구 다송로72번길 67 (다대동)","Y","체육도장업","부산광역시 사하구 부산광역시 사하구 다송로72번길 67 (다대동)"
"","N","3층",254,"20161227","폐업","2016-12-27","실내","37.4066697822","13988",159,"","권투","안양시","안양동","13988","126.9144025933","2023-04-08","신고","경기도","짱똘복싱클럽","경기도 안양시 만안구 안양로 405 (안양동)","Y","체육도장업",""
"","N","4층",255,"","정상운영","2016-12-27","실내","37.4039543694","13984",198,"","권투","안양시","박달동","13984","126.9075702461","2020-07-27","신고","경기도","박달복싱","경기도 안양시 만안구 박달로497번길 30 (박달동)","Y","체육도장업",""
"","N","4층",256,"20161227","폐업","2016-12-27","실내","37.4001773132","13992",106,"","권투","안양시","안양동","13992","126.9226635908","2020-06-19","신고","경기도","다이나믹복싱클럽","경기도 안양시 만안구 안양로304번길 31 (안양동)","Y","체육도장업",""
