addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"","N","",535,"","정상운영","2016-12-31","없음","35.9283856487","570959",164,"","권투","익산시","","570959","126.959496987","2020-07-27","신고","전라북도","박영길복싱다이어트클럽","서동로 2길 31 (동산동)","Y","체육도장업","전북 익산시 서동로2길 31"
"전라북도","N","",536,"","정상운영","2016-11-07","","35.4127886943","590989",186,"","권투","남원시","","590989","127.388547156","2020-07-27","신고","전라북도","장기성복싱체육관","동림로 42-1 ","Y","체육도장업","전북 남원시 동림로 42-1"
"전라북도","N","",537,"","정상운영","2016-11-07","","35.4078001337","590050",108,"","권투","남원시","","590050","127.37796765","2020-07-27","신고","전라북도","정용체육관","광한서로73","Y","체육도장업","전북 남원시 광한서로 73"
"전라남도","N","",538,"20161231","폐업","2016-12-31","","34.7938189172","530290","","","권투","목포시","","530290","126.384631397","2020-06-19","신고","전라남도","목포도일권투클럽"," 목포시 호남로58번길 6-1 (창평동)","Y","체육도장업","전남 목포시 호남로58번길 6-1"
"","N","",539,"20161231","폐업","2016-12-31","","37.5444931795","157918","","","권투","강서구","","157918","126.836963743","2020-06-19","신고","서울특별시","스프릿 멀티짐","서울특별시 강서구 강서로33가길 68 (화곡동)","Y","체육도장업","서울 강서구 강서로33가길 68"
"","N","",540,"","정상운영","2016-11-07","실내","37.5331514595","157879",165,"","권투","강서구","","157879","126.847809102","2020-07-27","신고","서울특별시","강서 문성길 복싱클럽","서울특별시 강서구 강서로16길 27, 2층 (화곡동)","Y","체육도장업","서울 강서구 강서로16길 27"
"서울특별시","N","어위쉬예다인 지하1층 B04일부, B04-1~B05-1호",541,"20161231","정상운영","2016-12-31","실내","","07574",408,"어위쉬예다인 지하1층 B04일부호,B04-1~B05-1호 (등촌동)","권투","강서구","등촌동","07574","","2022-06-23","신고","서울특별시","WEST GYM","서울특별시 강서구 양천로 452, 어위쉬예다인 지하1층 B04일부호,B04-1~B05-1호 (등촌동)","Y","체육도장업","서울특별시 강서구 등촌동 63-12 어위쉬예다인 지하1층 B04일부, B04-1~B05-1호 "
"광주광역시","N","2층",542,"","정상운영","2016-11-07","실내","35.18959141150167","61052",186,"2층","권투","북구","오치동","61052","126.89969819430326","2020-07-27","신고","광주광역시","밴텀복싱다이어트","광주광역시 북구 설죽로336번길 3 (오치동)","Y","체육도장업","광주광역시 북구 오치동 860-12"
"광주광역시","N","",543,"","정상운영","2016-11-07","","35.1859120332","500822",414,"","권투","북구","","500822","126.92163039","2020-07-27","신고","광주광역시","다성복싱클럽","광주광역시 북구 서하로 377 (문흥동)","Y","체육도장업","광주 북구 서하로 377"
"","N","",544,"","정상운영","2016-11-07","실내","35.1876512802","",147,"1층","권투","북구","","","126.903626827","2020-07-27","신고","광주광역시","고영삼복싱아카데미","광주광역시 북구 서하로 213-9 (오치동)","Y","체육도장업","광주 북구 서하로 213-9"
"광주광역시","N","4층",545,"20091230","정상운영","2016-12-31","실내","35.1853837691","62298",240,"4층","권투","광산구","신가동","62298","126.8366524088","2020-07-14","신고","광주광역시","광주제일복싱클럽","광주광역시 광산구 수등로 253 (신가동)","Y","체육도장업","광주광역시 광산구 신가동 986-4"
"광주광역시","N","3층",546,"20100427","정상운영","2016-12-31","실내","35.1737334528","62318",135,"3층","권투","광산구","운남동","62318","126.8181016865","2020-06-20","신고","광주광역시","1.3.4 리듬복싱 운남점","광주광역시 광산구 임방울대로 142-6 (운남동)","Y","체육도장업","광주광역시 광산구 운남동 387-42"
"광주광역시","N","",547,"20101111","폐업","2016-12-31","","35.1877409257","",931,"","권투","광산구","","","126.823252772","2020-06-19","신고","광주광역시","라비복싱클럽","","Y","체육도장업","임방울대로 310"
"광주광역시","N","7층",548,"20120604","폐업","2016-12-31","실내","35.1909407239","62252",1052,"7층","권투","광산구","신창동","62252","126.8374010949","2022-04-19","신고","광주광역시","1.3.4 리듬복싱 신창점","광주광역시 광산구 신창로 64 (신창동)","Y","체육도장업","광주광역시 광산구 신창동 1219 프뤼몰타운"
"광주광역시","N","5층",549,"20120822","정상운영","2016-12-31","실내","35.2136590264","62277",491,"5층","권투","광산구","월계동","62277","126.8461553341","2019-01-17","신고","광주광역시","1.3.4 리듬복싱 첨단점","광주광역시 광산구 월계로 187 (월계동)","Y","체육도장업","광주광역시 광산구 월계동 892-6"
"광주광역시","N","5층",550,"20120907","정상운영","2016-12-31","실내","35.2136530906","62276",723,"5층","권투","광산구","월계동","62276","126.8443321785","2020-12-03","신고","광주광역시","박종팔복싱체육관","광주광역시 광산구 월계로 173 (월계동)","Y","체육도장업","광주광역시 광산구 월계동 890-5"
"광주광역시","N","5층",551,"20131108","정상운영","2016-12-31","실내","35.1630757767","62355",769,"5층","권투","광산구","우산동","62355","126.8087166857","2019-01-08","신고","광주광역시","웰빙다이어트복싱클럽","광주광역시 광산구 사암로 210 (우산동)","Y","체육도장업","광주광역시 광산구 우산동 1583-2"
"서울특별시","N","",552,"20161231","정상운영","2016-12-31","실내","","03665",167,"(남가좌동)","권투","서대문구","남가좌동","03665","","2022-03-12","신고","서울특별시","YB BOXING GYM","서울특별시 서대문구 거북골로 61 (남가좌동)","Y","체육도장업","서울특별시 서대문구 남가좌동 344-36 "
"서울특별시","N","",553,"20161231","폐업","2016-12-31","실내","37.5588766439","03777",217,"4층","권투","서대문구","창천동","03777","126.9398659781","2020-07-03","신고","서울특별시","신촌복싱다이어트클럽","서울특별시 서대문구 명물길 66 (창천동)","Y","체육도장업","서울특별시 서대문구 창천동 5-21"
"경상남도","N","양산메디컬센터",554,"20141016","정상운영","2016-12-31","실내","","50629",264,"7층 701~2호 (중부동, 양산메디컬센터)","권투","양산시","중부동","50629","","2023-04-29","신고","경상남도","다이나믹 복싱 체육관","경상남도 양산시 양산역로 75, 7층 701~2호 (중부동, 양산메디컬센터)","Y","체육도장업","경상남도 양산시 중부동 690-4 양산메디컬센터 701~2호"
"서울특별시","N","지하1층",555,"20101020","폐업","2016-11-07","실내","37.5608371652","03978",0,"","권투","마포구","성산동","03978","126.9161460899","2020-06-19","신고","서울특별시","애플복싱클럽","서울특별시 마포구 월드컵북로 78 (성산동)","Y","체육도장업",""
"서울특별시","N","",556,"","정상운영","2016-12-31","","37.5395907194","158824",142,"","권투","양천구","","158824","126.833643304","2020-07-27","신고","서울특별시","복싱 바이러스 체육관","서울특별시 양천구 화곡로 104, 3층 (신월동)","Y","체육도장업","서울 양천구 화곡로 104"
"서울특별시","N","",557,"","정상운영","2016-12-31","없음","37.5287604102","158050",176,"","권투","양천구","","158050","126.864430464","2020-07-27","신고","서울특별시","비트복싱클럽","서울특별시 양천구 목동로 228(목동,지층)","Y","체육도장업","서울 양천구 목동로 228"
"","N","",558,"","정상운영","2016-12-31","","37.5489325208","158811",181,"","권투","양천구","","158811","126.868083066","2020-07-27","신고","서울특별시","용인대SM복싱클럽","서울특별시 양천구 공항대로 566(목동,지층1,2호)","Y","체육도장업","서울 양천구 공항대로 566"
"서울특별시","N","",559,"","정상운영","2016-12-31","실내","37.5258914686","158857",197,"지하1층","권투","양천구","","158857","126.861195652","2020-07-27","신고","서울특별시","용인대 S.M복싱","서울특별시 양천구 오목로 213-1(신정동)","Y","체육도장업","서울 양천구 오목로 213-1"
"","N","",560,"","정상운영","2016-12-31","실내","37.5227209842","158806",163,"","권투","양천구","","158806","126.875038833","2020-07-27","신고","서울특별시","세계권투체육관","서울특별시 양천구 신목로 90, 지하1층 (목동)","Y","체육도장업","서울 양천구 신목로 90"
"서울특별시","N","",561,"","정상운영","2016-12-31","","37.5347589975","158828",174,"","권투","양천구","","158828","126.829458733","2020-07-27","신고","서울특별시","신월복싱체육관","서울특별시 양천구 남부순환로 365 (신월동, 지하2호)","Y","체육도장업","서울 양천구 남부순환로 365"
"","N","",562,"","정상운영","2016-12-31","실내","37.5262316846","158857",225,"","권투","양천구","","158857","126.862425867","2020-07-27","신고","서울특별시","목동다이어트복싱","서울특별시 양천구 신정중앙로 96, 3층 (신정동)","Y","체육도장업","서울 양천구 신정중앙로 96"
"서울특별시","N","",563,"20161231","정상운영","2016-12-31","실내","37.463190007","153832",231,"","권투","금천구","","153832","126.897893999","2021-01-05","신고","서울특별시","태양체육관","서울특별시 금천구 시흥대로 332-1 (독산동)","Y","체육도장업","서울 금천구 시흥대로 332-1"
"","N","",564,"20100916","정상운영","2016-12-31","실내","37.4641240424","153832","","","권투","금천구","","153832","126.902866292","2021-11-19","신고","서울특별시","독산 팀타이거 복싱짐","서울특별시 금천구 독산로 191-1 (독산동)","Y","체육도장업","서울 금천구 독산로 191-1"
"서울특별시","N","",565,"20110713","정상운영","2016-12-31","실내","37.4527738887","153858",130,"","권투","금천구","","153858","126.901651331","2018-12-31","신고","서울특별시","TEAM WILD WOLF","서울특별시 금천구 시흥대로 212 (시흥동,종두빌딩 3층)","Y","체육도장업","서울 금천구 시흥대로 212"
"서울특별시","N","",566,"20151228","폐업","2016-12-31","","37.4673881988","153821","","","권투","금천구","","153821","126.901528192","2020-06-19","신고","서울특별시","국제체육관","서울특별시 금천구 독산로 229 (독산동)","Y","체육도장업","서울 금천구 독산로 229"
"경기도","N","",567,"20040805","폐업","2016-12-31","","37.3125378391","425809",246,"","권투","안산시","","425809","126.83859858","2020-06-19","신고","경기도","베스트복싱클럽"," 경기도 안산시 단원구 민속공원로 79 (고잔동,지층) ","Y","체육도장업","경기 안산시 단원구 민속공원로 79"
"경기도","N","",568,"20060713","정상운영","2016-12-31","","37.3445195362","425831",162,"","권투","안산시","","425831","126.815512065","2016-12-31","신고","경기도","화랑복싱체육관"," 경기도 안산시 단원구 달미로 98, 지층호 (선부동) ","Y","체육도장업","경기 안산시 단원구 달미로 98"
"경기도","N","",569,"20080214","폐업","2016-12-31","","37.33266111","425830",136,"","권투","안산시","","425830","126.808161454","2020-06-19","신고","경기도","천지복싱클럽"," 경기도 안산시 단원구 선부광장1로 162 (선부동,5층일부) ","Y","체육도장업","경기 안산시 단원구 선부광장1로 162"
"경기도","N","",570,"20080322","정상운영","2016-12-31","실내","37.3088103628","425854",295,"","권투","안산시","","425854","126.815833979","2022-12-21","신고","경기도","안산이철형복싱교실"," 경기도 안산시 단원구 광덕1로 55 (초지동,21C타워 301호) ","Y","체육도장업","경기 안산시 단원구 광덕1로 55"
"경기도","N","",571,"20090218","정상운영","2016-12-31","","37.3171102804","425716",250,"","권투","안산시","","425716","126.837717873","2021-11-05","신고","경기도"," 안산제일복싱체육관 "," 경기도 안산시 단원구 중앙대로 907, 3동 206호 (고잔동,안산종합상가) ","Y","체육도장업","경기 안산시 단원구 중앙대로 907"
"","N","지하",572,"","정상운영","2016-12-31","실내","37.5181590148","08064",147,"지하","권투","양천구","신월동","08064","126.8424778143","2020-07-27","신고","서울특별시","극동서부 권투체육관","서울특별시 양천구 신월로 170 (신월동)","Y","체육도장업","서울특별시 양천구 신월동 575-1"
"서울특별시","N","지하1층",573,"20161107","폐업","2016-11-07","","37.5253110879","158860",771,"","권투","양천구","","158860","126.864178775","2020-06-19","신고","서울특별시","명복싱멀티짐","서울특별시 양천구 목동로 189, 지층 (신정동)","Y","체육도장업","서울 양천구 목동로 189"
"","N","",574,"","정상운영","2016-12-31","실내","37.5478241906","157918",203,"","권투","강서구","","157918","126.83503274","2020-07-27","신고","서울특별시","반달곰권투체육관","서울특별시 강서구 강서로45길 19, 지층 (화곡동, 호은빌딩)","Y","체육도장업","서울 강서구 강서로45길 19"
"","N","5층",575,"20161231","정상운영","2016-12-31","실내","37.56950422422849","07529",245,"5층","권투","강서구","","07529","126.84180830045662","2021-04-29","신고","서울특별시","J.W Boxing Club","서울특별시 강서구 강서로 494 (가양동)","Y","체육도장업","서울특별시 강서구 가양동 151-10 다래빌딩"
"서울특별시","N","",576,"20161231","정상운영","2016-12-31","","37.5667401997","157851",158,"","권투","강서구","","157851","126.812429942","2020-12-31","신고","서울특별시","WS복싱클럽","서울특별시 강서구 방화동로 69-1 (방화동,2층)","Y","체육도장업","서울 강서구 방화동로 69-1"
"경기도","N","",577,"20161231","정상운영","2016-12-31","실내","37.5403109368","465813",212,"","권투","하남시","","465813","127.201443949","2022-03-12","신고","경기도","스타일복싱","경기도 하남시 신장로 162, 4층 (덕풍동)","Y","체육도장업",""
"경기도","N","",578,"20161231","폐업","2016-12-31","없음","37.5385463143","465804",278,"","권투","하남시","","465804","127.202769818","2020-06-19","신고","경기도","Family Gym"," 경기도 하남시 신장로 139, 2층 (덕풍동) ","Y","체육도장업",""
"경기도","N","",579,"20100713","정상운영","2016-12-31","실내","37.2530744255","467866",296,"","권투","이천시","","467866","127.490688877","2019-08-26","신고","경기도","double k 복싱체육관","경기도 이천시 부발읍 경충대로 2096-27","Y","체육도장업","경기 이천시 부발읍 경충대로 2096-27"
"","N","",580,"20161231","정상운영","2016-12-31","실내","37.5396043049","465710",137,"","권투","하남시","","465710","127.227384897","2023-05-18","신고","경기도","스타일복싱 2호점","경기도 하남시 대청로 119, 부영상가 307호(신장동)","Y","체육도장업",""
"대전광역시","N","",581,"","정상운영","2016-12-31","실내","36.3867494871","305805",0,"","권투","유성구","","305805","127.350381781","2020-07-27","신고","대전광역시","로하스복싱클럽","대전광역시 유성구 신성남로 51, 7층 (신성동)","Y","체육도장업","대전 유성구 신성남로 51"
"대전광역시","N","",582,"","정상운영","2016-12-31","실내","36.361502786977184","34137",245,"","권투","유성구","궁동","34137","127.34772820761617","2020-07-27","신고","대전광역시","금성 복싱체육관","대전광역시 유성구 대학로 127 (궁동)","Y","체육도장업","대전광역시 유성구 궁동 418-1"
"","N","",583,"","정상운영","2016-12-31","실내","36.3545061801","305301",245,"","권투","유성구","","305301","127.340174714","2020-02-05","신고","대전광역시","대전유성 복싱클럽","대전광역시 유성구 계룡로 83, 5층 (봉명동, 봉명빌딩)","Y","체육도장업","대전 유성구 계룡로 83"
"","N","",584,"20150506","정상운영","2016-12-31","","35.1493225959","506100",422,"","권투","광산구","","506100","126.770185289","2019-01-17","신고","광주광역시","호대권투체육관","어등대로 420-1, 3층 (선암동)","Y","체육도장업","광주 광산구 어등대로 420-1"
"","N","",585,"","정상운영","2016-12-31","실내","36.3918916979","34068",220,"3층","권투","유성구","반석동","34068","127.3119813576","2020-07-27","신고","대전광역시","로하스복싱클럽","대전광역시 유성구 반석동로 52 (반석동)","Y","체육도장업","대전광역시 유성구 반석동 638-1"
"대전광역시","N","",586,"20161231","폐업","2016-12-31","","36.373583237","305330","","","권투","유성구","","305330","127.318902009","2020-06-19","신고","대전광역시","투혼체육관","대전광역시 유성구 은구비남로33번길 13-38, 지하1층 (지족동, 웰컴빌딩)","Y","체육도장업","대전 유성구 은구비남로33번길 13-38"
"울산광역시","N","",587,"","정상운영","2016-11-07","","35.5593430796","681240",272,"","권투","중구","","681240","129.314989123","2020-01-30","신고","울산광역시","수용권투","울산광역시 중구 옹수골길 1 (교동)","Y","체육도장업","울산 중구 옹수골길 1"
"","N","",588,"20081001","정상운영","2016-11-07","실내","35.5624904928","681804",195,"","권투","중구","","681804","129.341430678","2021-04-30","신고","울산광역시","정인권투체육관","울산광역시 중구 구교로 203 (반구동)","Y","체육도장업","울산 중구 구교로 203"
"","N","",589,"20110616","정상운영","2016-11-07","실내","35.5676442584","681430",194,"","권투","중구","","681430","129.341258669","2022-04-06","신고","울산광역시","너클파트복싱클럽 너클조","울산광역시 중구 평산1길 2 (약사동,3층)","Y","체육도장업","울산 중구 평산1길 2"
"","N","",590,"20060817","정상운영","2016-12-31","실내","37.626141","139801","","","권투","노원구","","139801","127.073065889","2019-01-15","신고","서울특별시","유명우권투체육관","서울특별시 노원구 동일로 1078(공릉동,(지층))","Y","체육도장업","서울 노원구 동일로 1078"
"서울특별시","N","",591,"20160104","정상운영","2016-12-31","실내","37.56720548","110102",172,"","권투","종로구","","110102","126.967486976","2022-09-17","신고","서울특별시","풍산권투체육관","서울특별시 종로구 새문안로 15-1, 9층 (평동)","Y","체육도장업","서울 종로구 새문안로 15-1"
"","N","",592,"19941228","정상운영","2016-12-31","실내","37.5652558272","100889",171,"","권투","중구","","100889","127.013487505","2019-01-24","신고","서울특별시","중앙체육관","서울 중구 신당동 250-32,33","Y","체육도장업","서울 중구 신당동 250-32"
"","N","",593,"","정상운영","2016-12-31","","37.5609462207","100273",109,"","권투","중구","","100273","126.998474311","2020-07-27","신고","서울특별시","PS권투체육관","서울 중구 필동3가 18-3 4층","Y","체육도장업","서울 중구 필동3가 18-3"
"경기도","N","",594,"20050429","정상운영","2016-12-31","실내","37.5915842287","471828",199,"","권투","구리시","","471828","127.139392762","2021-12-23","신고","경기도","김태식 복싱클럽","경기도 구리시 체육관로80번길 24, 3층 (수택동)","Y","체육도장업","경기 구리시 체육관로80번길 24"
"서울특별시","N","",595,"","정상운영","2016-12-31","","37.5132814218","",100,"","권투","양천구","","","126.855504714","2020-07-27","신고","서울특별시","Mr.킥복싱","","Y","체육도장업","서울특별시 양천구 신정로 312"
"","N","",596,"20130625","정상운영","2016-12-31","실내","37.5654422531","100819",210,"","권투","중구","","100819","127.020337706","2019-01-16","신고","서울특별시","박창환 복싱클럽","서울특별시 중구 퇴계로 438-1 (신당동)","Y","체육도장업","서울 중구 퇴계로 438-1"
"","N","",597,"20160205","정상운영","2016-12-31","실내","37.563197132","100831",141,"","권투","중구","","100831","127.019377286","2021-11-11","신고","서울특별시","SD 복싱짐","서울특별시 중구 퇴계로88길 63 (신당동)","Y","체육도장업","서울 중구 퇴계로88길 63"
"","N","",598,"","정상운영","2016-12-31","실내","37.5351891218","04363",198,"","권투","용산구","원효로2가","04363","126.960626328","2020-07-27","신고","서울특별시","조인주복싱교실","서울특별시 용산구 원효로 159 (원효로2가)","Y","체육도장업",""
"서울특별시","N","5층",599,"20161231","정상운영","2016-12-31","실내","37.5319663488","04410",190,"","권투","용산구","한남동","04410","127.0059374754","2022-12-07","신고","서울특별시","레거시 복싱짐(Legacy Boxing Gym)","서울특별시 용산구 대사관로34길 27 (한남동)","Y","체육도장업","서울특별시 용산구 한남동 621-1"
"서울특별시","N","2층",600,"20161231","폐업","2016-12-31","없음","37.5453627508","04320",128,"","권투","용산구","갈월동","04320","126.9715701563","2020-06-19","신고","서울특별시","P.S체육관","서울특별시 용산구 한강대로 303 (갈월동)","Y","체육도장업",""
"서울특별시","N","",601,"","정상운영","2016-12-31","실내","37.5789248253","03681",149,"3층","권투","서대문구","북가좌동","03681","126.9102661193","2020-07-27","신고","서울특별시","구심삼산이글 체육관","서울특별시 서대문구 응암로 63 (북가좌동)","Y","체육도장업","서울특별시 서대문구 북가좌동 307-4"
"울산광역시","N","5층",602,"20161231","정상운영","2016-12-31","실내","35.574271715207146","44924",189,"5층","권투","울주군","구영리","44924","129.24122376258333","2021-06-08","신고","울산광역시","라인뮤직복싱클럽","울산광역시 울주군 범서읍 구영로 94","Y","체육도장업","울산광역시 울주군 범서읍 구영리 851-4 엠프라자"
"","N","",603,"20161231","정상운영","2016-12-31","실내","36.3861480803","305330",0,"","권투","유성구","","305330","127.317963593","2021-05-01","신고","대전광역시","노은수복싱다이어트","대전광역시 유성구 지족로364번길 19, 4층 402,403호 (지족동)","Y","체육도장업",""
"대전광역시","N","",604,"20161231","정상운영","2016-12-31","실내","36.4346864767","305802","","","권투","유성구","","305802","127.38704315","2020-06-04","신고","대전광역시","송강 홍복싱 K-1클럽","대전광역시 유성구 구즉로58번길 31-17 (송강동, 2층)","Y","체육도장업",""
"","N","",605,"","정상운영","2016-12-31","실내","36.3993867271","305810","","","권투","유성구","","305810","127.403183282","2020-07-27","신고","대전광역시","홍복싱(MMA)주짓수","대전광역시 유성구 유성대로 1746 (전민동,3층)","Y","체육도장업",""
"서울특별시","N","상가 201호",606,"","정상운영","2016-12-31","실내","37.5391385007","158815",30,"상가 201호","권투","양천구","","158815","126.866335203","2020-07-27","신고","서울특별시","즐거워 GYM","서울특별시 양천구 목동중앙본로7길 45 (목동, 보미리즌빌)","Y","체육도장업","서울 양천구 목동중앙본로7길 45"
"서울특별시","N","",607,"20161231","폐업","2016-12-31","","37.5380335074","158814",150,"","권투","양천구","","158814","126.864431781","2020-06-19","신고","서울특별시","팀건","서울특별시 양천구 목동중앙남로9길 38, 3층 (목동)","Y","체육도장업","서울 양천구 목동중앙남로9길 38"
"서울특별시","N","",608,"20161231","폐업","2016-12-31","","37.521909718","158861",182,"","권투","양천구","","158861","126.861773167","2020-06-19","신고","서울특별시","TEAM RSC","서울특별시 양천구 신월로 366, 지하1층 (신정동)","Y","체육도장업","서울 양천구 신월로 366"
"","N","",609,"","정상운영","2016-12-31","실내","37.5218481197","158849",194,"","권투","양천구","","158849","126.874384178","2020-07-27","신고","서울특별시","코리안 탑 팀","서울특별시 양천구 신목로 80, 3층 (신정동)","Y","체육도장업","서울 양천구 신목로 80"
"경기도","N","",610,"20110523","정상운영","2016-12-31","실내","","15465",143,"201호 (고잔동)","권투","안산시","","15465","","2022-12-31","신고","경기도","세계복싱클럽","경기도 안산시 단원구 광덕3로 247, 201호 (고잔동)","Y","체육도장업","경기도 안산시 단원구 고잔동 760-5 201호"
"경기도","N","",611,"20111128","폐업","2016-12-31","","37.3328299976","",106,"","권투","안산시","","","126.807849591","2020-06-19","신고","경기도","안산신한복싱체육관","","Y","체육도장업"," 경기도 안산시 단원구 선부광장1로 166"
"경기도","N","",612,"20120712","정상운영","2016-12-31","없음","37.3087432162","425906",199,"","권투","안산시","","425906","126.831229414","2019-01-20","신고","경기도","5310복싱클럽"," 경기도 안산시 단원구 광덕2로 186-9, 401호 (고잔동) ","Y","체육도장업","경기 안산시 단원구 광덕2로 186-9"
"경기도","N","",613,"20150304","정상운영","2016-12-31","실내외","37.3276104574","425907","","","권투","안산시","","425907","126.800844822","2021-10-26","신고","경기도","안산제일복싱클럽"," 경기도 안산시 단원구 라성로 40, A동 4층 2호 (원곡동, 반월종합상가) ","Y","체육도장업","경기 안산시 단원구 라성로 40"
"서울특별시","N","",614,"19900630","폐업","2016-12-31","","37.5737860083","110863",91,"","권투","종로구","","110863","127.016934885","2020-06-19","신고","서울특별시","와룡체육관","서울특별시 종로구 종로57길 8 (숭인동,지하1층)","Y","체육도장업","서울 종로구 종로57길 8"
"서울특별시","N","",615,"20130909","정상운영","2016-12-31","실내","37.5689784713","110111",272,"","권투","종로구","","110111","126.984320391","2022-08-06","신고","서울특별시","익스트림피트니스복싱클럽","서울특별시 종로구 청계천로 61, 3층 (관철동, 관철동 빌딩)","Y","체육도장업","서울 종로구 청계천로 61"
"서울특별시","N","",616,"20150513","정상운영","2016-12-31","","37.5833954187","110522",134,"","권투","종로구","","110522","126.998867843","2022-10-05","신고","서울특별시","챔프복싱짐","서울특별시 종로구 창경궁로 241-1, 3층 (명륜2가)","Y","체육도장업","서울 종로구 창경궁로 241-1"
"서울특별시","N","",617,"20150724","정상운영","2016-12-31","","37.6067744651","110847",284,"","권투","종로구","","110847","126.971288587","2016-12-31","신고","서울특별시","BBOX FIT","서울특별시 종로구 평창문화로 92 (평창동, 지하1층)","Y","체육도장업","서울 종로구 평창문화로 92"
"","N","",618,"","정상운영","2016-12-31","실내","37.693640119","415867","","","권투","김포시","","415867","126.598189398","2020-07-27","신고","경기도","용인대TJ복싱체육관","경기도 김포시 통진읍 조강로82번길 29","Y","체육도장업","경기 김포시 통진읍 조강로82번길 29"
"울산광역시","N","",619,"","정상운영","2016-12-31","","35.5540686529","683390",186,"","권투","북구","","683390","129.356714867","2020-07-27","신고","울산광역시","B&A복싱클럽","울산광역시 북구 명촌로 73, 3층 (명촌동, 인경빌딩)","Y","체육도장업","울산 북구 명촌로 73"
"울산광역시","N","",620,"","정상운영","2016-12-31","","35.6297240366","683500",322,"","권투","북구","","683500","129.333033907","2020-07-27","신고","울산광역시","임의택복싱짐 천곡점","울산광역시 북구 가재길 24, 4층 (천곡동)","Y","체육도장업","울산 북구 가재길 24"
"울산광역시","N","3층",621,"20161231","폐업","2016-12-31","실내","35.56773082977567","44925",187,"3층","권투","울주군","구영리","44925","129.24369271135825","2020-06-19","신고","울산광역시","대룡권투체육관","울산광역시 울주군 범서읍 점촌6길 5-13","Y","체육도장업","울산광역시 울주군 범서읍 구영리 387-1"
"울산광역시","N","",622,"","정상운영","2016-12-31","","35.5657513657","689804",258,"","권투","울주군","","689804","129.124617088","2020-07-27","신고","울산광역시","이경규복싱클럽","언양읍 동문길 62","Y","체육도장업","울산 울주군 언양읍 동문길 62"
"울산광역시","N","",623,"20161231","정상운영","2016-12-31","실내","35.4105427544","689903",189,"","권투","울주군","","689903","129.280596287","2022-11-11","신고","울산광역시","두드림 복싱 다이어트","온양읍 온양로 82","Y","체육도장업","울산 울주군 온양읍 온양로 82"
"서울특별시","N","",624,"","정상운영","2016-12-31","실내","37.5589062884","120834",168,"","권투","서대문구","","120834","126.934614468","2020-07-27","신고","서울특별시","엑투 복싱","서울특별시 서대문구 연세로11길 39 (창천동,4층)","Y","체육도장업","서울 서대문구 연세로11길 39"
"서울특별시","N","",625,"","정상운영","2016-12-31","실내","37.5574224167","120822",80,"","권투","서대문구","","120822","126.951587688","2020-07-27","신고","서울특별시","제이제이팀복싱킥복싱MMA","서울특별시 서대문구 신촌로 231 (북아현동,백상빌딩 (지층))","Y","체육도장업","서울 서대문구 신촌로 231"
"서울특별시","N","지층",626,"","정상운영","2016-12-31","실내","37.5822495837","03678",221,"지층","권투","서대문구","북가좌동","03678","126.9127935914","2020-07-27","신고","서울특별시","가재울복싱체육관","서울특별시 서대문구 응암로 105 (북가좌동)","Y","체육도장업","서울특별시 서대문구 북가좌동 327-2"
"","N","3층",627,"20091216","정상운영","2016-11-07","실내","35.5302036697","44739",168,"","권투","남구","신정동","44739","129.3166293276","2019-01-14","신고","울산광역시","울산권투체육관","울산광역시 남구 수암로 77 (신정동)","Y","체육도장업","울산광역시 남구 신정동  1833-8"
"","N","",628,"20101105","폐업","2016-11-07","","35.543385162","680805",384,"","권투","남구","","680805","129.331543589","2020-06-19","신고","울산광역시","탑킥복싱체육관","울산광역시 남구 돋질로 241 (달동)","Y","체육도장업","울산 남구 돋질로 241"
"울산광역시","N","3층",629,"20141226","폐업","2016-11-07","","35.5407417241","680808",166,"","권투","남구","","680808","129.25836601","2020-01-30","신고","울산광역시","울산복싱클럽","울산광역시 남구 대학로 62 (무거동)","Y","체육도장업","울산 남구 대학로 62"
"울산광역시","N","2층",630,"20151001","폐업","2016-11-07","","35.530923629","44730",261,"","권투","남구","신정동","44730","129.3153625398","2020-06-19","신고","울산광역시","더원 복싱 다이어트클럽","울산광역시 남구 수암로 65 (신정동)","Y","체육도장업","울산광역시 남구 신정동  813-9 치술령카센터"
"울산광역시","N","3층",631,"20151130","폐업","2016-11-07","","35.5482306814","44669",228,"","권투","남구","신정동","44669","129.3080630478","2020-06-19","신고","울산광역시","심수용 복싱클럽 신정관","울산광역시 남구 봉월로 178 (신정동)","Y","체육도장업","울산광역시 남구 신정동  518-33"
"울산광역시","N","",632,"20151210","폐업","2016-12-31","없음","35.4834457735","682831",166,"","권투","동구","","682831","129.409697063","2020-06-19","신고","울산광역시","파라에스트라 울산","울산광역시 동구 화잠8길 10, 3층 (방어동)","Y","체육도장업",""
"울산광역시","N","",633,"20091215","정상운영","2016-12-31","실내","35.4879039866","682805",242,"","권투","동구","","682805","129.421402392","2022-08-11","신고","울산광역시","위더스체육관(권투)","울산광역시 동구 방어진순환도로 493 (방어동)","Y","체육도장업","울산 동구 방어진순환도로 493"
