addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,sdwn_ymd,faci_gfa,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경기도","N",711,"20020116","정상운영","2017-11-01","실내","37.2359239018614","17342","",168,"JpQy1xHk/o2FcQRfsUKd560m8WGWfXugTZ7DJDeEnaM=","태권도","이천시","사동리","이천시","17342","127.494031165744","2023-05-08","신고","경기도","차오름 태권도","경기도 이천시 대월면 사동로 73","Y","체육도장업","경기도 이천시 대월면 사동리 110-5 새마을금고대월지점"
"인천광역시","N",712,"20161221","정상운영","2016-12-21","실내","","404310","",125,"Pm5IRBMhxXFnkGd4j3KacsTk7AqNcdJZqy1sMiicyaM=","태권도","서구","당하동","서구","404310","","2023-03-28","신고","인천광역시","국가대표 인성태권도장","인천광역시 서구 청마로167번길 3, 4층 405호 (당하동, 대우프라자)","Y","체육도장업","인천광역시 서구 당하동 1097-10 "
"충청북도","N",713,"20161205","정상운영","2016-12-05","실내","36.6162143608","28413","",250,"obbmOMQ+FOWxyldOlcROeph+AF1Sh7Tm+kujuGrd5ts=","태권도","청주시","가경동","청주시 흥덕구","28413","127.4408405374","2023-05-09","신고","충청북도","튼튼유도","충청북도 청주시 흥덕구 풍년로 26 (가경동)","Y","체육도장업","충청북도 청주시 흥덕구 가경동  1685 명인투플러스"
"울산광역시","N",714,"20120223","정상운영","2017-09-07","실내","35.6525940915","44213","",166,"2spqA7sB6M9IBk7VL8WuGihvWfgeniiXEpJXDrmAOTQ=","태권도","북구","중산동","북구","44213","129.3488942209","2023-03-28","신고","울산광역시","마루태권도","울산광역시 북구 중산3길 2 (중산동)","Y","체육도장업","울산광역시 북구 중산동 1285-1"
"","N",715,"20161227","정상운영","2016-12-27","실내","37.6904883156","10286","","","jgTgDkp72Q6qZhkcUhMBsnc3bp8odJcQxN3JVZrMI9c=","태권도","고양시","관산동","","10286","126.8648077874","2023-03-28","신고","경기도","용인대 세심 태권도장","경기도 고양시 덕양구 통일로780번길 56 (관산동)","Y","체육도장업","경기도 고양시 덕양구 관산동  338-1 관산프라자"
"충청남도","N",716,"20170224","정상운영","2017-02-24","실내","36.7059848682","32406","",107,"7xU0ynxhUD94cFmXRur5H8DE+PPZ7l2Fs5WGpkAw+v4=","태권도","예산군","읍내리","예산군","32406","126.668099792","2023-05-15","신고","충청남도","태권도덕산체육관","충청남도 예산군 덕산면 봉운로 40","Y","체육도장업","충청남도 예산군 덕산면 읍내리 351-9"
"경기도","N",717,"20230315","정상운영","2023-03-28","실내","37.1707683717644","18109","",286,"","태권도","오산시","금암동","오산시","18109","127.051451140948","2023-03-28","신고","경기도","러스태권도","경기도 오산시 금암로11번길 5(금암동)","Y","체육도장업","경기도 오산시 금암동 542-11"
"경기도","N",718,"20171101","정상운영","2021-04-15","실내","","14988","",171,"Pg50IxchKA8Miet9pJ3mmfIlFSbLXxM8SOr5QUjLV7A=","태권도","시흥시","조남동","시흥시","14988","","2023-04-05","신고","경기도","국가대표 해솔 태권도장","경기도 시흥시 목감둘레로 59-19, 3층 301,302호 (조남동)","Y","체육도장업","경기도 시흥시 조남동 664-2 한신프라자 "
"","N",719,"20160905","정상운영","2017-12-15","실내","37.114350425","","",131,"j5WtPmjactn7w5jYksXS0n7VCj2RMdZ7GJ7W3+ZY0Qc=","태권도","화성시","","","","126.910115201","2023-02-25","신고","경기도","아이언 태권도장","경기도 화성시 경기도 화성시 향남읍 상신하길로274번길 21, 상가동 201호 (서봉마을사랑으로부영7단지아파트)","Y","체육도장업","경기도 화성시 경기도 화성시 향남읍 상신하길로274번길 21, 상가동 201호 (서봉마을사랑으로부영7단지아파트)"
"경기도","N",720,"20161231","정상운영","2016-12-31","실내","","15866","",147,"jqpOR0hoBKmNPUbQknDJn7QzTOn3GB/fSsKo00TZsVY=","태권도","군포시","산본동","군포시","15866","","2023-03-28","신고","경기도","등대지기 태권도장","경기도 군포시 산본천로 18, 을지아파트 상가 208층 (산본동)","Y","체육도장업","경기도 군포시 산본동 1145-14 을지아파트 상가 "
"경기도","N",721,"20161231","정상운영","2016-12-31","실내","37.3584420076648","15836","",151,"AupD/x145eXNFAwn4ojtpeP0A4aeE/yFkEd7zCn8/pI=","태권도","군포시","금정동","군포시","15836","126.936864352768","2023-03-28","신고","경기도","재궁태권도장","경기도 군포시 산본로 296-1(금정동)","Y","체육도장업","경기도 군포시 금정동 849-2 주공1단지내 상가"
"","N",722,"20130124","정상운영","2017-09-07","실내","","12102","",164,"6/hnVoICbOIo7sZ1xoIxxzFwin93kLyfRuMzzeuKP7g=","태권도","남양주시","","","12102","","2023-02-25","신고","경기도","용인대 소나무향기 태권도","경기도 남양주시 별내5로5번길 7, 삼양빌딩 501호 (별내동)","Y","체육도장업","경기도 남양주시 별내동 1097-3 삼양빌딩 501호"
"경기도","N",723,"19950811","정상운영","2016-12-31","실내","37.2941691075","","",127,"R+OlTRdVLxiIZ0e5dtXj0gYcv3GdinzOGGC+CvBuvPU=","태권도","안산시","","안산시","","126.862696205","2023-02-25","신고","경기도","안산 도담태권도장","","Y","체육도장업"," 경기도 안산시 상록구 샘골로 115"
"서울특별시","N",724,"20220905","정상운영","2022-11-07","없음","37.5244569257546","07928","",84,"fAyn1yZ1lYIuaTBj9c6Oue8VuKmxkzUqsQu2q1s8bCw=","태권도","양천구","","양천구","07928","126.838012822874","2023-03-06","신고","서울특별시","태남태사 키즈 태권도","서울특별시 양천구 오목로3길 37(신월동)","Y","체육도장업","서울특별시 양천구 신월동 416-2"
"","N",725,"20180214","정상운영","2018-07-27","실내","36.9823481552","27372","",212,"pwAZ55J7mFtmoeCeqVN9nAhw2OapVKKbhWpePMuMcfU=","태권도","충주시","연수동","","27372","127.9433946381","2023-04-05","신고","충청북도","연세대 리더스 태권도","충청북도 충주시 국원초4길 19 (연수동)","Y","체육도장업","충청북도 충주시 연수동 1674"
"경상북도","N",726,"20040312","정상운영","2016-12-31","실내","36.4175994861854","37186","",371,"/F4YLxDMMsa+TQpyxBTpy8aoF256MJe36JHlKyNa9oU=","태권도","상주시","서문동","상주시","37186","128.158245846819","2023-05-08","신고","경상북도","김교철태권도교육관","경상북도 상주시 서문길 127-12 (서문동)","Y","체육도장업","경상북도 상주시 서문동 115-1"
"경기도","N",727,"20201217","정상운영","2023-04-18","없음","0","18314","",159,"","태권도","화성시","","화성시","18314","0","2023-04-19","신고","경기도","무향 태권도장","경기도 화성시 봉담읍 매봉로 443","Y","체육도장업","경기도 화성시 봉담읍 상리 692-4"
"경기도","N",728,"20210108","정상운영","2023-04-18","없음","0","18305","",183,"","태권도","화성시","","화성시","18305","0","2023-04-19","신고","경기도","봉담 퍼스트 태권도","경기도 화성시 봉담읍 상리3길 87","Y","체육도장업","경기도 화성시 봉담읍 수영리 685 화성봉담2 그랑드비체"
"경기도","N",729,"20220726","정상운영","2023-04-18","없음","","18321","",119,"","태권도","화성시","","화성시","18321","","2023-04-19","신고","경기도","용인대해오름태권도장","경기도 화성시 봉담읍 와우로73번길 15-7, 봉담그대가 3단지 제2동 3층 307,308,309호","Y","체육도장업","경기도 화성시 봉담읍 와우리 589 봉담그대가 3단지 "
"","N",730,"20060131","정상운영","2016-12-31","실내","","02710","",166,"kVhd3KMEHSan6KUr2nUlDp0SvYNvdX5JnvFX46QOL/4=","태권도","성북구","","","02710","","2023-04-19","신고","서울특별시","정릉 용인대 태권도장","서울특별시 성북구 정릉로23길 48-3, 2층 (정릉동)","Y","체육도장업","서울특별시 성북구 정릉동 405-8 "
"경상북도","N",731,"20131018","정상운영","2016-12-31","실내외","","39146","",152,"EVW5aXZW3626i99T5KRn3mT6oLrk4zjgjhS3SE7fvcw=","태권도","구미시","","구미시","39146","","2023-03-28","신고","경상북도","푸르지오 태권도","경상북도 구미시 고아읍 들성로 123, 상가동 3층 303~305호 (푸르지오아파트)","Y","체육도장업","경상북도 구미시 고아읍 원호리 199-1 "
"울산광역시","N",732,"20200611","정상운영","2020-06-19","실내","35.5853806351898","44244","",338,"Y6ZEJLqkWgN+U0y1GDi+WAD6v+2f1dbCR2IW443Y7dg=","태권도","북구","연암동","북구","44244","129.367470005786","2023-03-29","신고","울산광역시","월드베스트 태권도 2관","울산광역시 북구 두부곡4길 18 (연암동)","Y","체육도장업","울산광역시 북구 연암동 373-10"
"경기도","N",733,"20100518","정상운영","2016-12-21","실내","37.1975039851","18105","",197,"5oJBQXFNe1yQ1fzmN+7Ft3HNsj45Zt/MHoTBoaqeyJU=","태권도","오산시","양산동","오산시","18105","127.0343271961","2023-04-21","신고","경기도","경희대 L.S 태권도장","경기도 오산시 양산로 462 (양산동)","Y","체육도장업","경기도 오산시 양산동  668-1 세마이편한세상"
"경기도","N",734,"20041210","정상운영","2016-12-20","실내","","18146","",336,"av3EmKbqaMIrU1RlW0bWcY/i+paQky2F0DUBsNpOeQY=","태권도","오산시","갈곶동","오산시","18146","","2023-04-21","신고","경기도","대원 명문 태권도장","경기도 오산시 경기대로 53, 신웅빌딩 (갈곶동)","Y","체육도장업","경기도 오산시 갈곶동 259 신웅빌딩 "
"경기도","N",735,"20170131","정상운영","2017-01-31","실내","","14947","","","pB/B1mOiOFGvMZkrVid3fcZXi4CRmM5jCGrWuzDODYQ=","태권도","시흥시","신천동","시흥시","14947","","2023-04-20","신고","경기도","국가대표부부태권스쿨","경기도 시흥시 수인로3413번길 33, 3층 (신천동, 가원빌딩)","Y","체육도장업","경기도 시흥시 신천동 817-1 가원빌딩 3층 "
"경기도","N",736,"20230426","정상운영","2023-04-27","없음","37.3784885547249","14996","",110,"","태권도","시흥시","장곡동","시흥시","14996","126.789744640924","2023-04-27","신고","경기도","장곡 VTA 태권도장","경기도 시흥시 진말1로 8 (장곡동)","Y","체육도장업","경기도 시흥시 장곡동 934-1"
"경기도","N",737,"20230112","정상운영","2023-03-06","없음","0","14783","",0,"","태권도","부천시","","부천시","14783","0","2023-03-06","신고","경기도","범박태권도장","경기도 부천시 범안로 141-12(범박동)","Y","체육도장업","경기도 부천시 범박동 44-7 로뎀교회"
"경기도","N",738,"20171107","정상운영","2023-03-06","없음","0","11812","",380,"","태권도","의정부시","","의정부시","11812","0","2023-03-07","신고","경기도","영웅태권도장","경기도 의정부시 송양로 93(민락동, 민락2지구 18단지 호반베르디움)","Y","체육도장업","경기도 의정부시 민락동 894 민락2지구 18단지 호반베르디움"
"경기도","N",739,"20171229","정상운영","2023-03-06","실내","0","11812","",96,"","태권도","의정부시","","의정부시","11812","0","2023-03-07","신고","경기도","키즈 나라찬 태권도장","경기도 의정부시 송양로 94(민락동, 민락엘레트19단지)","Y","체육도장업","경기도 의정부시 민락동 890 민락엘레트19단지"
"경기도","N",740,"20111221","정상운영","2016-11-07","실내","","11687","","","YoCaXurtmY0YiVjc2bRePKK6qJ7Vf5z6w+6rL9AEgRU=","태권도","의정부시","","의정부시","11687","","2023-03-03","신고","경기도","용인대 승리 태권도장","경기도 의정부시 태평로 224, 용진빌딩 3층 (의정부동)","Y","체육도장업","경기도 의정부시 의정부동 232-9 용진빌딩 3층 "
"","N",741,"20040924","정상운영","2016-12-31","실내","36.3003877343","302870","",147,"vQIsDarCeCXoBcBmSgKhWm0sSOsxNoR6ChNzU7jnlf4=","태권도","서구","","","302870","127.379943544","2023-05-16","신고","대전광역시","강박사태권도장","대전광역시 서구 복수동로 39-26, 202호 (복수동,초록마을아파트 상가동)","Y","체육도장업","대전 서구 복수동로 39-26"
"","N",742,"20010416","정상운영","2016-12-31","실내","35.2640646938","616811","",189,"vo5Wlmdb5jhAnevhxNrj0Sy23+8n+p+5sAX8JKcFYy4=","태권도","북구","","","616811","129.020068811","2023-05-17","신고","부산광역시","수호태권스쿨","부산광역시 북구 효열로 228 (금곡동,육화빌딩2층)","Y","체육도장업",""
"","N",743,"19950510","정상운영","2016-12-31","","37.5097848368","150830","","","VLaMoEdwg4qoH5cvsba6+VDoootYQT59dY+TIyEaj2g=","태권도","영등포구","","","150830","126.904490147","2023-05-17","신고","서울특별시","경희대효태권도","서울특별시 영등포구 도신로29길 15 (도림동, 율산빌딩)","Y","체육도장업","서울 영등포구 도신로29길 15"
"경상북도","N",744,"20170922","정상운영","2017-09-22","실내외","","38869","","","v48BSd6RYAuVqystBmaTWZqgjfGP2gT5nlJLLBlh+Ac=","태권도","영천시","완전리","영천시","38869","","2023-04-20","신고","경상북도","아리랑태무 태권도장","경상북도 영천시 청통면 강둑길 7-2","Y","체육도장업","경상북도 영천시 청통면 원촌리 516-83 "
"","N",745,"20161231","정상운영","2016-12-31","실내","37.6679173637","01355","",130,"Nv0m1vUyI3ooCCFvx5KjHBW8RkubD2Fh+MimZUgvI6A=","태권도","도봉구","방학동","","01355","127.0345064231","2023-05-10","신고","서울특별시","용인대 우리태권도장","서울특별시 도봉구 시루봉로 220 (방학동)","Y","체육도장업","서울특별시 도봉구 방학동 620-18"
"","N",746,"20161226","정상운영","2016-12-26","실내","","42433","",105,"R2QQKfEmEdEu/P/KdoE86JZVfBF+BSdBSO/j/YGXLKE=","태권도","남구","이천동","","42433","","2023-05-09","신고","대구광역시","드림태권도","대구광역시 남구 대봉로30길 15, 301동 2층 206호 (이천동, 대봉교역 태왕아너스)","Y","체육도장업","대구광역시 남구 이천동 1177 대봉교역 태왕아너스 "
"대구광역시","N",747,"20170125","정상운영","2017-01-25","실내","35.7302542185","42979","",167,"laf13XAZZ+lyP+sa/OBVHvIySAGFcY+c26+4AZ9/r5M=","태권도","달성군","북리","달성군","42979","128.4451324352","2023-05-09","신고","대구광역시","하랑태권도장2","대구광역시 달성군 논공읍 논공로21길 14-6","Y","체육도장업",""
"인천광역시","N",748,"20191030","정상운영","2019-11-07","없음","","21378","",83,"Cl7HhjkJyqoos6MuVdpYALihNqVyiYzA0ksgEVpv2nA=","태권도","부평구","부평동","부평구","21378","","2023-05-09","신고","인천광역시","부평하나태권도장","인천광역시 부평구 부영로 196, 301호 (부평동, 대림아파트)","Y","체육도장업","인천광역시 부평구 부평동 64-20 대림아파트 "
"대전광역시","N",749,"20161231","정상운영","2016-12-31","실내","36.3437070939","305365","",203,"kITqBuMIJwJS8N2Eis159U2bdZgFb2NuqZhbpJzIZjg=","태권도","유성구","","유성구","305365","127.302405192","2020-02-19","신고","대전광역시","계산효 태권도장","대전광역시 유성구 학하남로 10 (계산동)","Y","체육도장업","대전 유성구 학하남로 10"
"","N",750,"20130116","정상운영","2017-06-30","실내","37.4735604582","14294","",146,"DKsAmz/Q1DXiJDo7qAEGTcCzyZVyleyrtWwbFg/HqWs=","태권도","광명시","광명동","","14294","126.8489429393","2023-05-11","신고","경기도","행복한동행 경희대 도담 태권도장","경기도 광명시 광화로 22 (광명동)","Y","체육도장업",""
"경상남도","N",751,"20030425","정상운영","2016-12-31","실내","35.5037646725","627120","",775,"M8ZLwnVBqTbq2YyXNen3z5lsEpc3/98nlt1L391+3AY=","태권도","밀양시","","밀양시","627120","128.749987534","2023-03-29","신고","경상남도","무도태권도","밀양시 시청동길 6(교동)","Y","체육도장업","경남 밀양시 시청동길 6"
"부산광역시","N",752,"19820219","정상운영","2016-11-07","실내","35.1543203733","617836","",165,"fyJlmWOGo1nCccWw4jAyaB0KO3OgBMSJB/3XrabtGDs=","태권도","사상구","","사상구","617836","128.996196028","2023-04-04","신고","부산광역시","우리들체육관","부산광역시 사상구 백양대로 513 (주례동)","Y","체육도장업","부산 사상구 백양대로 513"
"서울특별시","N",753,"20161231","정상운영","2016-12-31","실내","","03097","",121,"eyjaOGe32mdixAZsJQNAtRKrARkIOA8H9Xnj1JgXnjM=","태권도","종로구","","종로구","03097","","2023-04-05","신고","서울특별시","동대문태권도","서울특별시 종로구 창신길 49, 1층 (창신동)","Y","체육도장업","서울특별시 종로구 창신동 647-15 "
"경기도","N",754,"20161231","정상운영","2016-12-31","실내","37.4516884657","462834","",107,"luNqj2QnYsZK3bEvq5oebZWNQOk0WqUCU6lghNErk5E=","태권도","성남시","","성남시","462834","127.168987247","2023-04-01","신고","경기도","용창체육관","경기도 성남시 중원구 자혜로 85 (은행동)","Y","체육도장업","경기 성남시 중원구 자혜로 85"
"","N",755,"20161231","정상운영","2016-12-31","실내","37.2492624271","","","","Qnm/OAX2He80M/gkNA6cEN9FU+3YhmJ5GjUw9bTLeXI=","태권도","수원시","","","","127.063759947","2023-04-28","신고","경기도","행복한신동태권도장","경기도 수원시  영통구 영통동 969-1번지 삼성태영아파트 상가 지하 ","Y","체육도장업","경기도 수원시  영통구 영통동 969-1번지 삼성태영아파트 상가 지하 "
"","N",756,"20161231","정상운영","2016-12-31","실내","37.2731189759","16525","",150,"nQ9B4g1QW5Hr62i5d2JtMCvX4qp4aJ9xIkiGnck3+wg=","태권도","수원시","","","16525","127.0481037278","2023-04-28","신고","경기도","국가대표효자효녀태권도장","경기도 수원시 영통구 동수원로 526, 신라빌딩 5층 (매탄동)","Y","체육도장업","경기도 수원시 영통구 매탄동 102-5번지 "
"인천광역시","N",757,"20220401","정상운영","2022-04-18","없음","37.4791942926654","21442","",105,"t9ejuBJT5u9Hx4l/yJFWXraAdL5nmzr1izhXs+xbquo=","태권도","부평구","","부평구","21442","126.699056573629","2023-04-20","신고","인천광역시","월드태권도 용기관","인천광역시 부평구 상정로 46(십정동)","Y","체육도장업","인천광역시 부평구 십정동 205-1"
"서울특별시","N",758,"20161231","정상운영","2016-12-31","","","07635","",177,"EErFP4+MRGk8JaaKwnjCB1GCFUeKFegAegQxRwzRWEU=","태권도","강서구","","강서구","07635","","2023-04-27","신고","서울특별시","JMT 정무태권도","서울특별시 강서구 수명로 68-11, 701호 (내발산동, 발산타워)","Y","체육도장업","서울특별시 강서구 내발산동 750-7 발산타워 701호"
"부산광역시","N",759,"20121015","정상운영","2016-11-07","실내","35.1516752007","608806","",199,"bwKP62HQdwQeIEMKPQxWxsoX+kH4f2WqqLCJ1lsm810=","태권도","남구","","남구","608806","129.088710784","2023-04-28","신고","부산광역시","행복한 히어로 태권도","부산광역시 남구 황령대로319번가길 158-7 (대연동)","Y","체육도장업","부산 남구 황령대로319번가길 158-7"
"부산광역시","N",760,"19910401","정상운영","2016-11-07","","35.1160042673","608801","",230,"R+EhxfOb9a4V3WbxNn/htbWFFb4cOXUon2yEue6W/bU=","태권도","남구","","남구","608801","129.082394902","2023-04-28","신고","부산광역시","자의누리감만도장","부산광역시 남구 홍곡로 18 (감만동)","Y","체육도장업","부산 남구 홍곡로 18"
"경기도","N",761,"20230420","정상운영","2023-05-15","없음","37.2884869179562","16959","",268,"","태권도","용인시","신갈동","용인시 기흥구","16959","127.111951971466","2023-05-15","신고","경기도","동명 태권도장","경기도 용인시 기흥구 새천년로26번길 8 (신갈동)","Y","체육도장업","경기도 용인시 기흥구 신갈동 717 햇살프라자"
"경기도","N",762,"20180712","정상운영","2019-04-01","실내","37.286049670356384","18237","",108,"XJvfUHtn5T/VV3IkxR5R2ZMNdyVjXVFH2qZ4i3wJfHI=","태권도","화성시","","화성시","18237","126.82017917547974","2023-04-29","신고","경기도","푸르미르 청룡태권도장","경기도 화성시 수노을1로 148 (새솔동, 송산신도시 대방노블랜드 더퍼스티지 1차)","Y","체육도장업","경기도 화성시 새솔동 0 송산신도시 대방노블랜드 더퍼스티지 1차"
"","N",763,"20021002","정상운영","2016-12-31","실내","37.5043874883","21351","",181,"0NGSM4+4EirFfgP1aniTC64WtwrBbQGjkW3g/ymVqOQ=","태권도","부평구","부개동","","21351","126.7352736174","2023-04-21","신고","인천광역시","인성태권도장","인천광역시 부평구 길주남로125번길 11-9 (부개동)","Y","체육도장업",""
"경기도","N",764,"20011106","정상운영","2016-12-20","","37.1507352958","18134","","","QiXdje7ATS7kJ++u2X5o2Tsoc+wMFV6Y/nbJL/xUlso=","태권도","오산시","오산동","오산시","18134","127.0742854823","2023-04-21","신고","경기도","용인대운암태권도","경기도 오산시 운천로 89 (오산동)","Y","체육도장업","경기도 오산시 오산동  260-1 청강빌딩"
"경기도","N",765,"20010828","정상운영","2016-12-20","실내","37.1563752722095","18134","",217,"pQDUaRkBEvtIea2erocxXwvgadsUh17/a0ldJ/75K4I=","태권도","오산시","오산동","오산시","18134","127.077965472354","2023-04-21","신고","경기도","국가대표 T-1 태권도장","경기도 오산시 운암로 113(오산동)","Y","체육도장업","경기도 오산시 오산동 919-17"
"경기도","N",766,"20010113","정상운영","2016-12-20","실내","37.1499269892","18136","",152,"uYi9eSatRL572iZ1zTM5yIAT20hC7wntICSEDJ2VRBM=","태권도","오산시","오산동","오산시","18136","127.069935134","2023-04-21","신고","경기도","중앙 경희 태권도장","경기도 오산시 성호새싹길 11 (오산동)","Y","체육도장업","경기도 오산시 오산동  861-7 세종학원"
"경기도","N",767,"20130205","정상운영","2016-12-21","실내","","18143","",176,"cZUAqfs3gv1zwMG637BuEE39YbQdnc9Ni4//O4fGXAE=","태권도","오산시","원동","오산시","18143","","2023-04-21","신고","경기도","용인대 원일 태권도장","경기도 오산시 오산로132번길 10, 301~302호 (원동)","Y","체육도장업","경기도 오산시 원동 900 원동e-편한세상2단지상가동 301~3호"
"경기도","N",768,"20130102","정상운영","2016-12-21","실내","","18143","",156,"1w1gdGP+b9c6Cqwr+tYk48RJJC9VZbMDMA2+X+iS2QA=","태권도","오산시","원동","오산시","18143","","2023-04-21","신고","경기도","점핑클럽 태권도도장","경기도 오산시 오산로132번길 28-19, 승희프라자 202호 (원동)","Y","체육도장업","경기도 오산시 원동 404-13 승희프라자 "
"경기도","N",769,"20110401","정상운영","2016-12-21","실내","37.1363092494","18150","",197,"ywwu6f1bef0y0KxAWzqEFBldItYCZZku1RSiBmbjCrM=","태권도","오산시","원동","오산시","18150","127.0825637662","2023-04-21","신고","경기도","경희대 푸른 태권도장","경기도 오산시 남부대로 411-13 (원동)","Y","체육도장업","경기도 오산시 원동  826-2 원동푸르지오 상가"
"경기도","N",770,"20110303","정상운영","2016-12-21","실내","37.1380191369","18144","",322,"cPM2uSVhg37U/pzDiZyzGI4r6Bzdx6S4ku3ZvVWlw1k=","태권도","오산시","원동","오산시","18144","127.0749168253","2023-04-21","신고","경기도","용인대 오산 태권도장","경기도 오산시 경기대로148번길 13 (원동, 우주마루)","Y","체육도장업","경기도 오산시 원동  379-12 우주마루"
"경기도","N",771,"20061110","정상운영","2016-12-20","실내","37.1430571136","18149","",221,"7/lqQI4cWQgDc7I5nDxvVPJc4Sssi9u9cBSHEY5YxpE=","태권도","오산시","원동","오산시","18149","127.0866051068","2023-04-21","신고","경기도","경희대 나우 태권도 도장","경기도 오산시 부원로 67-3 (원동)","Y","체육도장업","경기도 오산시 원동  31-2 경희대엄지체육관"
"경기도","N",772,"20010223","정상운영","2016-12-20","실내","37.1465677923","18139","",176,"i4x6jDAqim2WimCELMquJ4VCUj6JmNotgNLwOIlKOJc=","태권도","오산시","원동","오산시","18139","127.0758707705","2023-04-21","신고","경기도","경희대 백호 태권도장","경기도 오산시 대원로 65 (원동)","Y","체육도장업","경기도 오산시 원동  813-9 운암프라자"
"경기도","N",773,"19990920","정상운영","2016-12-20","실내","37.1461204878","18140","","","EJAgeIKAAsi0im2FaWjG4F40H3EnxQvcmP7mKQrG+9g=","태권도","오산시","원동","오산시","18140","127.0764601409","2023-04-21","신고","경기도","운암으뜸체육관","경기도 오산시 대원로 72 (원동)","Y","체육도장업","경기도 오산시 원동  815-9 운암주공프라자"
"경기도","N",774,"20011202","정상운영","2016-12-20","실내","","18115","",198,"vqhqk3o8kBLbwXqOazL/LwtFv/rUIAshFoSnmte8odU=","태권도","오산시","궐동","오산시","18115","","2023-04-21","신고","경기도","오산태권도장","경기도 오산시 오산로348번길 3, 2층 203호 (궐동)","Y","체육도장업","경기도 오산시 궐동 45-2 203호"
"경기도","N",775,"20101123","정상운영","2016-12-21","실내","37.1766570448","18109","","","bCOOSqimjXuqTW8khQgKOJ1w9+8IjgfYeXk7bpbhhEk=","태권도","오산시","금암동","오산시","18109","127.045497271","2023-04-21","신고","경기도","무진태권짐","경기도 오산시 수청로 193 (금암동)","Y","체육도장업","경기도 오산시 금암동  516-4 P&P세교프라자"
"경기도","N",776,"20091103","정상운영","2016-12-20","실내","","18108","",0,"brRKQM/vZ5/ellz701wtosMH3Ht7Kq0LuXDIGMzORqs=","태권도","오산시","금암동","오산시","18108","","2023-04-21","신고","경기도","태성태권도장","경기도 오산시 수청로 142, 상가동 2층 201,202호 (금암동, 죽미마을휴먼시아)","Y","체육도장업","경기도 오산시 금암동 485 죽미마을휴먼시아 "
"경기도","N",777,"20090914","정상운영","2016-12-20","실내","37.1785628781","18108","",84,"QdCdwLszTfdPtxuGynGUcKUoeArDx6i0FVWJ0EAoqqM=","태권도","오산시","금암동","오산시","18108","127.0475343789","2023-04-21","신고","경기도","세교 경희대 태권도 도장","경기도 오산시 수청로 168 (금암동)","Y","체육도장업","경기도 오산시 금암동  483 죽미마을휴먼시아8단지아파트"
"경기도","N",778,"20040521","정상운영","2016-12-20","실내","37.1638149015","18118","",211,"WZqbDIGUn0LHMk9A30JS6eWwK0Bw5Hho1XjES5Q24v8=","태권도","오산시","수청동","오산시","18118","127.0620218174","2023-04-21","신고","경기도","올바른 매홀 태권도장","경기도 오산시 매홀로 71 (수청동)","Y","체육도장업","경기도 오산시 수청동  533 오산대우아파트"
"경기도","N",779,"20000104","정상운영","2016-12-20","실내","37.1595858944","18116","",367,"UGsBNvbZhN/MDY9ACtilwNfUs8Lr0foPkQBaSZDPkA8=","태권도","오산시","은계동","오산시","18116","127.0706825588","2023-04-21","신고","경기도","용인대 청룡 태권도장","경기도 오산시 은여울로43번길 13 (은계동)","Y","체육도장업","경기도 오산시 은계동  95 관인은계태권도체육관"
"경기도","N",780,"19991223","정상운영","2016-12-20","실내","37.1477185549","18125","",184,"oZOdJYR8FMxjGdfziwQWmE+/kwGjvVkwK59kJC4sjnI=","태권도","오산시","가수동","오산시","18125","127.045817619","2023-04-21","신고","경기도","비호경희대태권도","경기도 오산시 가수로 72 (가수동)","Y","체육도장업","경기도 오산시 가수동  27"
"경기도","N",781,"20091217","정상운영","2016-12-20","실내외","37.1609888536","18121","",143,"Nv9fdQNXhjEIpFaCl4zwgOEugkPLy+b1dWVgy+1wFYM=","태권도","오산시","고현동","오산시","18121","127.0561818754","2023-04-21","신고","경기도","드림 경희대 태권도장","경기도 오산시 궐리사로29번길 10, 정자빌딩 2층 (궐동)","Y","체육도장업","경기도 오산시 궐동 618-3 정자빌딩 "
"경기도","N",782,"20090720","정상운영","2016-12-20","실내","37.1315034935","18151","",200,"BHtfkZuGDt5sl9d36PCdeGzav7rpy153lovvrIzYCH4=","태권도","오산시","청호동","오산시","18151","127.0794474071","2023-04-21","신고","경기도","용인대 석사 청호 태권도장","경기도 오산시 동부대로 332-10, 오산자이 상가 202,203,205,206,207호 (청호동)","Y","체육도장업","경기도 오산시 청호동 322 오산자이 상가 "
"경기도","N",783,"20110303","정상운영","2016-12-21","실내","37.1351863423","18147","",332,"t5nCQMul0EvvWECImrsUuXztNZDw6YM61O8sq3aXqJ4=","태권도","오산시","갈곶동","오산시","18147","127.0687330965","2023-04-21","신고","경기도","용인대 국가대표 태권도장","경기도 오산시 오산로 93 (갈곶동)","Y","체육도장업","경기도 오산시 갈곶동  659-2"
"경기도","N",784,"20230418","정상운영","2023-04-21","실내","37.5070829363321","13003","",118,"","태권도","하남시","감이동","하남시","13003","127.15565288801","2023-04-21","신고","경기도","강남체육관","경기도 하남시 감일백제로 161 (감이동)","Y","체육도장업","경기도 하남시 감이동 514-1 월드퍼스티"
